maintenance_task_id,brand,model,variant,year_from,year_to,market,canonical_task_code,task_name_original,task_name_en,task_name_tr,component_group,action,first_due_km,repeat_every_km,first_due_months,repeat_every_months,due_km_min,due_km_max,condition,is_periodic,is_safety_critical,usage_condition,inferred_pattern,source_id,source_page,source_table,evidence,confidence,notes
MT_YAM_XSR125_14,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,REAR_BRAKE,Rear brake,Rear brake inspection,Arka fren kontrolu,REAR_BRAKE,INSPECT,1000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-4,General maintenance and lubrication chart,"""Rear brake - Check operation, fluid level, and for fluid leakage. Replace brake pads if necessary.""",HIGH,
MT_YAM_XSR125_15,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,BRAKE_FLUID,Brake fluid,Brake fluid change,Fren hidroligi degisimi,BRAKE_FLUID,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-4,General maintenance and lubrication chart,"""Brake fluid - Change. Every 2 years""; p6-7: ""Every two years replace the internal components of the brake master cylinders and calipers, and change the brake fluid.""",HIGH,
MT_YAM_XSR125_16,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,FRONT_BRAKE,Brake hoses,Brake hose inspection / replacement,Fren hortumu kontrol/degisim,BRAKE_HOSE,INSPECT,6000,6000,UNKNOWN,48,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-4,General maintenance and lubrication chart,"""Brake hoses - Check for cracks or damage."" (every column) ""Replace. Every 4 years""",HIGH,Inspect every 6000 km; replace every 4 years.
MT_YAM_XSR125_17,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,TYRES,Tires,Tyre inspection,Lastik kontrolu,TYRES,INSPECT,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-4,General maintenance and lubrication chart,"""Tires - Check tread depth and for damage. Replace if necessary. Check air pressure. Correct if necessary.""",HIGH,
MT_YAM_XSR125_18,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,WHEEL_BEARINGS,Wheel bearings,Wheel bearing inspection,Tekerlek rulmani kontrolu,WHEEL_BEARINGS,INSPECT,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-5,General maintenance and lubrication chart,"""Wheel bearings - Check bearing for looseness or damage."" (four marks, 6000-24000 km)",MEDIUM,
MT_YAM_XSR125_19,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,DRIVE_CHAIN,Drive chain,Drive chain clean/adjust/lubricate,Zincir temizlik/ayar/yaglama,DRIVE_CHAIN,LUBRICATE,1000,1000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-5,General maintenance and lubrication chart,"""Drive chain - Check chain slack, alignment and condition. Adjust and lubricate chain with a special O-ring chain lubricant thoroughly. Every 1000 km (600 mi) and after washing the motorcycle, riding in the rain or riding in wet areas""",HIGH,
MT_YAM_XSR125_20,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,STEERING,Steering bearings,Steering bearing inspection,Direksiyon rulmani kontrolu,STEERING,INSPECT,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-5,General maintenance and lubrication chart,"""Steering bearings - Check bearing assemblies for looseness."" (four marks); ""Moderately repack with lithium-soap-based grease."" (one mark)",HIGH,
MT_YAM_XSR125_21,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,SUSPENSION,Front fork / shock absorber,Front fork & shock absorber inspection,On amortisor & arka amortisor kontrolu,SUSPENSION,INSPECT,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-6,General maintenance and lubrication chart,"""Front fork - Check operation and for oil leakage."" / ""Shock absorber assembly - Check operation and for oil leakage."" (four marks each)",HIGH,
MT_YAM_XSR125_22,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,FASTENERS,Chassis fasteners,Chassis fastener torque check,Sase baglanti elemani tork kontrolu,FASTENERS,TIGHTEN,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-5,General maintenance and lubrication chart,"""Chassis fasteners - Make sure that all nuts, bolts and screws are properly tightened.""",HIGH,
MT_YAM_XSR125_23,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,CLUTCH,Clutch,Clutch operation check & adjust,Debriyaj kontrol ve ayar,CLUTCH,ADJUST,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-4,General maintenance and lubrication chart,"""Clutch - Check operation. Adjust."" (every column from 6000 km)",HIGH,
MT_YAM_XSR125_24,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,THROTTLE,Throttle grip housing and cable,Throttle cable check/adjust/lubricate,Gaz kablosu kontrol/ayar/yaglama,THROTTLE,ADJUST,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-7,General maintenance and lubrication chart,"""Throttle grip housing and cable - Check operation and free play. Adjust the throttle cable free play if necessary. Lubricate the throttle grip housing and cable.""",HIGH,
MT_YAM_XSR125_25,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,GENERAL_INSPECTION,Moving parts and cables,Moving parts & cables lubrication,Hareketli parcalar ve kablolar yaglama,GENERAL_INSPECTION,LUBRICATE,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-6,General maintenance and lubrication chart,"""Moving parts and cables - Lubricate."" (every column from 6000 km)",HIGH,
MT_YAM_XSR125_26,Yamaha,XSR125,MTM125,2021,UNKNOWN,EU,GENERAL_INSPECTION,Diagnostic system check,Diagnostic system check,Ariza teshis sistemi kontrolu,ELECTRICAL,CHECK,1000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_XSR125_OM_2021,6-4,General maintenance and lubrication chart,"""Diagnostic system check - Perform dynamic inspection using Yamaha diagnostic tool. Check the error codes."" (every column + annual)",HIGH,
MT_YAM_NMAX125_01,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,ENGINE_OIL,Engine oil,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,1000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-4,General maintenance and lubrication chart,"""Engine oil - Change. When the oil change indicator light flashes (5000 km (3000 mi) after the initial 1000 km [600 mi] and every 6000 km (3500 mi) thereafter)""",HIGH,
MT_YAM_NMAX125_02,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,ENGINE_OIL,Engine oil strainer,Engine oil strainer cleaning,Yag suzgeci temizligi,OIL_STRAINER,CLEAN,1000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_NMAX125_OM_GPD125A,6-4,General maintenance and lubrication chart,"""Engine oil strainer - Clean."" (single mark; performed with oil change)",LOW,Chart shows one mark; exact repeat column not machine-readable.
MT_YAM_NMAX125_03,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,AIR_FILTER,Air filter element,Engine air filter element replacement,Hava filtresi degisimi,AIR_FILTER,REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_NMAX125_OM_GPD125A,6-3,General maintenance and lubrication chart,"""Air filter element - Replace."" (single mark on the 5-column grid; disposable oil-coated paper element)",LOW,Replace-column (12000 or 24000 km) not machine-readable; recorded as a partial gap.
MT_YAM_NMAX125_04,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,AIR_FILTER,V-belt case air filter element,V-belt case air filter cleaning,V-kayis kutu hava filtresi temizligi,VBELT_CASE_AIR_FILTER,CLEAN,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-3,General maintenance and lubrication chart,"""V-belt case air filter element - Clean. Replace if necessary."" (marked every column from 6000 km)",HIGH,
MT_YAM_NMAX125_05,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,SPARK_PLUG,Spark plug,Spark plug clean & regap,Buji temizlik/ayar,SPARK_PLUG,CLEAN,6000,12000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_NMAX125_OM_GPD125A,6-2,Periodic maintenance chart for the emission control system,"""Spark plug - Check condition. Clean and regap."" (two marks -> 6000 & 18000 km)",MEDIUM,
MT_YAM_NMAX125_06,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,SPARK_PLUG,Spark plug,Spark plug replacement,Buji degisimi,SPARK_PLUG,REPLACE,12000,12000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_NMAX125_OM_GPD125A,6-2,Periodic maintenance chart for the emission control system,"""Spark plug - Replace."" (two marks -> 12000 & 24000 km)",MEDIUM,
MT_YAM_NMAX125_07,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,VALVE_CLEARANCE,Valves,Valve clearance check & adjust,Supap boslugu kontrol/ayar,VALVE_CLEARANCE,ADJUST,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_NMAX125_OM_GPD125A,6-2,Periodic maintenance chart for the emission control system,"""Valves - Check valve clearance. Adjust."" (four marks on the 6000-24000 km columns)",MEDIUM,
MT_YAM_NMAX125_08,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,FUEL_SYSTEM,Fuel line,Fuel hose inspection,Yakit hortumu kontrolu,FUEL_LINE,INSPECT,1000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-2,Periodic maintenance chart for the emission control system,"""Fuel line - Check fuel hoses for cracks or damage."" (every column)",HIGH,
MT_YAM_NMAX125_09,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,COOLANT,Cooling system,Coolant level inspection,Sogutma sivisi seviye kontrolu,COOLANT,INSPECT,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-5,General maintenance and lubrication chart,"""Cooling system - Check coolant level and vehicle for coolant leakage.""",HIGH,
MT_YAM_NMAX125_10,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,COOLANT,Cooling system,Coolant change,Sogutma sivisi degisimi,COOLANT,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-5,General maintenance and lubrication chart,"""Cooling system - Change coolant. Every 3 years""",HIGH,
MT_YAM_NMAX125_11,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,FINAL_DRIVE,Final transmission oil,Final transmission (gear) oil change,Nihai tahrik disli yagi degisimi,FINAL_DRIVE,REPLACE,12000,12000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_YAM_NMAX125_OM_GPD125A,6-5,General maintenance and lubrication chart,"""Final transmission oil - Check vehicle for oil leakage. Change."" (three Change marks on the grid)",MEDIUM,
MT_YAM_NMAX125_12,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,FINAL_DRIVE,V-belt,V-belt replacement,V-kayis degisimi,VBELT,REPLACE,18000,18000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-5,General maintenance and lubrication chart,"""V-belt - Replace. When the V-belt replacement indicator flashes [every 18000 km (10500 mi)]""; p3-9 confirms 18000 km.",HIGH,
MT_YAM_NMAX125_13,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,FRONT_BRAKE,Front brake,Front brake inspection,On fren kontrolu,FRONT_BRAKE,INSPECT,1000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-3,General maintenance and lubrication chart,"""Front brake - Check operation, fluid level and vehicle for fluid leakage. Replace brake pads. Whenever worn to the limit"" (every column + annual)",HIGH,
MT_YAM_NMAX125_14,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,REAR_BRAKE,Rear brake,Rear brake inspection,Arka fren kontrolu,REAR_BRAKE,INSPECT,1000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-3,General maintenance and lubrication chart,"""Rear brake - Check operation, fluid level and vehicle for fluid leakage. Replace brake pads. Whenever worn to the limit""",HIGH,
MT_YAM_NMAX125_15,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,BRAKE_FLUID,Brake fluid,Brake fluid change,Fren hidroligi degisimi,BRAKE_FLUID,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-3,General maintenance and lubrication chart,"""Brake fluid - Change. Every 2 years""; p6-6: ""Every two years replace the internal components of the brake master cylinders and calipers, and change the brake fluid.""",HIGH,
MT_YAM_NMAX125_16,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,TYRES,Tires,Tyre inspection,Lastik kontrolu,TYRES,INSPECT,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-3,General maintenance and lubrication chart,"""Tires - Check tread depth and for damage. Replace if necessary. Check air pressure. Correct if necessary.""",HIGH,
MT_YAM_NMAX125_17,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,STEERING,Steering bearings,Steering bearing inspection,Direksiyon rulmani kontrolu,STEERING,INSPECT,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-4,General maintenance and lubrication chart,"""Steering bearings - Check bearing play and steering for roughness.""; ""Lubricate ... Every 24000 km (14000 mi)""",HIGH,
MT_YAM_NMAX125_18,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,SUSPENSION,Front fork / shock absorbers,Front fork & shock absorber inspection,On/arka amortisor kontrolu,SUSPENSION,INSPECT,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-4,General maintenance and lubrication chart,"""Front fork - Check operation and for oil leakage."" / ""Shock absorber assemblies - Check operation and shock absorbers for oil leakage.""",HIGH,
MT_YAM_NMAX125_19,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,FASTENERS,Chassis fasteners,Chassis fastener torque check,Sase baglanti elemani tork kontrolu,FASTENERS,TIGHTEN,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-4,General maintenance and lubrication chart,"""Chassis fasteners - Make sure that all nuts, bolts and screws are properly tightened.""",HIGH,
MT_YAM_NMAX125_20,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,THROTTLE,Throttle grip,Throttle grip/cable check & lubricate,Gaz kolu/kablo kontrol ve yaglama,THROTTLE,ADJUST,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-5,General maintenance and lubrication chart,"""Throttle grip - Check operation. Check throttle grip free play, and adjust if necessary. Lubricate cable and grip housing.""",HIGH,
MT_YAM_NMAX125_21,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,GENERAL_INSPECTION,Moving parts and cables,Moving parts & cables lubrication,Hareketli parcalar/kablolar yaglama,GENERAL_INSPECTION,LUBRICATE,6000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-5,General maintenance and lubrication chart,"""Moving parts and cables - Lubricate."" (every column from 6000 km)",HIGH,
MT_YAM_NMAX125_22,Yamaha,NMAX 125,GPD125-A,2015,2021,EU,GENERAL_INSPECTION,"Lights, signals and switches",Lights/signals/switches check,Aydinlatma/sinyal/anahtar kontrolu,LIGHTS,CHECK,1000,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_YAM_NMAX125_OM_GPD125A,6-5,General maintenance and lubrication chart,"""Lights, signals and switches - Check operation. Adjust headlight beam."" (every column + annual)",HIGH,
MT_KTM_390DUKE_01,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,ENGINE_OIL,"Change the engine oil and the oil filter, clean the oil screens.",Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Change the engine oil and the oil filter, clean the oil screens."" (one-time at 1,000 km, then every 10,000 km / 12 months)",HIGH,
MT_KTM_390DUKE_02,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,ENGINE_OIL_FILTER,"Change the engine oil and the oil filter, clean the oil screens.",Engine oil filter replacement,Yag filtresi degisimi,ENGINE_OIL_FILTER,REPLACE,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Change the engine oil and the oil filter, clean the oil screens."" (same row as engine oil)",HIGH,
MT_KTM_390DUKE_03,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,AIR_FILTER,"Change the air filter, clean the air filter box.",Air filter replacement,Hava filtresi degisimi,AIR_FILTER,REPLACE,20000,20000,UNKNOWN,48,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Change the air filter, clean the air filter box."" (marked in the every 20,000 km / every 48 months columns)",HIGH,
MT_KTM_390DUKE_04,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,VALVE_CLEARANCE,"Check the valve clearance, change the spark plug.",Valve clearance check,Supap boslugu kontrolu,VALVE_CLEARANCE,INSPECT,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check the valve clearance, change the spark plug."" (marked in the every 20,000 km column)",HIGH,
MT_KTM_390DUKE_05,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,SPARK_PLUG,"Check the valve clearance, change the spark plug.",Spark plug replacement,Buji degisimi,SPARK_PLUG,REPLACE,20000,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check the valve clearance, change the spark plug."" (every 20,000 km column)",HIGH,
MT_KTM_390DUKE_06,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,COOLANT,Check the coolant level.,Coolant level check,Sogutma sivisi seviye kontrolu,COOLANT,INSPECT,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62-63,SERVICE SCHEDULE - Service work,"""Check the coolant level."" (one-time + every 10,000 km); ""Checking the antifreeze."" (every 24/48 months)",HIGH,
MT_KTM_390DUKE_07,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,COOLANT,Change the coolant.,Coolant change,Sogutma sivisi degisimi,COOLANT,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,48,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,63,SERVICE SCHEDULE - Service work,"""Change the coolant."" (marked in the every 48 months column)",HIGH,
MT_KTM_390DUKE_08,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,FRONT_BRAKE,Check that the brake linings of the front brake are secured. Check the brake discs.,Front brake inspection,On fren kontrolu,FRONT_BRAKE,INSPECT,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check that the brake linings of the front brake are secured."" / ""Check the brake discs."" (one-time + every service)",HIGH,
MT_KTM_390DUKE_09,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,REAR_BRAKE,Check that the brake linings of the rear brake are secured.,Rear brake inspection,Arka fren kontrolu,REAR_BRAKE,INSPECT,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check that the brake linings of the rear brake are secured."" (one-time + every service)",HIGH,
MT_KTM_390DUKE_10,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,BRAKE_FLUID,Check the front/rear brake fluid level.,Brake fluid level check,Fren hidroligi seviye kontrolu,BRAKE_FLUID,INSPECT,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check the front brake fluid level."" / ""Check the rear brake fluid level."" (one-time + every 10,000 km / 12 months)",HIGH,
MT_KTM_390DUKE_11,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,BRAKE_FLUID,Change the front/rear brake fluid.,Brake fluid change,Fren hidroligi degisimi,BRAKE_FLUID,DRAIN_REPLACE,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Change the front brake fluid."" / ""Change the rear brake fluid."" (marked in the every 24 months and every 48 months columns)",HIGH,
MT_KTM_390DUKE_12,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,DRIVE_CHAIN,"Check the chain, rear sprocket, and engine sprocket. Check the chain tension.",Drive chain & sprocket inspection / tension check,Zincir ve disli kontrolu / gerginlik ayari,DRIVE_CHAIN,INSPECT,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check the chain, rear sprocket, and engine sprocket."" (every 10,000 km) / ""Check the chain tension."" (one-time + every service)",HIGH,
MT_KTM_390DUKE_13,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,TYRES,Check the tire condition. Check tire pressure.,Tyre condition & pressure check,Lastik durumu ve basinc kontrolu,TYRES,INSPECT,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check the tire condition."" / ""Check tire pressure."" (one-time + every service)",HIGH,
MT_KTM_390DUKE_14,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,SUSPENSION,Check the shock absorber and fork for leaks. Clean the dust boots of the fork legs.,Fork & shock inspection,On/arka amortisor kontrolu,SUSPENSION,INSPECT,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62-63,SERVICE SCHEDULE - Service work,"""Check the shock absorber and fork for leaks."" (one-time + every service); ""Clean the dust boots of the fork legs."" (every 20,000 km / 48 months); ""Check the fork bearing for play."" (every 24/48 months)",HIGH,
MT_KTM_390DUKE_15,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,STEERING,Checking the steering head bearing for play.,Steering head bearing play check,Direksiyon rulmani bosluk kontrolu,STEERING,INSPECT,1000,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Checking the steering head bearing for play."" (one-time + two periodic marks; column mapping not fully machine-readable)",MEDIUM,
MT_KTM_390DUKE_16,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,WHEEL_BEARINGS,Check the wheel bearing for play.,Wheel bearing play check,Tekerlek rulmani bosluk kontrolu,WHEEL_BEARINGS,INSPECT,UNKNOWN,20000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check the wheel bearing for play."" (two periodic marks; interpreted as ~every 20,000 km)",MEDIUM,
MT_KTM_390DUKE_17,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,FASTENERS,Check the tightness of the safety-relevant screws and nuts which are easily accessible.,Safety-relevant fastener tightness check,Guvenlik civatalari tork kontrolu,FASTENERS,TIGHTEN,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,63,SERVICE SCHEDULE - Service work,"""Check the tightness of the safety-relevant screws and nuts which are easily accessible."" (one-time + every service)",HIGH,
MT_KTM_390DUKE_18,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,THROTTLE,"Check that the throttle cables are undamaged, routed without kinks, and set correctly.",Throttle cable check,Gaz kablosu kontrolu,THROTTLE,INSPECT,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check that the throttle cables are undamaged, routed without kinks, and set correctly."" (one-time + every service)",HIGH,
MT_KTM_390DUKE_19,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,FUEL_SYSTEM,"Check all hoses (e.g. fuel, cooling, bleeder, drainage hoses, etc.) and sleeves ...",Fuel/cooling/drainage hose inspection,Yakit/sogutma/drenaj hortum kontrolu,FUEL_LINE,INSPECT,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62,SERVICE SCHEDULE - Service work,"""Check all hoses (e.g. fuel, cooling, bleeder, drainage hoses, etc.) and sleeves for cracking, tightness, and correct routing."" / ""Empty the drainage hoses."" (one-time + every service)",HIGH,
MT_KTM_390DUKE_20,KTM,390 Duke,398cc,2024,UNKNOWN,GLOBAL,GENERAL_INSPECTION,Grease all moving parts ... / Final check ... test ride / Read out the fault memory.,Grease moving parts + diagnostics + road test,Hareketli parca yaglama + diyagnostik + yol testi,GENERAL_INSPECTION,SERVICE,1000,10000,UNKNOWN,12,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_KTM_390DUKE_OM_2024,62-63,SERVICE SCHEDULE - Service work,"""Grease all moving parts (e.g. side stand, hand lever, chain, etc.) ...""; ""Read out the fault memory using the KTM diagnostics tool.""; ""Final check: Check the vehicle is roadworthy and take a test ride."" (all one-time + every service)",HIGH,
