a,b,c,count,rate
AIR_FILTER_INSPECTION,AIR_FILTER_CHANGE,CVT_CASE_INSPECTION,324,0.0176
BRAKE_FLUID_CHECK,AIR_FILTER_CHANGE,CHAIN_LUBRICATE,323,0.0277
BATTERY_TEST,FORK_INSPECTION,COOLANT_LEVEL_CHECK,322,0.04
ENGINE_OIL_CHANGE,CVT_BELT_CHANGE,SPARK_PLUG_CHANGE,321,0.0175
BRAKE_FLUID_CHECK,GENERAL_SAFETY_INSPECTION,FRONT_TIRE_INSPECTION,320,0.0095
AIR_FILTER_CHANGE,GENERAL_SAFETY_INSPECTION,CHAIN_CLEAN,318,0.0273
GENERAL_SAFETY_INSPECTION,FORK_INSPECTION,FRONT_TIRE_INSPECTION,317,0.0094
AIR_FILTER_INSPECTION,FORK_INSPECTION,CVT_CASE_INSPECTION,316,0.0172
AIR_FILTER_CHANGE,GENERAL_SAFETY_INSPECTION,CHAIN_LUBRICATE,316,0.0271
BATTERY_TEST,BRAKE_FLUID_CHANGE,CVT_BELT_INSPECTION,315,0.0172
CHAIN_CLEAN,CHAIN_LUBRICATE,FRONT_BRAKE_PAD_INSPECTION,315,0.027
GENERAL_SAFETY_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,FRONT_TIRE_INSPECTION,313,0.0093
ENGINE_OIL_CHANGE,CHAIN_INSPECTION,SPARK_PLUG_CHANGE,312,0.0267
CVT_BELT_INSPECTION,CVT_ROLLER_INSPECTION,VALVE_CLEARANCE_INSPECTION,311,0.0169
AIR_FILTER_CHANGE,VALVE_CLEARANCE_INSPECTION,FINAL_GEAR_OIL_CHANGE,311,0.0169
ENGINE_OIL_CHANGE,VALVE_CLEARANCE_INSPECTION,SPARK_PLUG_CHANGE,310,0.0092
BATTERY_TEST,AIR_FILTER_CHANGE,CHAIN_INSPECTION,310,0.0266
GENERAL_SAFETY_INSPECTION,FORK_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,309,0.0092
ENGINE_OIL_CHANGE,CHAIN_INSPECTION,SPARK_PLUG_INSPECTION,306,0.0262
CVT_BELT_INSPECTION,CVT_CASE_INSPECTION,FINAL_GEAR_OIL_CHANGE,304,0.0166
BRAKE_FLUID_CHECK,FORK_INSPECTION,COOLANT_LEVEL_CHECK,300,0.0373
BATTERY_TEST,AIR_FILTER_CHANGE,FRONT_BRAKE_PAD_INSPECTION,299,0.0089
BRAKE_FLUID_CHECK,GENERAL_SAFETY_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,298,0.0089
AIR_FILTER_INSPECTION,AIR_FILTER_CHANGE,COOLANT_LEVEL_CHECK,296,0.0368
BATTERY_TEST,CVT_CASE_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,296,0.0161
BATTERY_TEST,BRAKE_FLUID_CHECK,COOLANT_CHANGE,296,0.0368
CHAIN_CLEAN,CHAIN_INSPECTION,VALVE_CLEARANCE_INSPECTION,294,0.0252
AIR_FILTER_CHANGE,BRAKE_FLUID_CHANGE,VALVE_CLEARANCE_INSPECTION,293,0.0087
ENGINE_OIL_CHANGE,AIR_FILTER_INSPECTION,COOLANT_CHANGE,291,0.0362
AIR_FILTER_INSPECTION,AIR_FILTER_CHANGE,GENERAL_SAFETY_INSPECTION,290,0.0087
CHAIN_LUBRICATE,CHAIN_INSPECTION,VALVE_CLEARANCE_INSPECTION,287,0.0246
CHAIN_LUBRICATE,VALVE_CLEARANCE_INSPECTION,WHEEL_BEARING_INSPECTION,287,0.0246
ENGINE_OIL_CHANGE,CVT_BELT_INSPECTION,COOLANT_LEVEL_CHECK,286,0.0422
BRAKE_FLUID_CHECK,BRAKE_FLUID_CHANGE,CVT_BELT_INSPECTION,285,0.0155
AIR_FILTER_CHANGE,CHAIN_LUBRICATE,BRAKE_FLUID_CHANGE,284,0.0243
CHAIN_LUBRICATE,CHAIN_INSPECTION,SPARK_PLUG_CHANGE,284,0.0243
BRAKE_FLUID_CHECK,AIR_FILTER_CHANGE,CHAIN_INSPECTION,283,0.0243
BATTERY_TEST,CVT_CASE_INSPECTION,COOLANT_LEVEL_CHECK,282,0.0416
ENGINE_OIL_CHANGE,BRAKE_FLUID_CHANGE,CVT_CASE_INSPECTION,281,0.0153
CHAIN_CLEAN,CHAIN_INSPECTION,SPARK_PLUG_CHANGE,281,0.0241
AIR_FILTER_INSPECTION,BRAKE_FLUID_CHANGE,CVT_BELT_INSPECTION,281,0.0153
VALVE_CLEARANCE_INSPECTION,WHEEL_BEARING_INSPECTION,SPARK_PLUG_INSPECTION,281,0.0084
CHAIN_CLEAN,VALVE_CLEARANCE_INSPECTION,WHEEL_BEARING_INSPECTION,280,0.024
CHAIN_CLEAN,CHAIN_INSPECTION,SPARK_PLUG_INSPECTION,280,0.024
ENGINE_OIL_CHANGE,BRAKE_FLUID_CHANGE,CVT_BELT_CHANGE,278,0.0151
CHAIN_CLEAN,CHAIN_LUBRICATE,BRAKE_FLUID_CHANGE,278,0.0238
BATTERY_TEST,CVT_CASE_INSPECTION,CVT_BELT_CHANGE,275,0.015
GENERAL_SAFETY_INSPECTION,CHAIN_CLEAN,SPARK_PLUG_INSPECTION,271,0.0232
ENGINE_OIL_CHANGE,BRAKE_FLUID_CHANGE,WHEEL_BEARING_INSPECTION,270,0.0081
CHAIN_LUBRICATE,CHAIN_INSPECTION,SPARK_PLUG_INSPECTION,270,0.0231
AIR_FILTER_CHANGE,FORK_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,270,0.0081
FORK_INSPECTION,CVT_CASE_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,268,0.0146
CVT_CASE_INSPECTION,CVT_ROLLER_INSPECTION,CVT_BELT_CHANGE,268,0.0146
ENGINE_OIL_CHANGE,AIR_FILTER_INSPECTION,VALVE_CLEARANCE_INSPECTION,267,0.008
BRAKE_FLUID_CHECK,CVT_CASE_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,267,0.0145
GENERAL_SAFETY_INSPECTION,CHAIN_LUBRICATE,SPARK_PLUG_INSPECTION,267,0.0229
ENGINE_OIL_CHANGE,GENERAL_SAFETY_INSPECTION,FINAL_GEAR_OIL_CHANGE,266,0.0145
ENGINE_OIL_CHANGE,SPARK_PLUG_INSPECTION,SPARK_PLUG_CHANGE,266,0.0079
ENGINE_OIL_CHANGE,CHAIN_INSPECTION,BRAKE_FLUID_CHANGE,265,0.0227
ENGINE_OIL_CHANGE,AIR_FILTER_CHANGE,FRONT_TIRE_INSPECTION,265,0.0079
AIR_FILTER_INSPECTION,GENERAL_SAFETY_INSPECTION,CHAIN_CLEAN,261,0.0224
BRAKE_FLUID_CHECK,AIR_FILTER_CHANGE,FRONT_BRAKE_PAD_INSPECTION,260,0.0078
BRAKE_FLUID_CHECK,CVT_CASE_INSPECTION,COOLANT_LEVEL_CHECK,259,0.0382
ENGINE_OIL_CHANGE,AIR_FILTER_INSPECTION,SPARK_PLUG_INSPECTION,255,0.0076
ENGINE_OIL_CHANGE,CHAIN_INSPECTION,FORK_INSPECTION,253,0.0217
AIR_FILTER_INSPECTION,GENERAL_SAFETY_INSPECTION,CHAIN_LUBRICATE,249,0.0213
ENGINE_OIL_CHANGE,WHEEL_BEARING_INSPECTION,SPARK_PLUG_CHANGE,248,0.0074
ENGINE_OIL_CHANGE,FRONT_BRAKE_PAD_INSPECTION,COOLANT_LEVEL_CHECK,247,0.0307
AIR_FILTER_CHANGE,BRAKE_FLUID_CHANGE,CVT_BELT_CHANGE,246,0.0134
ENGINE_OIL_CHANGE,COOLANT_LEVEL_CHECK,COOLANT_CHANGE,245,0.0305
BATTERY_TEST,CVT_BELT_INSPECTION,COOLANT_LEVEL_CHECK,244,0.036
BATTERY_TEST,AIR_FILTER_INSPECTION,COOLANT_CHANGE,243,0.0302
ENGINE_OIL_CHANGE,CHAIN_INSPECTION,WHEEL_BEARING_INSPECTION,241,0.0207
ENGINE_OIL_CHANGE,FORK_INSPECTION,CVT_ROLLER_INSPECTION,237,0.0129
ENGINE_OIL_CHANGE,AIR_FILTER_INSPECTION,FINAL_GEAR_OIL_CHANGE,236,0.0129
VALVE_CLEARANCE_INSPECTION,WHEEL_BEARING_INSPECTION,FINAL_GEAR_OIL_CHANGE,236,0.0129
ENGINE_OIL_CHANGE,CHAIN_LUBRICATE,FRONT_TIRE_INSPECTION,236,0.0202
AIR_FILTER_CHANGE,CVT_ROLLER_INSPECTION,CVT_BELT_CHANGE,235,0.0128
BRAKE_FLUID_CHECK,CVT_CASE_INSPECTION,CVT_BELT_CHANGE,235,0.0128
ENGINE_OIL_CHANGE,BATTERY_TEST,FINAL_GEAR_OIL_CHANGE,234,0.0127
AIR_FILTER_CHANGE,CHAIN_INSPECTION,BRAKE_FLUID_CHANGE,233,0.02
AIR_FILTER_INSPECTION,CVT_CASE_INSPECTION,CVT_BELT_CHANGE,233,0.0127
AIR_FILTER_CHANGE,GENERAL_SAFETY_INSPECTION,WHEEL_BEARING_INSPECTION,232,0.0069
ENGINE_OIL_CHANGE,CHAIN_CLEAN,FRONT_TIRE_INSPECTION,230,0.0197
AIR_FILTER_INSPECTION,CVT_CASE_INSPECTION,COOLANT_LEVEL_CHECK,229,0.0338
REAR_TIRE_INSPECTION,WHEEL_BALANCE,REAR_TIRE_CHANGE,228,0.0068
ENGINE_OIL_CHANGE,CVT_BELT_INSPECTION,WHEEL_BEARING_INSPECTION,227,0.0124
ENGINE_OIL_CHANGE,BRAKE_FLUID_CHANGE,COOLANT_LEVEL_CHECK,225,0.028
CHAIN_CLEAN,CHAIN_INSPECTION,BRAKE_FLUID_CHANGE,221,0.0189
ENGINE_OIL_CHANGE,CVT_CASE_INSPECTION,FRONT_TIRE_INSPECTION,221,0.012
AIR_FILTER_INSPECTION,BRAKE_FLUID_CHECK,COOLANT_CHANGE,220,0.0274
ENGINE_OIL_CHANGE,FORK_INSPECTION,CVT_BELT_INSPECTION,220,0.012
BRAKE_FLUID_CHECK,CVT_BELT_INSPECTION,COOLANT_LEVEL_CHECK,218,0.0322
CHAIN_LUBRICATE,CHAIN_INSPECTION,FORK_INSPECTION,217,0.0186
ENGINE_OIL_CHANGE,BRAKE_FLUID_CHECK,FINAL_GEAR_OIL_CHANGE,216,0.0118
ENGINE_OIL_CHANGE,CVT_ROLLER_INSPECTION,WHEEL_BEARING_INSPECTION,216,0.0118
BATTERY_TEST,COOLANT_LEVEL_CHECK,COOLANT_CHANGE,215,0.0267
CHAIN_CLEAN,CHAIN_INSPECTION,WHEEL_BEARING_INSPECTION,212,0.0182
AIR_FILTER_CHANGE,CVT_BELT_CHANGE,FINAL_GEAR_OIL_CHANGE,208,0.0113
AIR_FILTER_CHANGE,GENERAL_SAFETY_INSPECTION,VALVE_CLEARANCE_INSPECTION,207,0.0062
AIR_FILTER_INSPECTION,GENERAL_SAFETY_INSPECTION,FORK_INSPECTION,207,0.0062
CHAIN_LUBRICATE,VALVE_CLEARANCE_INSPECTION,SPARK_PLUG_INSPECTION,207,0.0177
ENGINE_OIL_CHANGE,FINAL_GEAR_OIL_CHANGE,SPARK_PLUG_CHANGE,207,0.0113
ENGINE_OIL_CHANGE,FORK_INSPECTION,REAR_BRAKE_PAD_INSPECTION,206,0.0061
CHAIN_LUBRICATE,CHAIN_INSPECTION,WHEEL_BEARING_INSPECTION,206,0.0177
CHAIN_CLEAN,VALVE_CLEARANCE_INSPECTION,SPARK_PLUG_INSPECTION,205,0.0176
ENGINE_OIL_CHANGE,FRONT_BRAKE_PAD_INSPECTION,REAR_BRAKE_PAD_INSPECTION,204,0.0061
ENGINE_OIL_CHANGE,FRONT_TIRE_INSPECTION,REAR_BRAKE_PAD_INSPECTION,204,0.0061
ENGINE_OIL_CHANGE,AIR_FILTER_INSPECTION,WHEEL_BEARING_INSPECTION,204,0.0061
AIR_FILTER_INSPECTION,CHAIN_LUBRICATE,FORK_INSPECTION,203,0.0174
CHAIN_CLEAN,CHAIN_INSPECTION,FORK_INSPECTION,203,0.0174
AIR_FILTER_INSPECTION,GENERAL_SAFETY_INSPECTION,FRONT_TIRE_INSPECTION,202,0.006
GENERAL_SAFETY_INSPECTION,CHAIN_CLEAN,VALVE_CLEARANCE_INSPECTION,200,0.0171
BATTERY_TEST,BRAKE_FLUID_CHANGE,COOLANT_LEVEL_CHECK,199,0.0247
CHAIN_CLEAN,CHAIN_LUBRICATE,FRONT_TIRE_INSPECTION,199,0.0171
AIR_FILTER_CHANGE,BRAKE_FLUID_CHANGE,WHEEL_BEARING_INSPECTION,198,0.0059
GENERAL_SAFETY_INSPECTION,CHAIN_LUBRICATE,VALVE_CLEARANCE_INSPECTION,198,0.017
ENGINE_OIL_CHANGE,AIR_FILTER_CHANGE,COOLANT_CHANGE,198,0.0246
BATTERY_TEST,FRONT_BRAKE_PAD_INSPECTION,COOLANT_LEVEL_CHECK,197,0.0245
ENGINE_OIL_CHANGE,BRAKE_FLUID_CHECK,REAR_BRAKE_PAD_INSPECTION,194,0.0058
ENGINE_OIL_CHANGE,BRAKE_FLUID_CHANGE,FORK_INSPECTION,193,0.0058
ENGINE_OIL_CHANGE,BATTERY_TEST,REAR_BRAKE_PAD_INSPECTION,192,0.0057
BRAKE_FLUID_CHECK,COOLANT_LEVEL_CHECK,COOLANT_CHANGE,191,0.0238
BATTERY_TEST,BRAKE_FLUID_CHANGE,CVT_CASE_INSPECTION,190,0.0103
AIR_FILTER_INSPECTION,FORK_INSPECTION,COOLANT_LEVEL_CHECK,189,0.0235
AIR_FILTER_CHANGE,GENERAL_SAFETY_INSPECTION,SPARK_PLUG_CHANGE,189,0.0056
AIR_FILTER_INSPECTION,CVT_BELT_INSPECTION,COOLANT_LEVEL_CHECK,189,0.0279
AIR_FILTER_INSPECTION,BRAKE_FLUID_CHECK,GENERAL_SAFETY_INSPECTION,189,0.0056
AIR_FILTER_INSPECTION,GENERAL_SAFETY_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,189,0.0056
AIR_FILTER_INSPECTION,CHAIN_CLEAN,FORK_INSPECTION,188,0.0161
AIR_FILTER_INSPECTION,AIR_FILTER_CHANGE,FRONT_BRAKE_PAD_INSPECTION,188,0.0056
AIR_FILTER_CHANGE,WHEEL_BEARING_INSPECTION,FINAL_GEAR_OIL_CHANGE,188,0.0102
AIR_FILTER_CHANGE,BRAKE_FLUID_CHANGE,CVT_CASE_INSPECTION,186,0.0101
ENGINE_OIL_CHANGE,CVT_CASE_INSPECTION,VALVE_CLEARANCE_INSPECTION,185,0.0101
GENERAL_SAFETY_INSPECTION,CHAIN_CLEAN,SPARK_PLUG_CHANGE,185,0.0159
FORK_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,COOLANT_LEVEL_CHECK,184,0.0229
ENGINE_OIL_CHANGE,GENERAL_SAFETY_INSPECTION,COOLANT_LEVEL_CHECK,184,0.0229
GENERAL_SAFETY_INSPECTION,CHAIN_CLEAN,WHEEL_BEARING_INSPECTION,184,0.0158
AIR_FILTER_CHANGE,CHAIN_CLEAN,SPARK_PLUG_CHANGE,184,0.0158
BRAKE_FLUID_CHANGE,VALVE_CLEARANCE_INSPECTION,WHEEL_BEARING_INSPECTION,183,0.0055
BRAKE_FLUID_CHECK,FRONT_BRAKE_PAD_INSPECTION,COOLANT_LEVEL_CHECK,183,0.0228
AIR_FILTER_INSPECTION,CVT_CASE_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,183,0.01
GENERAL_SAFETY_INSPECTION,WHEEL_BEARING_INSPECTION,SPARK_PLUG_INSPECTION,182,0.0054
GENERAL_SAFETY_INSPECTION,CHAIN_LUBRICATE,WHEEL_BEARING_INSPECTION,182,0.0156
GENERAL_SAFETY_INSPECTION,CHAIN_LUBRICATE,SPARK_PLUG_CHANGE,182,0.0156
BATTERY_TEST,CHAIN_LUBRICATE,FRONT_BRAKE_PAD_INSPECTION,182,0.0156
BRAKE_FLUID_CHECK,BRAKE_FLUID_CHANGE,COOLANT_LEVEL_CHECK,181,0.0225
AIR_FILTER_CHANGE,CHAIN_LUBRICATE,SPARK_PLUG_CHANGE,178,0.0153
BATTERY_TEST,CHAIN_CLEAN,FRONT_BRAKE_PAD_INSPECTION,177,0.0152
ENGINE_OIL_CHANGE,CVT_BELT_CHANGE,COOLANT_CHANGE,177,0.0261
BRAKE_FLUID_CHANGE,VALVE_CLEARANCE_INSPECTION,FINAL_GEAR_OIL_CHANGE,177,0.0096
GENERAL_SAFETY_INSPECTION,VALVE_CLEARANCE_INSPECTION,SPARK_PLUG_INSPECTION,177,0.0053
BRAKE_FLUID_CHECK,CHAIN_LUBRICATE,FRONT_BRAKE_PAD_INSPECTION,175,0.015
BRAKE_FLUID_CHECK,BRAKE_FLUID_CHANGE,CVT_CASE_INSPECTION,175,0.0095
ENGINE_OIL_CHANGE,AIR_FILTER_INSPECTION,SPARK_PLUG_CHANGE,175,0.0052
ENGINE_OIL_CHANGE,AIR_FILTER_INSPECTION,REAR_BRAKE_PAD_INSPECTION,174,0.0052
GENERAL_SAFETY_INSPECTION,VALVE_CLEARANCE_INSPECTION,FINAL_GEAR_OIL_CHANGE,174,0.0095
BATTERY_TEST,FORK_INSPECTION,CVT_BELT_INSPECTION,172,0.0094
CHAIN_LUBRICATE,FORK_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,171,0.0147
ENGINE_OIL_CHANGE,CVT_BELT_INSPECTION,SPARK_PLUG_CHANGE,171,0.0093
AIR_FILTER_CHANGE,CVT_CASE_INSPECTION,CVT_ROLLER_INSPECTION,170,0.0093
ENGINE_OIL_CHANGE,CVT_ROLLER_INSPECTION,COOLANT_LEVEL_CHECK,168,0.0248
BRAKE_FLUID_CHECK,CHAIN_CLEAN,FRONT_BRAKE_PAD_INSPECTION,167,0.0143
BATTERY_TEST,FORK_INSPECTION,CVT_ROLLER_INSPECTION,167,0.0091
AIR_FILTER_CHANGE,CHAIN_LUBRICATE,VALVE_CLEARANCE_INSPECTION,167,0.0143
BATTERY_TEST,AIR_FILTER_INSPECTION,GENERAL_SAFETY_INSPECTION,166,0.005
GENERAL_SAFETY_INSPECTION,CVT_CASE_INSPECTION,SPARK_PLUG_INSPECTION,165,0.009
BATTERY_TEST,BRAKE_FLUID_CHECK,FINAL_GEAR_OIL_CHANGE,165,0.009
AIR_FILTER_INSPECTION,BRAKE_FLUID_CHANGE,COOLANT_LEVEL_CHECK,163,0.0203
BATTERY_TEST,CHAIN_INSPECTION,FORK_INSPECTION,163,0.014
ENGINE_OIL_CHANGE,CVT_ROLLER_INSPECTION,SPARK_PLUG_CHANGE,162,0.0088
AIR_FILTER_CHANGE,CHAIN_CLEAN,VALVE_CLEARANCE_INSPECTION,161,0.0138
ENGINE_OIL_CHANGE,CVT_BELT_CHANGE,COOLANT_LEVEL_CHECK,161,0.0238
CHAIN_CLEAN,FORK_INSPECTION,FRONT_BRAKE_PAD_INSPECTION,160,0.0137
AIR_FILTER_INSPECTION,BRAKE_FLUID_CHANGE,CVT_CASE_INSPECTION,159,0.0087
AIR_FILTER_CHANGE,BRAKE_FLUID_CHANGE,FORK_INSPECTION,157,0.0047
ENGINE_OIL_CHANGE,VALVE_CLEARANCE_INSPECTION,CVT_BELT_CHANGE,156,0.0085
BATTERY_TEST,CVT_ROLLER_INSPECTION,CVT_BELT_CHANGE,156,0.0085
ENGINE_OIL_CHANGE,GENERAL_SAFETY_INSPECTION,BRAKE_FLUID_CHANGE,156,0.0047
AIR_FILTER_INSPECTION,COOLANT_LEVEL_CHECK,COOLANT_CHANGE,155,0.0193
CHAIN_INSPECTION,VALVE_CLEARANCE_INSPECTION,WHEEL_BEARING_INSPECTION,154,0.0132
BATTERY_TEST,BRAKE_FLUID_CHANGE,FORK_INSPECTION,154,0.0046
ENGINE_OIL_CHANGE,BRAKE_FLUID_CHANGE,CVT_ROLLER_INSPECTION,152,0.0083
BRAKE_FLUID_CHANGE,WHEEL_BEARING_INSPECTION,FINAL_GEAR_OIL_CHANGE,152,0.0083
AIR_FILTER_INSPECTION,CVT_ROLLER_INSPECTION,CVT_BELT_CHANGE,152,0.0083
CHAIN_LUBRICATE,WHEEL_BEARING_INSPECTION,SPARK_PLUG_INSPECTION,151,0.0129
BATTERY_TEST,AIR_FILTER_CHANGE,FRONT_TIRE_INSPECTION,151,0.0045
