dataset,column_name,dtype,non_null_count,null_count,null_pct,unique_count,example_value
noise_audit,notes,object,46621,0,0.0,4,DELIVERY_NOT_AFTER_COMPLETION
noise_audit,original_clean_value_available,int64,46621,0,0.0,1,0
ml_snapshots,snapshot_id,object,41518,0,0.0,41518,SNP_SVC000001
ml_snapshots,source_service_id,object,41518,0,0.0,41518,SVC000001
ml_snapshots,snapshot_at,object,41518,0,0.0,39878,2024-07-04 16:08:00
ml_snapshots,snapshot_date,object,41518,0,0.0,1674,2024-07-04
ml_snapshots,service_sequence,int32,41518,0,0.0,56,1
ml_snapshots,snapshot_year,int32,41518,0,0.0,6,2024
ml_snapshots,snapshot_month,int32,41518,0,0.0,12,7
ml_snapshots,snapshot_quarter,int32,41518,0,0.0,4,3
ml_snapshots,snapshot_day_of_year,int32,41518,0,0.0,366,186
ml_snapshots,snapshot_month_sin,float64,41518,0,0.0,11,1.2246467991473532e-16
ml_snapshots,snapshot_month_cos,float64,41518,0,0.0,11,-1.0
ml_snapshots,motorcycle_id,object,41518,0,0.0,8442,MC000001
ml_snapshots,customer_id,object,41518,0,0.0,6080,C000001
ml_snapshots,workshop_id,object,41518,0,0.0,10,WS0003
ml_snapshots,model_id,object,41518,0,0.0,39,YAMAHA_NMAX125
ml_snapshots,brand,object,41518,0,0.0,12,Yamaha
ml_snapshots,model_name,object,41518,0,0.0,39,NMAX 125
ml_snapshots,category,object,41518,0,0.0,12,SCOOTER
ml_snapshots,powertrain_type,object,41518,0,0.0,2,ICE
ml_snapshots,engine_displacement_cc,float64,38331,3187,7.68,18,125.0
ml_snapshots,cylinder_count,int64,41518,0,0.0,3,1
ml_snapshots,cooling_type,object,41518,0,0.0,4,LIQUID
ml_snapshots,final_drive_type,object,41518,0,0.0,4,V_BELT
ml_snapshots,transmission_type,object,41518,0,0.0,7,CVT
ml_snapshots,engine_oil_service_qty_l,float64,5272,36246,87.3,4,0.8
ml_snapshots,spark_plug_count,float64,40855,663,1.6,3,1.0
ml_snapshots,fuel_type,object,41518,0,0.0,2,GASOLINE
ml_snapshots,policy_group,object,41518,0,0.0,20,ICE_125_LIQUID_BELT
ml_snapshots,policy_ready,bool,41518,0,0.0,2,True
ml_snapshots,spec_confidence,object,41518,0,0.0,3,HIGH
ml_snapshots,production_year,int64,41518,0,0.0,12,2017
ml_snapshots,motorcycle_age_years,float64,41518,0,0.0,3716,7.378507871321013
ml_snapshots,ownership_months,float64,41518,0,0.0,3058,65.93839835728953
ml_snapshots,initial_mileage_km,int64,41518,0,0.0,5000,83780
ml_snapshots,is_left_truncated,int32,41518,0,0.0,2,1
ml_snapshots,days_observed,int32,41518,0,0.0,1968,13
ml_snapshots,customer_type,object,41518,0,0.0,3,INDIVIDUAL
ml_snapshots,is_fleet_customer,int32,41518,0,0.0,2,0
ml_snapshots,acquisition_channel,object,41518,0,0.0,7,GOOGLE_MAPS
ml_snapshots,usage_type,object,41518,0,0.0,7,COMMUTER
ml_snapshots,annual_km_baseline,int64,41518,0,0.0,6849,18507
ml_snapshots,city_ratio,float64,41518,0,0.0,2332,0.949
ml_snapshots,highway_ratio,float64,41518,0,0.0,2269,0.0462
ml_snapshots,offroad_ratio,float64,41518,0,0.0,189,0.0048
ml_snapshots,track_ratio,float64,41518,0,0.0,325,0.0
ml_snapshots,avg_ride_days_per_week,float64,41518,0,0.0,652,5.7
ml_snapshots,daily_active_probability,float64,41518,0,0.0,907,0.77
ml_snapshots,avg_km_per_active_day,float64,41518,0,0.0,1685,71.4
ml_snapshots,riding_intensity,object,41518,0,0.0,3,HIGH
ml_snapshots,seasonality_strength,float64,41518,0,0.0,554,0.145
ml_snapshots,winter_usage_factor,float64,41518,0,0.0,741,0.811
ml_snapshots,weather_sensitivity,float64,41518,0,0.0,686,0.264
ml_snapshots,storage_condition,object,41518,0,0.0,4,COVERED_PARKING
ml_snapshots,load_severity_factor,float64,41518,0,0.0,392,1.032
ml_snapshots,climate_zone,object,41518,0,0.0,7,MEDITERRANEAN_COASTAL
ml_snapshots,workshop_city,object,41518,0,0.0,10,İzmir
ml_snapshots,workshop_region,object,41518,0,0.0,6,Ege
ml_snapshots,workshop_climate_zone,object,41518,0,0.0,7,MEDITERRANEAN_COASTAL
ml_snapshots,price_level,object,41518,0,0.0,4,MEDIUM
ml_snapshots,service_bay_count,int32,41518,0,0.0,6,7
ml_snapshots,technician_count,int32,41518,0,0.0,7,8
ml_snapshots,daily_service_capacity,int32,41518,0,0.0,8,18
ml_snapshots,appointment_rate,float64,41518,0,0.0,10,0.62
ml_snapshots,avg_parts_lead_days,float64,41518,0,0.0,9,1.5
ml_snapshots,same_day_parts_rate,float64,41518,0,0.0,10,0.82
ml_snapshots,labor_rate_index,float64,41518,0,0.0,9,1.02
ml_snapshots,customer_volume_index,float64,41518,0,0.0,10,1.18
ml_snapshots,courier_customer_share,float64,41518,0,0.0,9,0.22
ml_snapshots,snapshot_odometer_km,int64,41518,0,0.0,35816,84478
ml_snapshots,current_mileage_source,object,41518,0,0.0,3,MANUAL
ml_snapshots,current_mileage_quality_flag,object,41518,0,0.0,2,VALID
ml_snapshots,current_mileage_estimated,int32,41518,0,0.0,2,0
ml_snapshots,current_service_type_code,object,41518,0,0.0,4,REPAIR
ml_snapshots,current_arrival_mode,object,41518,0,0.0,2,WALK_IN
ml_snapshots,current_primary_trigger_task,object,41518,0,0.0,3,UNSCHEDULED_EVENT
ml_snapshots,current_service_delay_days,int32,41518,0,0.0,51,0
ml_snapshots,current_is_breakdown,int32,41518,0,0.0,2,0
ml_snapshots,current_is_warranty,int32,41518,0,0.0,2,0
ml_snapshots,current_service_timestamp_repaired,int32,41518,0,0.0,2,0
ml_snapshots,current_labor_total,float64,41518,0,0.0,488,730.0
ml_snapshots,current_parts_total,float64,41518,0,0.0,2734,2100.0
ml_snapshots,current_grand_total,float64,41518,0,0.0,13964,3396.0
ml_snapshots,current_task_count,int32,41518,0,0.0,7,2
ml_snapshots,current_completed_task_count,int32,41518,0,0.0,8,2
ml_snapshots,current_declined_task_count,int32,41518,0,0.0,3,0
ml_snapshots,current_policy_due_task_count,int32,41518,0,0.0,9,0
ml_snapshots,current_fault_task_count,int32,41518,0,0.0,7,2
ml_snapshots,current_inspection_finding_task_count,int32,41518,0,0.0,4,1
ml_snapshots,current_replace_task_count,int32,41518,0,0.0,6,1
ml_snapshots,current_parts_line_count,int32,41518,0,0.0,8,1
ml_snapshots,current_supplier_parts_line_count,int32,41518,0,0.0,6,0
ml_snapshots,days_since_previous_service,float64,41518,0,0.0,30564,-1.0
ml_snapshots,km_since_previous_service,float64,41518,0,0.0,12777,-1.0
ml_snapshots,avg_km_per_day_since_previous_service,float64,41518,0,0.0,33049,-1.0
ml_snapshots,avg_service_interval_days,float64,41518,0,0.0,32875,-1.0
ml_snapshots,avg_service_interval_km,float64,41518,0,0.0,26572,-1.0
ml_snapshots,rolling3_interval_days,float64,41518,0,0.0,32527,-1.0
ml_snapshots,rolling3_interval_km,float64,41518,0,0.0,21036,-1.0
ml_snapshots,service_odometer_regression_count_to_date,int32,41518,0,0.0,2,0
ml_snapshots,periodic_service_count,int32,41518,0,0.0,55,1
ml_snapshots,repair_service_count,int32,41518,0,0.0,9,0
ml_snapshots,breakdown_service_count,int32,41518,0,0.0,4,0
ml_snapshots,warranty_service_count,int32,41518,0,0.0,3,0
ml_snapshots,appointment_service_count,int32,41518,0,0.0,48,0
ml_snapshots,walkin_service_count,int32,41518,0,0.0,29,1
ml_snapshots,services_last_90d,int32,41518,0,0.0,6,1
ml_snapshots,services_last_365d,int32,41518,0,0.0,18,1
ml_snapshots,cumulative_service_spend,float64,41518,0,0.0,34841,3396.0
ml_snapshots,avg_service_spend,float64,41518,0,0.0,35061,3396.0
ml_snapshots,total_task_count,int32,41518,0,0.0,270,2
ml_snapshots,total_completed_task_count,int32,41518,0,0.0,275,2
ml_snapshots,total_declined_task_count,int32,41518,0,0.0,6,0
ml_snapshots,total_policy_due_task_count,int32,41518,0,0.0,251,0
ml_snapshots,total_fault_task_count,int32,41518,0,0.0,16,2
ml_snapshots,total_inspection_finding_task_count,int32,41518,0,0.0,10,1
ml_snapshots,total_replace_task_count,int32,41518,0,0.0,88,1
ml_snapshots,days_since_engine_task,float64,41518,0,0.0,1486,-1.0
ml_snapshots,km_since_engine_task,float64,41518,0,0.0,1396,-1.0
ml_snapshots,days_since_brakes_task,float64,41518,0,0.0,13279,0.0
ml_snapshots,km_since_brakes_task,float64,41518,0,0.0,9901,0.0
ml_snapshots,days_since_final_drive_task,float64,41518,0,0.0,1961,-1.0
ml_snapshots,km_since_final_drive_task,float64,41518,0,0.0,1802,-1.0
ml_snapshots,days_since_tires_wheels_task,float64,41518,0,0.0,14071,-1.0
ml_snapshots,km_since_tires_wheels_task,float64,41518,0,0.0,11890,-1.0
ml_snapshots,days_since_electrical_task,float64,41518,0,0.0,14456,0.0
ml_snapshots,km_since_electrical_task,float64,41518,0,0.0,11008,0.0
ml_snapshots,days_since_transmission_task,float64,41518,0,0.0,10532,-1.0
ml_snapshots,km_since_transmission_task,float64,41518,0,0.0,8649,-1.0
ml_snapshots,days_since_cooling_task,float64,41518,0,0.0,3049,-1.0
ml_snapshots,km_since_cooling_task,float64,41518,0,0.0,2819,-1.0
ml_snapshots,days_since_intake_task,float64,41518,0,0.0,11949,-1.0
ml_snapshots,km_since_intake_task,float64,41518,0,0.0,8943,-1.0
ml_snapshots,feature_version,object,41518,0,0.0,1,1.2.0
ml_snapshots,data_origin,object,41518,0,0.0,1,SYNTHETIC
ml_snapshots,generator_version,object,41518,0,0.0,1,1.2.0
ml_snapshots,random_seed,int32,41518,0,0.0,1,42
ml_snapshots,scenario_id,object,41518,0,0.0,1,MAINTENANCE_EVENT_SIM_V1
ml_snapshots,maintenance_overdue_days_pre_service,float64,41518,0,0.0,51,0.0
ml_snapshots,maintenance_overdue_km_pre_service,float64,41518,0,0.0,17470,0.0
ml_snapshots,previous_failure_count,int64,41518,0,0.0,11,0
ml_snapshots,failure_hazard_score,float64,41518,0,0.0,40315,0.0641473
ml_snapshots,chronic_risk_tier,object,41518,0,0.0,3,NORMAL
next_service_targets,snapshot_id,object,41518,0,0.0,41518,SNP_SVC000001
next_service_targets,source_service_id,object,41518,0,0.0,41518,SVC000001
next_service_targets,motorcycle_id,object,41518,0,0.0,8442,MC000001
next_service_targets,customer_id,object,41518,0,0.0,6080,C000001
next_service_targets,workshop_id,object,41518,0,0.0,10,WS0003
next_service_targets,snapshot_at,object,41518,0,0.0,39878,2024-07-04 16:08:00
next_service_targets,snapshot_odometer_km,int64,41518,0,0.0,35816,84478
next_service_targets,target_event_observed,int32,41518,0,0.0,2,1
next_service_targets,is_right_censored,int32,41518,0,0.0,2,0
next_service_targets,next_service_id,object,33076,8442,20.33,33076,SVC000002
next_service_targets,next_service_received_at_raw,object,33076,8442,20.33,32258,2025-08-11 09:26:00
next_service_targets,target_next_service_at,object,33076,8442,20.33,32258,2025-08-11 09:26:00
next_service_targets,next_service_delivered_at,object,33076,8442,20.33,31897,2025-08-11 17:12:00
next_service_targets,days_to_next_service_raw,float64,33076,8442,20.33,30935,402.72083333333336
next_service_targets,days_to_next_service,float64,33076,8442,20.33,30926,402.72083333333336
next_service_targets,target_time_repaired,float64,33076,8442,20.33,2,0.0
next_service_targets,next_service_odometer_km,float64,33076,8442,20.33,29608,105231.0
next_service_targets,km_to_next_service_raw,float64,33076,8442,20.33,12778,20753.0
next_service_targets,km_to_next_service,float64,33076,8442,20.33,12777,20753.0
next_service_targets,target_km_valid,float64,33076,8442,20.33,2,1.0
next_service_targets,next_service_mileage_source,object,33076,8442,20.33,3,MANUAL
next_service_targets,next_service_mileage_quality_flag,object,33076,8442,20.33,2,VALID
next_service_targets,next_service_is_mileage_estimated,float64,33076,8442,20.33,2,0.0
next_service_targets,next_service_type_code,object,33076,8442,20.33,4,PERIODIC
next_service_targets,next_service_primary_trigger_task,object,33076,8442,20.33,3,ENGINE_OIL_CHANGE
next_service_targets,next_service_arrival_mode,object,33076,8442,20.33,2,WALK_IN
next_service_targets,next_service_is_breakdown,float64,33076,8442,20.33,2,0.0
next_service_targets,next_service_is_warranty,float64,33076,8442,20.33,2,0.0
next_service_targets,censor_at,object,41518,0,0.0,387,2026-08-03 17:33:00
next_service_targets,censor_days,float64,41518,0,0.0,39996,760.0590277777778
next_service_targets,days_to_event_or_censor,float64,41518,0,0.0,38553,402.72083333333336
next_service_targets,censor_source,object,41518,0,0.0,2,GLOBAL_DATASET_CUTOFF
next_service_targets,censor_time_repaired,int32,41518,0,0.0,2,0
next_service_targets,target_version,object,41518,0,0.0,1,1.2.0
next_service_targets,data_origin,object,41518,0,0.0,1,SYNTHETIC
next_service_targets,generator_version,object,41518,0,0.0,1,1.2.0
next_service_targets,random_seed,int32,41518,0,0.0,1,42
next_service_targets,scenario_id,object,41518,0,0.0,1,MAINTENANCE_EVENT_SIM_V1
next_task_targets,snapshot_id,object,41518,0,0.0,41518,SNP_SVC000001
next_task_targets,source_service_id,object,41518,0,0.0,41518,SVC000001
next_task_targets,motorcycle_id,object,41518,0,0.0,8442,MC000001
next_task_targets,customer_id,object,41518,0,0.0,6080,C000001
next_task_targets,workshop_id,object,41518,0,0.0,10,WS0003
next_task_targets,next_service_id,object,33076,8442,20.33,33076,SVC000002
next_task_targets,target_event_observed,int32,41518,0,0.0,2,1
next_task_targets,is_right_censored,int32,41518,0,0.0,2,0
next_task_targets,task__ENGINE_OIL_CHECK,Int8,33076,8442,20.33,1,0
next_task_targets,task__ENGINE_OIL_CHANGE,Int8,33076,8442,20.33,2,1
next_task_targets,task__OIL_FILTER_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__OIL_LEAK_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__ENGINE_COMPRESSION_TEST,Int8,33076,8442,20.33,2,0
next_task_targets,task__VALVE_CLEARANCE_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__VALVE_CLEARANCE_ADJUST,Int8,33076,8442,20.33,2,0
next_task_targets,task__CAM_CHAIN_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__CAM_CHAIN_TENSIONER_SERVICE,Int8,33076,8442,20.33,1,0
next_task_targets,task__AIR_FILTER_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__AIR_FILTER_CLEAN,Int8,33076,8442,20.33,2,0
next_task_targets,task__AIR_FILTER_CHANGE,Int8,33076,8442,20.33,2,1
next_task_targets,task__THROTTLE_BODY_CLEAN,Int8,33076,8442,20.33,2,0
next_task_targets,task__INTAKE_LEAK_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__SPARK_PLUG_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__SPARK_PLUG_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__FUEL_FILTER_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__FUEL_FILTER_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__FUEL_INJECTOR_CLEAN,Int8,33076,8442,20.33,2,0
next_task_targets,task__FUEL_SYSTEM_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__COOLANT_LEVEL_CHECK,Int8,33076,8442,20.33,2,0
next_task_targets,task__COOLANT_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__COOLING_SYSTEM_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__RADIATOR_CLEAN,Int8,33076,8442,20.33,1,0
next_task_targets,task__THERMOSTAT_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__CLUTCH_FREE_PLAY_CHECK,Int8,33076,8442,20.33,2,0
next_task_targets,task__CLUTCH_ADJUST,Int8,33076,8442,20.33,2,0
next_task_targets,task__CLUTCH_PLATE_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__CLUTCH_PLATE_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__GEARBOX_OIL_CHANGE,Int8,33076,8442,20.33,1,0
next_task_targets,task__CVT_CASE_INSPECTION,Int8,33076,8442,20.33,2,1
next_task_targets,task__CVT_BELT_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__CVT_BELT_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__CVT_ROLLER_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__CVT_ROLLER_CHANGE,Int8,33076,8442,20.33,1,0
next_task_targets,task__FINAL_GEAR_OIL_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__CHAIN_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__CHAIN_CLEAN,Int8,33076,8442,20.33,2,0
next_task_targets,task__CHAIN_LUBRICATE,Int8,33076,8442,20.33,2,0
next_task_targets,task__CHAIN_ADJUST,Int8,33076,8442,20.33,1,0
next_task_targets,task__CHAIN_SPROCKET_REPLACE,Int8,33076,8442,20.33,1,0
next_task_targets,task__DRIVE_BELT_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__DRIVE_BELT_CHANGE,Int8,33076,8442,20.33,1,0
next_task_targets,task__SHAFT_DRIVE_OIL_CHANGE,Int8,33076,8442,20.33,1,0
next_task_targets,task__SHAFT_DRIVE_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__FRONT_BRAKE_PAD_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__FRONT_BRAKE_PAD_CHANGE,Int8,33076,8442,20.33,1,0
next_task_targets,task__REAR_BRAKE_PAD_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__REAR_BRAKE_PAD_CHANGE,Int8,33076,8442,20.33,1,0
next_task_targets,task__BRAKE_DISC_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__BRAKE_DISC_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__BRAKE_FLUID_CHECK,Int8,33076,8442,20.33,2,0
next_task_targets,task__BRAKE_FLUID_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__BRAKE_SYSTEM_BLEED,Int8,33076,8442,20.33,2,0
next_task_targets,task__ABS_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__FRONT_TIRE_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__FRONT_TIRE_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__REAR_TIRE_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__REAR_TIRE_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__WHEEL_BALANCE,Int8,33076,8442,20.33,2,0
next_task_targets,task__WHEEL_BEARING_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__WHEEL_BEARING_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__FORK_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__FORK_OIL_CHANGE,Int8,33076,8442,20.33,1,0
next_task_targets,task__FORK_SEAL_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__REAR_SHOCK_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__STEERING_BEARING_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__STEERING_BEARING_ADJUST,Int8,33076,8442,20.33,1,0
next_task_targets,task__STEERING_BEARING_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__BATTERY_TEST,Int8,33076,8442,20.33,2,0
next_task_targets,task__BATTERY_CHANGE,Int8,33076,8442,20.33,2,0
next_task_targets,task__CHARGING_SYSTEM_TEST,Int8,33076,8442,20.33,2,0
next_task_targets,task__LIGHTING_SYSTEM_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__ECU_DIAGNOSTIC_SCAN,Int8,33076,8442,20.33,2,0
next_task_targets,task__EV_TRACTION_BATTERY_HEALTH_CHECK,Int8,33076,8442,20.33,2,0
next_task_targets,task__EV_CHARGING_PORT_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__EV_DRIVE_MOTOR_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__EV_HIGH_VOLTAGE_SYSTEM_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__GENERAL_SAFETY_INSPECTION,Int8,33076,8442,20.33,2,1
next_task_targets,task__FASTENER_TORQUE_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__CABLE_CONTROL_LUBRICATION,Int8,33076,8442,20.33,1,0
next_task_targets,target_definition,object,41518,0,0.0,1,TASK_PRESENT_IN_NEXT_SERVICE_PLAN_COMPLETED_OR_DECLINED
next_task_targets,taxonomy_target_class_count,int32,41518,0,0.0,1,81
next_task_targets,observed_positive_class_count,int32,41518,0,0.0,1,60
next_task_targets,eligible_but_unobserved_class_count,int32,41518,0,0.0,1,21
next_task_targets,taxonomy_version,object,41518,0,0.0,1,1.2.0
next_task_targets,target_version,object,41518,0,0.0,1,1.2.0
next_task_targets,data_origin,object,41518,0,0.0,1,SYNTHETIC
next_task_targets,generator_version,object,41518,0,0.0,1,1.2.0
next_task_targets,random_seed,int32,41518,0,0.0,1,42
next_task_targets,scenario_id,object,41518,0,0.0,1,MAINTENANCE_EVENT_SIM_V1
next_task_targets,next_task_codes,object,33076,8442,20.33,7068,AIR_FILTER_CHANGE|CVT_CASE_INSPECTION|ENGINE_OIL_CHANGE|GENERAL_SAFETY_INSPECTION
next_task_targets,next_completed_task_codes,object,33076,8442,20.33,7068,AIR_FILTER_CHANGE|CVT_CASE_INSPECTION|ENGINE_OIL_CHANGE|GENERAL_SAFETY_INSPECTION
next_task_targets,next_task_count,Int16,33076,8442,20.33,8,4
next_task_targets,next_completed_task_count,Int16,33076,8442,20.33,9,4
next_task_targets,next_declined_task_count,Int16,33076,8442,20.33,3,0
next_task_targets,next_declined_task_codes,object,1135,40383,97.27,57,AIR_FILTER_INSPECTION
next_task_targets,task__BRAKE_FAULT_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__CENTER_STAND_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__CHAIN_DRIVE_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__COOLING_FAULT_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__CVT_BELT_FAILURE_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__ELECTRICAL_FAULT_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__ENGINE_FAULT_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__FINAL_DRIVE_FAULT_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__INTAKE_FAULT_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__SIDE_STAND_INSPECTION,Int8,33076,8442,20.33,1,0
next_task_targets,task__STEERING_FAULT_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__SUSPENSION_FAULT_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__THROTTLE_FREE_PLAY_CHECK,Int8,33076,8442,20.33,1,0
next_task_targets,task__TIRE_PRESSURE_CHECK,Int8,33076,8442,20.33,1,0
next_task_targets,task__TIRE_WHEEL_FAULT_INSPECTION,Int8,33076,8442,20.33,2,0
next_task_targets,task__TRANSMISSION_FAULT_DIAGNOSTIC,Int8,33076,8442,20.33,2,0
next_task_targets,task__WASH_AND_GENERAL_CLEANING,Int8,33076,8442,20.33,1,0
split_manifest,manifest_id,object,41518,0,0.0,41518,SPM0000001
split_manifest,snapshot_id,object,41518,0,0.0,41518,SNP_SVC000001
split_manifest,source_service_id,object,41518,0,0.0,41518,SVC000001
split_manifest,motorcycle_id,object,41518,0,0.0,8442,MC000001
split_manifest,customer_id,object,41518,0,0.0,6080,C000001
split_manifest,workshop_id,object,41518,0,0.0,10,WS0003
split_manifest,snapshot_at,object,41518,0,0.0,39878,2024-07-04 16:08:00
split_manifest,snapshot_odometer_km,int64,41518,0,0.0,35816,84478
split_manifest,primary_time_split,object,41518,0,0.0,3,TRAIN
split_manifest,primary_split_start_at,object,41518,0,0.0,3,2021-01-27 11:31:00
split_manifest,primary_split_end_at,object,41518,0,0.0,3,2025-06-30 23:59:59
split_manifest,primary_label_cutoff_at,object,41518,0,0.0,3,2025-06-30 23:59:59
split_manifest,next_service_id,object,33076,8442,20.33,33076,SVC000002
split_manifest,next_service_at,object,33076,8442,20.33,32258,2025-08-11 09:26:00
split_manifest,full_dataset_event_observed,int64,41518,0,0.0,2,1
split_manifest,full_dataset_right_censored,int64,41518,0,0.0,2,0
split_manifest,event_observed_by_primary_cutoff,int64,41518,0,0.0,2,0
split_manifest,boundary_crossing_future_target,int64,41518,0,0.0,2,1
split_manifest,task_target_eligible_primary,int64,41518,0,0.0,2,0
split_manifest,next_service_regression_eligible_primary,int64,41518,0,0.0,2,0
split_manifest,survival_target_eligible_primary,int64,41518,0,0.0,1,1
split_manifest,survival_event_observed_in_window,int64,41518,0,0.0,2,0
split_manifest,survival_admin_censor_at,object,41518,0,0.0,24749,2025-06-30 23:59:59
split_manifest,unseen_motorcycle_split,object,41518,0,0.0,3,TRAIN
split_manifest,is_unseen_motorcycle_validation,int64,41518,0,0.0,2,0
split_manifest,is_unseen_motorcycle_test,int64,41518,0,0.0,2,0
split_manifest,unseen_workshop_split,object,41518,0,0.0,3,TRAIN
split_manifest,is_unseen_workshop_validation,int64,41518,0,0.0,2,0
split_manifest,is_unseen_workshop_test,int64,41518,0,0.0,2,0
split_manifest,motorcycle_group_hash,uint64,41518,0,0.0,8442,6411767099563454294
split_manifest,workshop_group_hash,uint64,41518,0,0.0,10,5993427844424968809
split_manifest,split_version,object,41518,0,0.0,1,SPLIT_MANIFEST_V1_2
split_manifest,random_seed,int64,41518,0,0.0,1,42
split_manifest,data_origin,object,41518,0,0.0,1,SYNTHETIC
split_manifest,generator_version,object,41518,0,0.0,1,1.2.0
split_manifest,scenario_id,object,41518,0,0.0,1,MAINTENANCE_EVENT_SIM_V1
split_manifest,notes,object,41518,0,0.0,1,PRIMARY=time-based; unseen motorcycle/workshop are separate group-holdout regimes. Direct next-event/task labels are usable only when observed by the primary split cutoff.
