service_id,workshop_id,customer_id,motorcycle_id,appointment_id,service_type_code,primary_trigger_task,trigger_due_km,trigger_due_date,service_delay_days,arrival_mode,received_at,odometer_km,mileage_source,mileage_quality_flag,is_mileage_estimated,status,estimated_delivery_at,completed_at,delivered_at,customer_complaint,technician_notes,labor_minutes_pre_task,labor_total,parts_total,discount_total,tax_total,grand_total,is_breakdown,is_warranty,capture_origin,data_origin,generator_version,random_seed,scenario_id,subtotal_before_discount,discount_rate,tax_rate,pricing_currency,cost_calculation_basis,cost_rule_version
SVC003350,WS0003,C000554,MC000786,APT001888,PERIODIC,ENGINE_OIL_CHANGE,95367.0,2024-12-29,1,APPOINTMENT,2024-02-22 12:42:00,95416,MANUAL,VALID,0,DELIVERED,2024-02-22 12:42:00,2024-02-22 12:45:00,2024-02-23 14:32:00,Periyodik bakım zamanı geldi.,,90,2210.0,2205.0,353.2,812.36,4874.16,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,4415.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003351,WS0003,C000554,MC000786,APT001889,PERIODIC,ENGINE_OIL_CHANGE,99916.2,2025-02-22,0,APPOINTMENT,2024-04-18 09:33:00,100045,MANUAL,VALID,0,DELIVERED,2024-04-18 09:33:00,2024-04-18 17:41:00,2024-04-18 13:07:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,61,1660.0,1755.0,273.2,628.36,3770.16,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,3415.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003352,WS0003,C000554,MC000786,APT001890,PERIODIC,ENGINE_OIL_CHANGE,114414.6,2025-07-26,0,APPOINTMENT,2024-09-06 09:21:00,114488,MANUAL,VALID,0,DELIVERED,2024-09-06 09:21:00,2024-09-06 14:08:00,2024-09-07 13:28:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,90,860.0,730.0,127.2,292.56,1755.36,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1590.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003353,WS0003,C000554,MC000786,APT001891,PERIODIC,ENGINE_OIL_CHANGE,138764.1,2026-04-25,5,APPOINTMENT,2025-06-28 10:18:00,139460,MANUAL,VALID,0,DELIVERED,2025-06-28 10:18:00,2025-06-28 13:13:00,2025-06-28 15:07:00,Periyodik bakım zamanı geldi.,,80,1820.0,2165.0,318.8,733.24,4399.44,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,3985.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003354,WS0003,C000554,MC000786,,BREAKDOWN,UNSCHEDULED_EVENT,,,0,WALK_IN,2025-08-17 12:56:00,143729,MANUAL,VALID,0,DELIVERED,2025-08-17 12:56:00,2025-08-18 17:26:00,2025-08-19 14:23:00,Marş/çalışma problemi nedeniyle acil kontrol istendi.,,192,1410.0,2300.0,296.8,682.64,4095.84,1,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,3710.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003355,WS0003,C000554,MC000786,,PERIODIC,ENGINE_OIL_CHANGE,148686.8,2026-08-23,0,WALK_IN,2025-10-06 11:29:00,148697,MANUAL,VALID,0,DELIVERED,2025-10-06 11:29:00,2025-10-06 16:46:00,2025-10-06 10:56:00,Periyodik bakım zamanı geldi.,,159,710.0,340.0,105.0,189.0,1134.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1050.0,0.1,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003356,WS0003,C000554,MC000786,APT001892,PERIODIC,ENGINE_OIL_CHANGE,153197.5,2026-10-06,4,APPOINTMENT,2025-12-02 16:45:00,153445,MANUAL,VALID,0,DELIVERED,2025-12-02 16:45:00,2025-12-02 18:15:00,2025-12-02 10:34:00,Kilometre bakımı için servise getirildi.,,93,1160.0,940.0,105.0,399.0,2394.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,2100.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003357,WS0003,C000554,MC000786,APT001893,PERIODIC,ENGINE_OIL_CHANGE,162600.1,2027-01-30,1,APPOINTMENT,2026-03-20 14:21:00,162885,MANUAL,VALID,0,DELIVERED,2026-03-20 14:21:00,2026-03-20 16:17:00,2026-03-20 11:01:00,Genel bakım ve kontroller talep edildi.,,143,2300.0,1045.0,267.6,615.48,3692.88,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,3345.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003358,WS0003,C000554,MC000786,APT001894,PERIODIC,ENGINE_OIL_CHANGE,167384.9,2027-03-20,0,APPOINTMENT,2026-05-07 12:28:00,167405,MANUAL,VALID,0,DELIVERED,2026-05-07 12:28:00,2026-05-07 11:22:00,2026-05-07 12:04:00,Genel bakım ve kontroller talep edildi.,,182,1280.0,370.0,1320.0,66.0,396.0,0,1,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1650.0,0.8,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003359,WS0002,C000556,MC000788,,PERIODIC,ENGINE_OIL_CHANGE,11823.0,2024-03-07,6,WALK_IN,2023-10-06 09:56:00,11863,MANUAL,VALID,0,DELIVERED,2023-10-06 09:56:00,2023-10-06 14:36:00,2023-10-06 12:52:00,Genel bakım ve kontroller talep edildi.,,112,490.0,530.0,0.0,204.0,1224.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1020.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003360,WS0002,C000556,MC000788,,PERIODIC,ENGINE_OIL_CHANGE,34009.7,2026-09-10,29,WALK_IN,2026-06-11 09:19:00,34894,MANUAL,VALID,0,DELIVERED,2026-06-11 09:19:00,2026-06-11 14:44:00,2026-06-11 15:06:00,Periyodik bakım zamanı geldi.,,128,2550.0,1615.0,0.0,833.0,4998.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,4165.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003361,WS0006,C000557,MC000789,APT001895,PERIODIC,ENGINE_OIL_CHANGE,56251.9,2023-12-13,24,APPOINTMENT,2023-11-15 12:21:00,56949,MANUAL,VALID,0,DELIVERED,2023-11-15 12:21:00,2023-11-15 15:23:00,2023-11-15 08:03:00,Genel bakım ve kontroller talep edildi.,,129,590.0,136.0,72.6,130.68,784.08,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,726.0,0.1,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003362,WS0009,C000558,MC000790,APT001896,PERIODIC,ENGINE_OIL_CHANGE,40503.5,2023-06-20,0,APPOINTMENT,2022-11-09 09:25:00,40567,MANUAL,VALID,0,DELIVERED,2022-11-09 09:25:00,2022-11-09 15:44:00,2022-11-09 16:37:00,Genel bakım ve kontroller talep edildi.,,102,360.0,96.0,13.68,79.62,521.94,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,456.0,0.03,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003363,WS0009,C000558,MC000790,,PERIODIC,ENGINE_OIL_CHANGE,46566.7,2023-11-09,9,WALK_IN,2023-05-09 10:40:00,46834,MANUAL,VALID,0,DELIVERED,2023-05-09 10:40:00,2023-05-09 16:32:00,2023-05-11 09:35:00,Periyodik bakım zamanı geldi.,,77,1180.0,1635.0,0.0,506.7,3321.7,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,2815.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003364,WS0009,C000558,MC000790,,PERIODIC,ENGINE_OIL_CHANGE,52834.4,2024-05-09,16,WALK_IN,2023-10-11 09:48:00,53577,CUSTOMER_REPORTED,VALID,0,DELIVERED,2023-10-11 09:48:00,2023-10-11 16:17:00,2023-10-11 12:45:00,Genel bakım ve kontroller talep edildi.,,49,540.0,152.0,0.0,138.4,830.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,692.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003365,WS0009,C000558,MC000790,APT001897,PERIODIC,ENGINE_OIL_CHANGE,65720.9,2025-05-07,3,APPOINTMENT,2024-10-01 12:13:00,65895,MANUAL,VALID,0,DELIVERED,2024-10-01 12:13:00,2024-10-01 16:34:00,2024-10-01 15:33:00,Genel bakım ve kontroller talep edildi.,,86,1210.0,224.0,0.0,286.8,1720.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1434.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003366,WS0009,C000558,MC000790,APT001898,PERIODIC,ENGINE_OIL_CHANGE,78545.0,2026-05-03,22,APPOINTMENT,2025-10-16 15:10:00,79252,MANUAL,VALID,0,DELIVERED,2025-10-16 15:10:00,2025-10-16 09:17:00,2025-10-17 13:28:00,Kilometre bakımı için servise getirildi.,,47,920.0,304.0,0.0,244.8,1468.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1224.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003367,WS0009,C000558,MC000790,,PERIODIC,ENGINE_OIL_CHANGE,85251.9,2026-10-16,3,WALK_IN,2026-04-27 16:26:00,85406,MANUAL,VALID,0,DELIVERED,2026-04-27 16:26:00,2026-04-27 14:57:00,2026-04-28 10:13:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,83,1070.0,352.0,0.0,284.4,1706.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1422.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003368,WS0007,C000559,MC000791,,PERIODIC,ENGINE_OIL_CHANGE,27077.2,2023-11-29,10,WALK_IN,2023-12-09 10:20:00,26417,MANUAL,VALID,0,DELIVERED,2023-12-09 10:20:00,2023-12-09 15:48:00,2023-12-09 10:35:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,110,410.0,190.0,0.0,120.0,720.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,600.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003369,WS0002,C000560,MC000793,APT001899,PERIODIC,ENGINE_OIL_CHANGE,20785.7,2025-09-23,0,APPOINTMENT,2025-08-16 11:51:00,20843,MANUAL,VALID,0,DELIVERED,2025-08-16 11:51:00,2025-08-16 11:06:00,2025-08-16 12:49:00,Genel bakım ve kontroller talep edildi.,,72,1950.0,3319.0,0.0,1053.8,6322.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,5269.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003370,WS0007,C000561,MC000794,,PERIODIC,ENGINE_OIL_CHANGE,7096.8,2022-04-02,0,WALK_IN,2022-04-02 16:00:00,3732,MANUAL,VALID,0,DELIVERED,2022-04-02 16:00:00,2022-04-02 11:51:00,2022-04-02 12:28:00,Kilometre bakımı için servise getirildi.,,124,360.0,234.0,0.0,106.92,700.92,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,594.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003371,WS0007,C000561,MC000794,,PERIODIC,ENGINE_OIL_CHANGE,11143.4,2023-04-24,25,WALK_IN,2023-05-19 09:50:00,7824,MANUAL,VALID,0,DELIVERED,2023-05-19 09:50:00,2023-05-19 16:25:00,2023-05-20 09:11:00,Kilometre bakımı için servise getirildi.,,93,880.0,564.0,0.0,259.92,1703.92,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1444.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003372,WS0007,C000561,MC000794,,PERIODIC,ENGINE_OIL_CHANGE,12823.8,2023-11-19,10,WALK_IN,2023-11-29 12:47:00,9491,MANUAL,VALID,0,DELIVERED,2023-11-29 12:47:00,2023-11-29 17:36:00,2023-11-29 09:13:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,141,860.0,464.0,0.0,264.8,1588.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1324.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003373,WS0007,C000561,MC000794,,PERIODIC,ENGINE_OIL_CHANGE,14491.1,2024-05-29,5,WALK_IN,2024-06-03 13:42:00,11618,MANUAL,VALID,0,DELIVERED,2024-06-03 13:42:00,2024-06-03 13:55:00,2024-06-03 08:43:00,Genel bakım ve kontroller talep edildi.,,165,590.0,484.0,0.0,214.8,1288.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1074.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003374,WS0007,C000561,MC000794,,PERIODIC,ENGINE_OIL_CHANGE,18725.6,2025-07-01,7,WALK_IN,2025-07-08 18:02:00,15543,MANUAL,VALID,0,DELIVERED,2025-07-08 18:02:00,2025-07-08 17:14:00,2025-07-08 15:21:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,73,1250.0,432.0,0.0,336.4,2018.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1682.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003375,WS0007,C000561,MC000795,,PERIODIC,ENGINE_OIL_CHANGE,21937.6,2022-04-29,7,WALK_IN,2022-03-30 16:42:00,22264,MANUAL,VALID,0,DELIVERED,2022-03-30 16:42:00,2022-03-30 10:16:00,2022-03-30 17:25:00,Periyodik bakım zamanı geldi.,,100,170.0,130.0,0.0,54.0,354.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,300.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003376,WS0007,C000561,MC000795,APT001900,PERIODIC,ENGINE_OIL_CHANGE,32660.2,2023-10-08,20,APPOINTMENT,2023-06-06 17:10:00,33057,MANUAL,VALID,0,DELIVERED,2023-06-06 17:10:00,2023-06-06 13:05:00,2023-06-06 16:30:00,Kilometre bakımı için servise getirildi.,,90,300.0,220.0,0.0,93.6,613.6,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,520.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003377,WS0007,C000561,MC000795,,PERIODIC,ENGINE_OIL_CHANGE,38056.9,2024-06-06,5,WALK_IN,2023-12-27 14:55:00,38226,MANUAL,VALID,0,DELIVERED,2023-12-27 14:55:00,2023-12-27 09:37:00,2023-12-27 15:42:00,Kilometre bakımı için servise getirildi.,,91,360.0,220.0,0.0,116.0,696.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,580.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003378,WS0007,C000561,MC000795,,PERIODIC,ENGINE_OIL_CHANGE,48275.1,2025-07-26,0,WALK_IN,2025-02-10 16:35:00,48298,MANUAL,VALID,0,DELIVERED,2025-02-10 16:35:00,2025-02-10 15:30:00,2025-02-10 17:48:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,125,730.0,390.0,0.0,224.0,1344.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1120.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003379,WS0007,C000561,MC000795,APT001901,BREAKDOWN,UNSCHEDULED_EVENT,,,0,APPOINTMENT,2025-08-12 14:49:00,52789,MANUAL,VALID,0,DELIVERED,2025-08-12 14:49:00,2025-08-12 09:01:00,2025-08-12 09:24:00,Motosiklet çalışıyor ancak ciddi performans kaybı var.,,202,900.0,1125.0,0.0,405.0,2430.0,1,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,2025.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003380,WS0007,C000561,MC000795,APT001902,PERIODIC,ENGINE_OIL_CHANGE,53297.7,2026-02-10,9,APPOINTMENT,2025-09-11 12:46:00,53716,MANUAL,VALID,0,DELIVERED,2025-09-11 12:46:00,2025-09-11 15:23:00,2025-09-11 09:43:00,Kilometre bakımı için servise getirildi.,,62,1710.0,1040.0,0.0,550.0,3300.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,2750.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003381,WS0007,C000561,MC000795,APT001903,PERIODIC,ENGINE_OIL_CHANGE,58715.8,2026-09-11,0,APPOINTMENT,2026-03-30 08:46:00,58748,MANUAL,VALID,0,DELIVERED,2026-03-30 08:46:00,2026-03-30 09:12:00,2026-03-31 16:30:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,55,890.0,500.0,0.0,278.0,1668.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1390.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003382,WS0009,C000562,MC000796,APT001904,PERIODIC,ENGINE_OIL_CHANGE,39629.5,2021-10-27,8,APPOINTMENT,2021-06-08 14:02:00,40322,MANUAL,VALID,0,DELIVERED,2021-06-08 14:02:00,2021-06-08 15:56:00,2021-06-08 11:01:00,Periyodik bakım zamanı geldi.,,104,270.0,190.0,0.0,82.8,542.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,460.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003383,WS0009,C000562,MC000796,APT001905,PERIODIC,ENGINE_OIL_CHANGE,56300.9,2022-11-16,17,APPOINTMENT,2022-03-11 10:59:00,57424,MANUAL,VALID,0,DELIVERED,2022-03-11 10:59:00,2022-03-11 13:07:00,2022-03-14 17:03:00,Genel bakım ve kontroller talep edildi.,,140,250.0,130.0,19.0,64.98,425.98,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,380.0,0.05,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003384,WS0009,C000562,MC000796,APT001906,PERIODIC,ENGINE_OIL_CHANGE,67977.3,2023-05-31,18,APPOINTMENT,2022-09-08 13:30:00,69288,MANUAL,VALID,0,DELIVERED,2022-09-08 13:30:00,2022-09-08 16:39:00,2022-09-08 10:41:00,Kilometre bakımı için servise getirildi.,,94,640.0,935.0,78.75,269.32,1765.57,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1575.0,0.05,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003385,WS0009,C000562,MC000796,APT001907,PERIODIC,ENGINE_OIL_CHANGE,79348.1,2023-11-29,7,APPOINTMENT,2023-03-24 15:53:00,79667,MANUAL,VALID,0,DELIVERED,2023-03-24 15:53:00,2023-03-24 14:30:00,2023-03-24 11:35:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,124,1380.0,1620.0,0.0,540.0,3540.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,3000.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003386,WS0009,C000562,MC000796,,PERIODIC,ENGINE_OIL_CHANGE,84666.9,2024-03-24,6,WALK_IN,2023-06-16 12:06:00,85461,MANUAL,VALID,0,DELIVERED,2023-06-16 12:06:00,2023-06-16 10:28:00,2023-06-16 11:05:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,138,570.0,200.0,61.6,127.51,835.91,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,770.0,0.08,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003387,WS0009,C000562,MC000796,APT001908,PERIODIC,ENGINE_OIL_CHANGE,112419.0,2025-06-18,6,APPOINTMENT,2024-09-04 17:10:00,112781,MANUAL,VALID,0,DELIVERED,2024-09-04 17:10:00,2024-09-04 12:40:00,2024-09-04 15:28:00,Genel bakım ve kontroller talep edildi.,,87,490.0,340.0,0.0,166.0,996.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,830.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003388,WS0009,C000562,MC000796,APT001909,PERIODIC,ENGINE_OIL_CHANGE,128424.2,2026-03-19,13,APPOINTMENT,2025-06-16 12:19:00,129491,MANUAL,VALID,0,DELIVERED,2025-06-16 12:19:00,2025-06-16 16:27:00,2025-06-16 10:31:00,Periyodik bakım zamanı geldi.,,118,1770.0,920.0,134.5,511.1,3066.6,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,2690.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003389,WS0009,C000562,MC000796,,BREAKDOWN,UNSCHEDULED_EVENT,,,0,WALK_IN,2025-07-07 16:53:00,131084,MANUAL,VALID,0,DELIVERED,2025-07-08 16:53:00,2025-07-08 10:23:00,2025-07-08 16:31:00,Marş/çalışma problemi nedeniyle acil kontrol istendi.,,223,3540.0,3525.0,565.2,1299.96,7799.76,1,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,7065.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003390,WS0009,C000562,MC000797,APT001910,PERIODIC,ENGINE_OIL_CHANGE,3504.3,2022-01-22,7,APPOINTMENT,2021-09-07 14:49:00,3925,MANUAL,VALID,0,DELIVERED,2021-09-07 14:49:00,2021-09-07 14:43:00,2021-09-07 08:56:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,144,330.0,80.0,0.0,73.8,483.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,410.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003391,WS0009,C000562,MC000797,,PERIODIC,ENGINE_OIL_CHANGE,19893.0,2023-03-28,7,WALK_IN,2022-06-16 17:07:00,20384,MANUAL,VALID,0,DELIVERED,2022-06-16 17:07:00,2022-06-16 11:35:00,2022-06-16 09:03:00,Periyodik bakım zamanı geldi.,,100,350.0,310.0,52.8,109.3,716.5,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,660.0,0.08,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003392,WS0009,C000562,MC000797,APT001911,PERIODIC,ENGINE_OIL_CHANGE,30691.3,2023-09-05,10,APPOINTMENT,2022-12-15 11:19:00,30971,MANUAL,VALID,0,DELIVERED,2022-12-15 11:19:00,2022-12-15 14:34:00,2022-12-15 16:56:00,Genel bakım ve kontroller talep edildi.,,106,400.0,325.0,21.75,126.58,829.83,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,725.0,0.03,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003393,WS0009,C000562,MC000797,APT001912,PERIODIC,ENGINE_OIL_CHANGE,46884.7,2024-07-13,4,APPOINTMENT,2023-10-14 11:24:00,47224,MANUAL,VALID,0,DELIVERED,2023-10-14 11:24:00,2023-10-14 09:14:00,2023-10-16 12:10:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,142,320.0,200.0,26.0,98.8,592.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,520.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003394,WS0009,C000562,MC000797,APT001913,PERIODIC,ENGINE_OIL_CHANGE,52223.7,2024-10-14,3,APPOINTMENT,2024-01-22 12:23:00,52307,MANUAL,VALID,0,DELIVERED,2024-01-22 12:23:00,2024-01-22 16:11:00,2024-01-22 13:38:00,Kilometre bakımı için servise getirildi.,,89,820.0,340.0,58.0,220.4,1322.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,1160.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
SVC003395,WS0009,C000562,MC000797,APT001914,PERIODIC,ENGINE_OIL_CHANGE,57306.7,2025-01-22,16,APPOINTMENT,2024-05-30 10:08:00,58430,MANUAL,VALID,0,DELIVERED,2024-05-30 10:08:00,2024-05-30 15:08:00,2024-05-30 15:56:00,Genel bakım ve kontroller talep edildi.,,57,1400.0,2040.0,103.2,667.36,4004.16,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1,3440.0,0.03,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.0.0
