customer_id,workshop_id,customer_type,first_seen_date,city,region,is_fleet_customer,preferred_contact,acquisition_channel,synthetic_alias,is_active,churn_date,data_origin,generator_version,random_seed,notes
C002032,WS0007,INDIVIDUAL,2026-06-23,Adana,Akdeniz,0,SMS,ORGANIC,Customer_002032,1,,SYNTHETIC,1.3.0,42,
C002033,WS0007,INDIVIDUAL,2023-10-31,Adana,Akdeniz,0,SMS,ORGANIC,Customer_002033,1,,SYNTHETIC,1.3.0,42,
C002034,WS0002,INDIVIDUAL,2023-05-17,Ankara,İç Anadolu,0,PHONE,ORGANIC,Customer_002034,1,,SYNTHETIC,1.3.0,42,
C002035,WS0006,INDIVIDUAL,2024-06-09,Konya,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002035,1,,SYNTHETIC,1.3.0,42,
C002036,WS0008,INDIVIDUAL,2024-11-02,Gaziantep,Güneydoğu Anadolu,0,PHONE,REFERRAL,Customer_002036,1,,SYNTHETIC,1.3.0,42,
C002037,WS0001,INDIVIDUAL,2022-02-04,İstanbul,Marmara,0,SMS,ORGANIC,Customer_002037,0,2025-04-08,SYNTHETIC,1.3.0,42,
C002038,WS0006,INDIVIDUAL,2025-10-22,Konya,İç Anadolu,0,WHATSAPP,SOCIAL_MEDIA,Customer_002038,1,,SYNTHETIC,1.3.0,42,
C002039,WS0004,INDIVIDUAL,2021-03-03,Bursa,Marmara,0,EMAIL,ORGANIC,Customer_002039,1,,SYNTHETIC,1.3.0,42,
C002040,WS0001,INDIVIDUAL,2021-04-17,İstanbul,Marmara,0,PHONE,ORGANIC,Customer_002040,1,,SYNTHETIC,1.3.0,42,
C002041,WS0004,COMMERCIAL,2021-12-30,Bursa,Marmara,0,WHATSAPP,REFERRAL,Customer_002041,1,,SYNTHETIC,1.3.0,42,
C002042,WS0006,INDIVIDUAL,2023-03-07,Konya,İç Anadolu,0,WHATSAPP,REFERRAL,Customer_002042,1,,SYNTHETIC,1.3.0,42,
C002043,WS0005,INDIVIDUAL,2023-05-15,Antalya,Akdeniz,0,EMAIL,GOOGLE_MAPS,Customer_002043,1,,SYNTHETIC,1.3.0,42,
C002044,WS0005,INDIVIDUAL,2026-01-26,Antalya,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002044,1,,SYNTHETIC,1.3.0,42,
C002045,WS0010,INDIVIDUAL,2021-03-20,Eskişehir,İç Anadolu,0,WHATSAPP,GOOGLE_MAPS,Customer_002045,1,,SYNTHETIC,1.3.0,42,
C002046,WS0001,INDIVIDUAL,2023-06-05,İstanbul,Marmara,0,PHONE,GOOGLE_MAPS,Customer_002046,1,,SYNTHETIC,1.3.0,42,
C002047,WS0010,INDIVIDUAL,2023-03-08,Eskişehir,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002047,1,,SYNTHETIC,1.3.0,42,
C002048,WS0001,INDIVIDUAL,2023-01-12,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002048,1,,SYNTHETIC,1.3.0,42,
C002049,WS0006,INDIVIDUAL,2021-06-25,Konya,İç Anadolu,0,SMS,SOCIAL_MEDIA,Customer_002049,1,,SYNTHETIC,1.3.0,42,
C002050,WS0002,INDIVIDUAL,2022-06-21,Ankara,İç Anadolu,0,PHONE,ORGANIC,Customer_002050,1,,SYNTHETIC,1.3.0,42,
C002051,WS0007,INDIVIDUAL,2026-01-26,Adana,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002051,1,,SYNTHETIC,1.3.0,42,
C002052,WS0009,INDIVIDUAL,2024-05-02,Samsun,Karadeniz,0,WHATSAPP,ORGANIC,Customer_002052,1,,SYNTHETIC,1.3.0,42,
C002053,WS0001,INDIVIDUAL,2021-07-06,İstanbul,Marmara,0,WHATSAPP,GOOGLE_MAPS,Customer_002053,1,,SYNTHETIC,1.3.0,42,
C002054,WS0008,COMMERCIAL,2023-04-30,Gaziantep,Güneydoğu Anadolu,0,PHONE,ORGANIC,Customer_002054,1,,SYNTHETIC,1.3.0,42,
C002055,WS0003,INDIVIDUAL,2022-01-03,İzmir,Ege,0,WHATSAPP,ORGANIC,Customer_002055,1,,SYNTHETIC,1.3.0,42,
C002056,WS0002,INDIVIDUAL,2021-07-26,Ankara,İç Anadolu,0,SMS,SOCIAL_MEDIA,Customer_002056,1,,SYNTHETIC,1.3.0,42,
C002057,WS0004,COMMERCIAL,2024-07-10,Bursa,Marmara,0,WHATSAPP,FLEET_PARTNERSHIP,Customer_002057,1,,SYNTHETIC,1.3.0,42,
C002058,WS0002,COMMERCIAL,2024-07-19,Ankara,İç Anadolu,0,EMAIL,REFERRAL,Customer_002058,1,,SYNTHETIC,1.3.0,42,
C002059,WS0004,INDIVIDUAL,2022-04-20,Bursa,Marmara,0,WHATSAPP,ORGANIC,Customer_002059,1,,SYNTHETIC,1.3.0,42,
C002060,WS0001,INDIVIDUAL,2021-12-04,İstanbul,Marmara,0,WHATSAPP,ORGANIC,Customer_002060,1,,SYNTHETIC,1.3.0,42,
C002061,WS0009,INDIVIDUAL,2024-03-12,Samsun,Karadeniz,0,PHONE,GOOGLE_MAPS,Customer_002061,1,,SYNTHETIC,1.3.0,42,
C002062,WS0006,INDIVIDUAL,2023-12-31,Konya,İç Anadolu,0,WHATSAPP,GOOGLE_MAPS,Customer_002062,1,,SYNTHETIC,1.3.0,42,
C002063,WS0001,INDIVIDUAL,2025-01-30,İstanbul,Marmara,0,SMS,ORGANIC,Customer_002063,1,,SYNTHETIC,1.3.0,42,
C002064,WS0005,INDIVIDUAL,2023-06-08,Antalya,Akdeniz,0,WHATSAPP,GOOGLE_MAPS,Customer_002064,1,,SYNTHETIC,1.3.0,42,
C002065,WS0004,INDIVIDUAL,2026-06-10,Bursa,Marmara,0,WHATSAPP,ORGANIC,Customer_002065,1,,SYNTHETIC,1.3.0,42,
C002066,WS0002,INDIVIDUAL,2023-12-01,Ankara,İç Anadolu,0,PHONE,WALK_IN,Customer_002066,1,,SYNTHETIC,1.3.0,42,
C002067,WS0003,COMMERCIAL,2024-07-21,İzmir,Ege,0,PHONE,FLEET_PARTNERSHIP,Customer_002067,1,,SYNTHETIC,1.3.0,42,
C002068,WS0004,INDIVIDUAL,2023-05-05,Bursa,Marmara,0,WHATSAPP,SOCIAL_MEDIA,Customer_002068,1,,SYNTHETIC,1.3.0,42,
C002069,WS0008,INDIVIDUAL,2023-05-26,Gaziantep,Güneydoğu Anadolu,0,PHONE,WALK_IN,Customer_002069,1,,SYNTHETIC,1.3.0,42,
C002070,WS0007,INDIVIDUAL,2024-02-04,Adana,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002070,1,,SYNTHETIC,1.3.0,42,
C002071,WS0002,INDIVIDUAL,2022-08-25,Ankara,İç Anadolu,0,EMAIL,GOOGLE_MAPS,Customer_002071,1,,SYNTHETIC,1.3.0,42,
C002072,WS0009,INDIVIDUAL,2022-12-09,Samsun,Karadeniz,0,PHONE,REFERRAL,Customer_002072,1,,SYNTHETIC,1.3.0,42,
C002073,WS0006,COMMERCIAL,2022-09-01,Konya,İç Anadolu,0,EMAIL,DIRECT_SALES,Customer_002073,1,,SYNTHETIC,1.3.0,42,
C002074,WS0003,INDIVIDUAL,2024-10-04,İzmir,Ege,0,EMAIL,ORGANIC,Customer_002074,1,,SYNTHETIC,1.3.0,42,
C002075,WS0007,INDIVIDUAL,2024-04-19,Adana,Akdeniz,0,SMS,SOCIAL_MEDIA,Customer_002075,1,,SYNTHETIC,1.3.0,42,
C002076,WS0009,INDIVIDUAL,2021-06-26,Samsun,Karadeniz,0,SMS,SOCIAL_MEDIA,Customer_002076,1,,SYNTHETIC,1.3.0,42,
C002077,WS0007,INDIVIDUAL,2025-11-28,Adana,Akdeniz,0,SMS,WALK_IN,Customer_002077,1,,SYNTHETIC,1.3.0,42,
C002078,WS0010,INDIVIDUAL,2023-10-12,Eskişehir,İç Anadolu,0,PHONE,SOCIAL_MEDIA,Customer_002078,0,2024-04-25,SYNTHETIC,1.3.0,42,
C002079,WS0010,COMMERCIAL,2025-09-04,Eskişehir,İç Anadolu,0,EMAIL,DIRECT_SALES,Customer_002079,1,,SYNTHETIC,1.3.0,42,
C002080,WS0005,INDIVIDUAL,2021-01-13,Antalya,Akdeniz,0,PHONE,ORGANIC,Customer_002080,1,,SYNTHETIC,1.3.0,42,
C002081,WS0003,COMMERCIAL,2022-01-04,İzmir,Ege,0,PHONE,FLEET_PARTNERSHIP,Customer_002081,1,,SYNTHETIC,1.3.0,42,
C002082,WS0004,INDIVIDUAL,2022-12-09,Bursa,Marmara,0,WHATSAPP,ORGANIC,Customer_002082,1,,SYNTHETIC,1.3.0,42,
C002083,WS0007,INDIVIDUAL,2021-07-12,Adana,Akdeniz,0,SMS,REFERRAL,Customer_002083,1,,SYNTHETIC,1.3.0,42,
C002084,WS0009,INDIVIDUAL,2022-05-29,Samsun,Karadeniz,0,WHATSAPP,REFERRAL,Customer_002084,1,,SYNTHETIC,1.3.0,42,
C002085,WS0007,INDIVIDUAL,2025-05-27,Adana,Akdeniz,0,PHONE,SOCIAL_MEDIA,Customer_002085,1,,SYNTHETIC,1.3.0,42,
C002086,WS0001,INDIVIDUAL,2021-11-03,İstanbul,Marmara,0,WHATSAPP,GOOGLE_MAPS,Customer_002086,1,,SYNTHETIC,1.3.0,42,
C002087,WS0002,INDIVIDUAL,2022-05-21,Ankara,İç Anadolu,0,PHONE,ORGANIC,Customer_002087,1,,SYNTHETIC,1.3.0,42,
C002088,WS0009,INDIVIDUAL,2022-07-23,Samsun,Karadeniz,0,SMS,ORGANIC,Customer_002088,1,,SYNTHETIC,1.3.0,42,
C002089,WS0005,INDIVIDUAL,2022-04-23,Antalya,Akdeniz,0,SMS,ORGANIC,Customer_002089,1,,SYNTHETIC,1.3.0,42,
C002090,WS0008,INDIVIDUAL,2021-04-11,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,SOCIAL_MEDIA,Customer_002090,1,,SYNTHETIC,1.3.0,42,
C002091,WS0001,INDIVIDUAL,2024-02-21,İstanbul,Marmara,0,WHATSAPP,GOOGLE_MAPS,Customer_002091,1,,SYNTHETIC,1.3.0,42,
C002092,WS0001,INDIVIDUAL,2025-09-11,İstanbul,Marmara,0,WHATSAPP,ORGANIC,Customer_002092,1,,SYNTHETIC,1.3.0,42,
C002093,WS0001,INDIVIDUAL,2023-11-28,İstanbul,Marmara,0,WHATSAPP,ORGANIC,Customer_002093,1,,SYNTHETIC,1.3.0,42,
C002094,WS0007,INDIVIDUAL,2024-08-23,Adana,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002094,1,,SYNTHETIC,1.3.0,42,
C002095,WS0001,INDIVIDUAL,2022-08-19,İstanbul,Marmara,0,WHATSAPP,WALK_IN,Customer_002095,1,,SYNTHETIC,1.3.0,42,
C002096,WS0001,INDIVIDUAL,2022-11-26,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002096,1,,SYNTHETIC,1.3.0,42,
C002097,WS0004,INDIVIDUAL,2024-09-09,Bursa,Marmara,0,WHATSAPP,GOOGLE_MAPS,Customer_002097,0,2026-04-10,SYNTHETIC,1.3.0,42,
C002098,WS0007,INDIVIDUAL,2026-04-24,Adana,Akdeniz,0,WHATSAPP,GOOGLE_MAPS,Customer_002098,1,,SYNTHETIC,1.3.0,42,
C002099,WS0004,INDIVIDUAL,2022-12-26,Bursa,Marmara,0,WHATSAPP,REFERRAL,Customer_002099,1,,SYNTHETIC,1.3.0,42,
C002100,WS0007,INDIVIDUAL,2024-09-09,Adana,Akdeniz,0,PHONE,SOCIAL_MEDIA,Customer_002100,1,,SYNTHETIC,1.3.0,42,
C002101,WS0008,INDIVIDUAL,2023-05-05,Gaziantep,Güneydoğu Anadolu,0,SMS,ORGANIC,Customer_002101,1,,SYNTHETIC,1.3.0,42,
C002102,WS0002,INDIVIDUAL,2026-04-22,Ankara,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002102,1,,SYNTHETIC,1.3.0,42,
C002103,WS0010,INDIVIDUAL,2023-01-17,Eskişehir,İç Anadolu,0,EMAIL,REFERRAL,Customer_002103,1,,SYNTHETIC,1.3.0,42,
C002104,WS0007,COMMERCIAL,2022-07-17,Adana,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002104,1,,SYNTHETIC,1.3.0,42,
C002105,WS0007,INDIVIDUAL,2021-04-14,Adana,Akdeniz,0,PHONE,WALK_IN,Customer_002105,1,,SYNTHETIC,1.3.0,42,
C002106,WS0004,COMMERCIAL,2026-02-20,Bursa,Marmara,0,WHATSAPP,DIRECT_SALES,Customer_002106,1,,SYNTHETIC,1.3.0,42,
C002107,WS0007,INDIVIDUAL,2022-04-01,Adana,Akdeniz,0,SMS,REFERRAL,Customer_002107,1,,SYNTHETIC,1.3.0,42,
C002108,WS0002,INDIVIDUAL,2021-08-13,Ankara,İç Anadolu,0,WHATSAPP,WALK_IN,Customer_002108,1,,SYNTHETIC,1.3.0,42,
C002109,WS0007,INDIVIDUAL,2023-11-22,Adana,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002109,1,,SYNTHETIC,1.3.0,42,
C002110,WS0005,INDIVIDUAL,2023-06-23,Antalya,Akdeniz,0,SMS,ORGANIC,Customer_002110,1,,SYNTHETIC,1.3.0,42,
C002111,WS0003,INDIVIDUAL,2021-11-13,İzmir,Ege,0,PHONE,SOCIAL_MEDIA,Customer_002111,0,2023-12-22,SYNTHETIC,1.3.0,42,
C002112,WS0001,INDIVIDUAL,2023-04-02,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002112,1,,SYNTHETIC,1.3.0,42,
C002113,WS0010,INDIVIDUAL,2024-02-13,Eskişehir,İç Anadolu,0,WHATSAPP,REFERRAL,Customer_002113,1,,SYNTHETIC,1.3.0,42,
C002114,WS0006,COMMERCIAL,2022-01-30,Konya,İç Anadolu,0,EMAIL,DIRECT_SALES,Customer_002114,1,,SYNTHETIC,1.3.0,42,
C002115,WS0008,INDIVIDUAL,2022-10-27,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,WALK_IN,Customer_002115,1,,SYNTHETIC,1.3.0,42,
C002116,WS0008,INDIVIDUAL,2023-11-11,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,ORGANIC,Customer_002116,1,,SYNTHETIC,1.3.0,42,
C002117,WS0005,INDIVIDUAL,2023-01-15,Antalya,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002117,1,,SYNTHETIC,1.3.0,42,
C002118,WS0001,INDIVIDUAL,2023-06-02,İstanbul,Marmara,0,PHONE,REFERRAL,Customer_002118,0,2026-03-10,SYNTHETIC,1.3.0,42,
C002119,WS0005,INDIVIDUAL,2023-06-30,Antalya,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002119,1,,SYNTHETIC,1.3.0,42,
C002120,WS0002,INDIVIDUAL,2025-09-08,Ankara,İç Anadolu,0,WHATSAPP,GOOGLE_MAPS,Customer_002120,1,,SYNTHETIC,1.3.0,42,
C002121,WS0006,INDIVIDUAL,2021-11-14,Konya,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002121,0,2024-03-19,SYNTHETIC,1.3.0,42,
C002122,WS0006,INDIVIDUAL,2024-10-21,Konya,İç Anadolu,0,PHONE,SOCIAL_MEDIA,Customer_002122,1,,SYNTHETIC,1.3.0,42,
C002123,WS0005,INDIVIDUAL,2025-04-30,Antalya,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002123,1,,SYNTHETIC,1.3.0,42,
C002124,WS0006,INDIVIDUAL,2023-08-26,Konya,İç Anadolu,0,PHONE,SOCIAL_MEDIA,Customer_002124,1,,SYNTHETIC,1.3.0,42,
C002125,WS0010,INDIVIDUAL,2023-09-28,Eskişehir,İç Anadolu,0,WHATSAPP,REFERRAL,Customer_002125,1,,SYNTHETIC,1.3.0,42,
C002126,WS0009,INDIVIDUAL,2022-11-25,Samsun,Karadeniz,0,SMS,WALK_IN,Customer_002126,1,,SYNTHETIC,1.3.0,42,
C002127,WS0005,INDIVIDUAL,2022-03-13,Antalya,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002127,1,,SYNTHETIC,1.3.0,42,
C002128,WS0004,INDIVIDUAL,2026-01-20,Bursa,Marmara,0,SMS,REFERRAL,Customer_002128,1,,SYNTHETIC,1.3.0,42,
C002129,WS0006,INDIVIDUAL,2022-12-16,Konya,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002129,1,,SYNTHETIC,1.3.0,42,
C002130,WS0006,INDIVIDUAL,2024-02-27,Konya,İç Anadolu,0,PHONE,REFERRAL,Customer_002130,0,2026-04-06,SYNTHETIC,1.3.0,42,
C002131,WS0003,INDIVIDUAL,2022-04-19,İzmir,Ege,0,WHATSAPP,GOOGLE_MAPS,Customer_002131,1,,SYNTHETIC,1.3.0,42,
C002132,WS0004,INDIVIDUAL,2025-02-22,Bursa,Marmara,0,SMS,WALK_IN,Customer_002132,1,,SYNTHETIC,1.3.0,42,
C002133,WS0003,INDIVIDUAL,2021-04-05,İzmir,Ege,0,WHATSAPP,REFERRAL,Customer_002133,1,,SYNTHETIC,1.3.0,42,
C002134,WS0009,INDIVIDUAL,2024-09-14,Samsun,Karadeniz,0,EMAIL,REFERRAL,Customer_002134,1,,SYNTHETIC,1.3.0,42,
C002135,WS0008,INDIVIDUAL,2023-12-24,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,SOCIAL_MEDIA,Customer_002135,1,,SYNTHETIC,1.3.0,42,
C002136,WS0003,INDIVIDUAL,2023-12-30,İzmir,Ege,0,EMAIL,REFERRAL,Customer_002136,1,,SYNTHETIC,1.3.0,42,
C002137,WS0003,INDIVIDUAL,2024-08-17,İzmir,Ege,0,EMAIL,ORGANIC,Customer_002137,1,,SYNTHETIC,1.3.0,42,
C002138,WS0010,COMMERCIAL,2022-11-14,Eskişehir,İç Anadolu,0,EMAIL,ORGANIC,Customer_002138,1,,SYNTHETIC,1.3.0,42,
C002139,WS0008,INDIVIDUAL,2021-11-27,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,ORGANIC,Customer_002139,1,,SYNTHETIC,1.3.0,42,
C002140,WS0004,INDIVIDUAL,2025-06-20,Bursa,Marmara,0,EMAIL,GOOGLE_MAPS,Customer_002140,1,,SYNTHETIC,1.3.0,42,
C002141,WS0004,INDIVIDUAL,2024-03-11,Bursa,Marmara,0,PHONE,WALK_IN,Customer_002141,1,,SYNTHETIC,1.3.0,42,
C002142,WS0004,INDIVIDUAL,2023-06-09,Bursa,Marmara,0,PHONE,GOOGLE_MAPS,Customer_002142,1,,SYNTHETIC,1.3.0,42,
C002143,WS0005,INDIVIDUAL,2023-01-08,Antalya,Akdeniz,0,WHATSAPP,ORGANIC,Customer_002143,1,,SYNTHETIC,1.3.0,42,
C002144,WS0004,INDIVIDUAL,2024-05-11,Bursa,Marmara,0,WHATSAPP,REFERRAL,Customer_002144,1,,SYNTHETIC,1.3.0,42,
C002145,WS0004,INDIVIDUAL,2022-09-17,Bursa,Marmara,0,SMS,ORGANIC,Customer_002145,1,,SYNTHETIC,1.3.0,42,
C002146,WS0003,INDIVIDUAL,2021-04-02,İzmir,Ege,0,WHATSAPP,WALK_IN,Customer_002146,1,,SYNTHETIC,1.3.0,42,
C002147,WS0002,INDIVIDUAL,2021-04-10,Ankara,İç Anadolu,0,SMS,SOCIAL_MEDIA,Customer_002147,1,,SYNTHETIC,1.3.0,42,
C002148,WS0001,INDIVIDUAL,2024-07-07,İstanbul,Marmara,0,WHATSAPP,SOCIAL_MEDIA,Customer_002148,0,2025-12-12,SYNTHETIC,1.3.0,42,
C002149,WS0004,INDIVIDUAL,2024-10-24,Bursa,Marmara,0,WHATSAPP,ORGANIC,Customer_002149,1,,SYNTHETIC,1.3.0,42,
C002150,WS0004,INDIVIDUAL,2024-09-11,Bursa,Marmara,0,WHATSAPP,REFERRAL,Customer_002150,0,2026-01-25,SYNTHETIC,1.3.0,42,
C002151,WS0003,INDIVIDUAL,2022-02-26,İzmir,Ege,0,WHATSAPP,ORGANIC,Customer_002151,1,,SYNTHETIC,1.3.0,42,
C002152,WS0009,INDIVIDUAL,2026-01-03,Samsun,Karadeniz,0,WHATSAPP,SOCIAL_MEDIA,Customer_002152,1,,SYNTHETIC,1.3.0,42,
C002153,WS0007,INDIVIDUAL,2023-08-05,Adana,Akdeniz,0,SMS,REFERRAL,Customer_002153,0,2024-09-21,SYNTHETIC,1.3.0,42,
C002154,WS0003,INDIVIDUAL,2021-10-29,İzmir,Ege,0,PHONE,GOOGLE_MAPS,Customer_002154,1,,SYNTHETIC,1.3.0,42,
C002155,WS0008,INDIVIDUAL,2022-12-07,Gaziantep,Güneydoğu Anadolu,0,WHATSAPP,GOOGLE_MAPS,Customer_002155,1,,SYNTHETIC,1.3.0,42,
C002156,WS0002,INDIVIDUAL,2024-08-26,Ankara,İç Anadolu,0,WHATSAPP,WALK_IN,Customer_002156,1,,SYNTHETIC,1.3.0,42,
C002157,WS0003,INDIVIDUAL,2024-12-09,İzmir,Ege,0,WHATSAPP,ORGANIC,Customer_002157,1,,SYNTHETIC,1.3.0,42,
C002158,WS0006,INDIVIDUAL,2024-11-24,Konya,İç Anadolu,0,PHONE,GOOGLE_MAPS,Customer_002158,0,2025-10-28,SYNTHETIC,1.3.0,42,
C002159,WS0004,INDIVIDUAL,2026-06-12,Bursa,Marmara,0,WHATSAPP,SOCIAL_MEDIA,Customer_002159,1,,SYNTHETIC,1.3.0,42,
C002160,WS0010,INDIVIDUAL,2023-03-24,Eskişehir,İç Anadolu,0,PHONE,ORGANIC,Customer_002160,1,,SYNTHETIC,1.3.0,42,
C002161,WS0009,INDIVIDUAL,2024-12-05,Samsun,Karadeniz,0,WHATSAPP,SOCIAL_MEDIA,Customer_002161,1,,SYNTHETIC,1.3.0,42,
C002162,WS0010,INDIVIDUAL,2023-11-09,Eskişehir,İç Anadolu,0,WHATSAPP,ORGANIC,Customer_002162,1,,SYNTHETIC,1.3.0,42,
C002163,WS0009,INDIVIDUAL,2021-11-24,Samsun,Karadeniz,0,SMS,ORGANIC,Customer_002163,1,,SYNTHETIC,1.3.0,42,
C002164,WS0001,INDIVIDUAL,2024-10-15,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002164,1,,SYNTHETIC,1.3.0,42,
C002165,WS0003,INDIVIDUAL,2025-12-30,İzmir,Ege,0,WHATSAPP,GOOGLE_MAPS,Customer_002165,1,,SYNTHETIC,1.3.0,42,
C002166,WS0002,INDIVIDUAL,2026-01-08,Ankara,İç Anadolu,0,WHATSAPP,WALK_IN,Customer_002166,1,,SYNTHETIC,1.3.0,42,
C002167,WS0010,INDIVIDUAL,2021-10-26,Eskişehir,İç Anadolu,0,PHONE,GOOGLE_MAPS,Customer_002167,1,,SYNTHETIC,1.3.0,42,
C002168,WS0006,FLEET,2025-12-22,Konya,İç Anadolu,1,WHATSAPP,ORGANIC,Customer_002168,1,,SYNTHETIC,1.3.0,42,
C002169,WS0001,INDIVIDUAL,2021-08-03,İstanbul,Marmara,0,WHATSAPP,SOCIAL_MEDIA,Customer_002169,1,,SYNTHETIC,1.3.0,42,
C002170,WS0007,INDIVIDUAL,2023-06-13,Adana,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002170,1,,SYNTHETIC,1.3.0,42,
C002171,WS0003,INDIVIDUAL,2025-12-29,İzmir,Ege,0,PHONE,SOCIAL_MEDIA,Customer_002171,1,,SYNTHETIC,1.3.0,42,
C002172,WS0008,INDIVIDUAL,2022-11-17,Gaziantep,Güneydoğu Anadolu,0,SMS,REFERRAL,Customer_002172,1,,SYNTHETIC,1.3.0,42,
C002173,WS0010,INDIVIDUAL,2022-04-29,Eskişehir,İç Anadolu,0,PHONE,WALK_IN,Customer_002173,1,,SYNTHETIC,1.3.0,42,
C002174,WS0004,INDIVIDUAL,2021-02-03,Bursa,Marmara,0,PHONE,ORGANIC,Customer_002174,1,,SYNTHETIC,1.3.0,42,
C002175,WS0008,INDIVIDUAL,2022-05-12,Gaziantep,Güneydoğu Anadolu,0,PHONE,WALK_IN,Customer_002175,1,,SYNTHETIC,1.3.0,42,
C002176,WS0001,INDIVIDUAL,2023-10-28,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002176,1,,SYNTHETIC,1.3.0,42,
C002177,WS0007,INDIVIDUAL,2022-01-04,Adana,Akdeniz,0,WHATSAPP,GOOGLE_MAPS,Customer_002177,1,,SYNTHETIC,1.3.0,42,
C002178,WS0006,INDIVIDUAL,2022-12-01,Konya,İç Anadolu,0,EMAIL,ORGANIC,Customer_002178,1,,SYNTHETIC,1.3.0,42,
C002179,WS0008,INDIVIDUAL,2022-11-17,Gaziantep,Güneydoğu Anadolu,0,EMAIL,REFERRAL,Customer_002179,1,,SYNTHETIC,1.3.0,42,
C002180,WS0001,INDIVIDUAL,2021-07-20,İstanbul,Marmara,0,WHATSAPP,REFERRAL,Customer_002180,1,,SYNTHETIC,1.3.0,42,
C002181,WS0008,INDIVIDUAL,2021-06-28,Gaziantep,Güneydoğu Anadolu,0,EMAIL,WALK_IN,Customer_002181,1,,SYNTHETIC,1.3.0,42,
C002182,WS0003,COMMERCIAL,2026-05-02,İzmir,Ege,0,EMAIL,DIRECT_SALES,Customer_002182,0,2026-07-31,SYNTHETIC,1.3.0,42,
C002183,WS0006,INDIVIDUAL,2022-11-19,Konya,İç Anadolu,0,SMS,ORGANIC,Customer_002183,1,,SYNTHETIC,1.3.0,42,
C002184,WS0007,INDIVIDUAL,2023-11-26,Adana,Akdeniz,0,WHATSAPP,WALK_IN,Customer_002184,1,,SYNTHETIC,1.3.0,42,
C002185,WS0009,INDIVIDUAL,2022-07-24,Samsun,Karadeniz,0,WHATSAPP,ORGANIC,Customer_002185,1,,SYNTHETIC,1.3.0,42,
C002186,WS0007,INDIVIDUAL,2024-09-18,Adana,Akdeniz,0,PHONE,SOCIAL_MEDIA,Customer_002186,1,,SYNTHETIC,1.3.0,42,
C002187,WS0009,INDIVIDUAL,2024-11-01,Samsun,Karadeniz,0,SMS,GOOGLE_MAPS,Customer_002187,1,,SYNTHETIC,1.3.0,42,
C002188,WS0003,INDIVIDUAL,2024-01-03,İzmir,Ege,0,SMS,WALK_IN,Customer_002188,1,,SYNTHETIC,1.3.0,42,
C002189,WS0002,INDIVIDUAL,2023-01-28,Ankara,İç Anadolu,0,WHATSAPP,REFERRAL,Customer_002189,1,,SYNTHETIC,1.3.0,42,
C002190,WS0010,INDIVIDUAL,2022-08-20,Eskişehir,İç Anadolu,0,PHONE,ORGANIC,Customer_002190,1,,SYNTHETIC,1.3.0,42,
C002191,WS0009,INDIVIDUAL,2024-05-11,Samsun,Karadeniz,0,EMAIL,ORGANIC,Customer_002191,1,,SYNTHETIC,1.3.0,42,
C002192,WS0005,INDIVIDUAL,2025-04-20,Antalya,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002192,1,,SYNTHETIC,1.3.0,42,
C002193,WS0005,INDIVIDUAL,2024-06-23,Antalya,Akdeniz,0,PHONE,SOCIAL_MEDIA,Customer_002193,1,,SYNTHETIC,1.3.0,42,
C002194,WS0005,INDIVIDUAL,2021-06-15,Antalya,Akdeniz,0,WHATSAPP,REFERRAL,Customer_002194,1,,SYNTHETIC,1.3.0,42,
C002195,WS0008,INDIVIDUAL,2022-03-30,Gaziantep,Güneydoğu Anadolu,0,PHONE,REFERRAL,Customer_002195,0,2023-09-25,SYNTHETIC,1.3.0,42,
C002196,WS0005,INDIVIDUAL,2021-06-03,Antalya,Akdeniz,0,SMS,WALK_IN,Customer_002196,1,,SYNTHETIC,1.3.0,42,
C002197,WS0003,INDIVIDUAL,2021-10-08,İzmir,Ege,0,WHATSAPP,ORGANIC,Customer_002197,1,,SYNTHETIC,1.3.0,42,
