usage_profile_id,motorcycle_id,customer_id,workshop_id,usage_type,annual_km_baseline,annual_km_basis,city_ratio,highway_ratio,offroad_ratio,track_ratio,avg_ride_days_per_week,daily_active_probability,avg_km_per_active_day,weekday_multiplier,weekend_multiplier,riding_intensity,seasonality_strength,winter_usage_factor,weather_sensitivity,storage_condition,load_severity_factor,climate_zone,profile_start_date,profile_end_date,data_origin,generator_version,random_seed,profile_rule_version,notes
UP003158,MC003158,C002220,WS0006,COMMUTER,11308,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7292,0.26,0.0108,0.0,5.65,0.746,47.0,1.301,0.569,MEDIUM,0.207,0.563,0.31,GARAGE,1.011,CONTINENTAL_DRY,2024-12-25,,SYNTHETIC,1.2.0,42,1.2.0,
UP003159,MC003159,C002221,WS0009,SEASONAL,8891,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7387,0.2516,0.0097,0.0,4.71,0.616,38.2,1.239,0.568,MEDIUM,0.233,0.61,0.433,STREET,1.005,HUMID_RAINY,2023-02-10,,SYNTHETIC,1.2.0,42,1.2.0,
UP003160,MC003160,C002221,WS0009,COURIER,10854,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7517,0.2385,0.0098,0.0,4.78,0.63,48.7,1.155,0.548,MEDIUM,0.211,0.596,0.324,COVERED_PARKING,1.134,HUMID_RAINY,2023-04-17,,SYNTHETIC,1.2.0,42,1.2.0,
UP003161,MC003161,C002222,WS0005,COMMUTER,6914,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7728,0.2171,0.0101,0.0,5.94,0.793,24.2,1.177,0.584,LOW,0.178,0.94,0.395,STREET,0.979,MEDITERRANEAN_HOT,2024-05-26,,SYNTHETIC,1.2.0,42,1.2.0,
UP003162,MC003162,C002223,WS0002,COMMUTER,19147,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9462,0.0493,0.0045,0.0,6.86,0.936,61.4,1.026,0.936,HIGH,0.119,0.583,0.142,INDOOR,1.04,CONTINENTAL_DRY,2022-07-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP003163,MC003163,C002224,WS0001,COMMUTER,2704,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4491,0.5124,0.0203,0.0182,2.12,0.264,34.2,0.283,2.042,LOW,0.354,0.571,0.633,COVERED_PARKING,1.02,TEMPERATE_HUMID,2022-01-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP003164,MC003164,C002225,WS0008,SEASONAL,1971,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4855,0.4758,0.0206,0.0181,2.33,0.292,58.2,0.309,2.121,LOW,0.346,0.587,0.654,COVERED_PARKING,0.956,SEMI_ARID_HOT,2026-03-31,2026-06-12,SYNTHETIC,1.2.0,42,1.2.0,
UP003165,MC003165,C002225,WS0008,COURIER,8484,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7567,0.2341,0.0092,0.0,5.25,0.689,56.5,1.207,0.541,MEDIUM,0.225,0.708,0.358,STREET,1.058,SEMI_ARID_HOT,2026-06-17,2026-08-25,SYNTHETIC,1.2.0,42,1.2.0,
UP003166,MC003166,C002226,WS0003,COMMUTER,7063,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.728,0.262,0.01,0.0,3.57,0.487,42.8,1.195,0.586,LOW,0.122,0.783,0.349,COVERED_PARKING,1.002,MEDITERRANEAN_COASTAL,2024-06-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP003167,MC003167,C002226,WS0003,COMMUTER,25664,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9404,0.0544,0.0052,0.0,5.83,0.795,95.7,1.131,0.88,HIGH,0.119,0.811,0.156,COVERED_PARKING,1.067,MEDITERRANEAN_COASTAL,2024-09-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP003168,MC003168,C002227,WS0006,COMMUTER,11407,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7467,0.2416,0.0117,0.0,4.52,0.594,52.1,1.187,0.551,MEDIUM,0.221,0.586,0.312,STREET,0.922,CONTINENTAL_DRY,2021-09-24,,SYNTHETIC,1.2.0,42,1.2.0,
UP003169,MC003169,C002228,WS0010,WEEKEND,7807,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5064,0.4552,0.0176,0.0208,2.49,0.309,78.9,0.313,2.094,MEDIUM,0.368,0.364,0.641,STREET,0.904,CONTINENTAL_COOL,2022-07-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP003170,MC003170,C002229,WS0001,COURIER,33316,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9412,0.0538,0.005,0.0,6.96,0.959,120.2,1.13,0.841,HIGH,0.091,0.692,0.238,STREET,1.173,TEMPERATE_HUMID,2026-01-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP003171,MC003171,C002229,WS0001,COMMUTER,2030,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.49,0.4728,0.0194,0.0178,1.36,0.171,104.4,0.276,1.992,LOW,0.341,0.539,0.641,GARAGE,1.044,TEMPERATE_HUMID,2026-03-23,,SYNTHETIC,1.2.0,42,1.2.0,
UP003172,MC003172,C002230,WS0003,COURIER,9678,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7538,0.2351,0.0111,0.0,4.79,0.644,44.2,1.189,0.578,MEDIUM,0.159,0.87,0.455,STREET,1.073,MEDITERRANEAN_COASTAL,2024-09-04,,SYNTHETIC,1.2.0,42,1.2.0,
UP003173,MC003173,C002230,WS0003,SEASONAL,25088,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9367,0.0575,0.0058,0.0,5.6,0.763,94.8,1.138,0.843,HIGH,0.124,0.859,0.124,COVERED_PARKING,1.026,MEDITERRANEAN_COASTAL,2024-09-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP003174,MC003174,C002231,WS0004,COMMUTER,17521,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.945,0.0508,0.0042,0.0,5.75,0.795,61.7,1.088,0.875,HIGH,0.084,0.761,0.175,COVERED_PARKING,0.934,TEMPERATE_HUMID,2022-06-01,,SYNTHETIC,1.2.0,42,1.2.0,
UP003175,MC003175,C002231,WS0004,COMMUTER,10436,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7518,0.2383,0.0099,0.0,3.81,0.517,57.7,1.247,0.565,MEDIUM,0.135,0.695,0.335,GARAGE,1.014,TEMPERATE_HUMID,2022-08-23,,SYNTHETIC,1.2.0,42,1.2.0,
UP003176,MC003176,C002232,WS0006,OFFROAD,2008,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.1717,0.1946,0.0098,0.6239,0.4,0.049,121.8,0.25,2.298,LOW,0.376,0.359,0.785,COVERED_PARKING,1.165,CONTINENTAL_DRY,2022-01-18,,SYNTHETIC,1.2.0,42,1.2.0,
UP003177,MC003177,C002233,WS0005,TRACK,7823,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7669,0.2239,0.0092,0.0,6.04,0.806,27.2,1.274,0.538,MEDIUM,0.179,0.928,0.372,GARAGE,1.15,MEDITERRANEAN_HOT,2025-01-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP003178,MC003178,C002233,WS0005,WEEKEND,3619,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5172,0.4436,0.0204,0.0188,1.79,0.23,44.0,0.321,2.021,LOW,0.278,0.679,0.622,INDOOR,0.991,MEDITERRANEAN_HOT,2025-02-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP003179,MC003179,C002234,WS0008,COMMUTER,8685,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7925,0.1976,0.0099,0.0,5.22,0.686,37.1,1.244,0.537,MEDIUM,0.221,0.739,0.454,STREET,0.922,SEMI_ARID_HOT,2024-12-07,,SYNTHETIC,1.2.0,42,1.2.0,
UP003180,MC003180,C002234,WS0008,COURIER,6395,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.446,0.5239,0.02,0.0101,1.0,0.115,159.4,0.653,1.448,LOW,0.548,0.407,0.691,GARAGE,1.085,SEMI_ARID_HOT,2024-11-29,,SYNTHETIC,1.2.0,42,1.2.0,
UP003181,MC003181,C002235,WS0002,COMMUTER,5919,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4379,0.5227,0.0197,0.0197,1.9,0.239,87.0,0.308,2.06,LOW,0.332,0.422,0.628,GARAGE,0.923,CONTINENTAL_DRY,2024-04-03,,SYNTHETIC,1.2.0,42,1.2.0,
UP003182,MC003182,C002236,WS0002,WEEKEND,5199,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4426,0.5151,0.0193,0.023,1.99,0.248,57.4,0.286,2.253,LOW,0.356,0.388,0.704,COVERED_PARKING,0.897,CONTINENTAL_DRY,2023-04-05,,SYNTHETIC,1.2.0,42,1.2.0,
UP003183,MC003183,C002237,WS0006,COMMUTER,11028,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7864,0.2036,0.01,0.0,5.05,0.666,46.4,1.244,0.55,MEDIUM,0.21,0.591,0.432,COVERED_PARKING,1.004,CONTINENTAL_DRY,2021-05-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP003184,MC003184,C002238,WS0009,COMMUTER,8635,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4396,0.5315,0.0195,0.0094,3.0,0.337,74.8,0.597,1.427,MEDIUM,0.603,0.33,0.741,GARAGE,0.921,HUMID_RAINY,2023-12-10,,SYNTHETIC,1.2.0,42,1.2.0,
UP003185,MC003185,C002238,WS0009,COMMUTER,13566,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7471,0.2423,0.0106,0.0,5.98,0.791,48.8,1.297,0.579,MEDIUM,0.201,0.611,0.388,COVERED_PARKING,1.026,HUMID_RAINY,2024-02-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP003186,MC003186,C002239,WS0010,COMMUTER,6465,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7525,0.2354,0.0121,0.0,5.42,0.7,26.6,1.274,0.556,LOW,0.265,0.499,0.359,COVERED_PARKING,1.044,CONTINENTAL_COOL,2021-12-05,,SYNTHETIC,1.2.0,42,1.2.0,
UP003187,MC003187,C002240,WS0008,COMMUTER,31634,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9382,0.0562,0.0056,0.0,6.36,0.863,102.4,1.147,0.886,HIGH,0.133,0.822,0.165,STREET,0.975,SEMI_ARID_HOT,2021-12-25,,SYNTHETIC,1.2.0,42,1.2.0,
UP003188,MC003188,C002240,WS0008,COMMUTER,4064,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.1422,0.1813,0.0087,0.6678,1.57,0.203,50.0,0.239,2.277,LOW,0.268,0.558,0.73,STREET,0.949,SEMI_ARID_HOT,2021-12-21,,SYNTHETIC,1.2.0,42,1.2.0,
UP003189,MC003189,C002241,WS0002,COMMUTER,27066,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9356,0.059,0.0054,0.0,7.0,0.944,86.7,1.041,0.909,HIGH,0.151,0.624,0.165,GARAGE,0.951,CONTINENTAL_DRY,2024-05-21,,SYNTHETIC,1.2.0,42,1.2.0,
UP003190,MC003190,C002242,WS0001,COMMUTER,14966,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7752,0.2153,0.0095,0.0,6.79,0.9,47.7,1.305,0.587,HIGH,0.196,0.734,0.444,STREET,1.065,TEMPERATE_HUMID,2025-06-13,2025-10-28,SYNTHETIC,1.2.0,42,1.2.0,
UP003191,MC003191,C002243,WS0005,COMMUTER,24942,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9349,0.0595,0.0056,0.0,5.55,0.768,94.4,1.174,0.891,HIGH,0.079,0.881,0.138,STREET,1.035,MEDITERRANEAN_HOT,2024-08-30,,SYNTHETIC,1.2.0,42,1.2.0,
UP003192,MC003192,C002244,WS0005,COURIER,4118,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4573,0.4993,0.0236,0.0198,1.86,0.233,54.1,0.296,2.093,LOW,0.346,0.711,0.729,STREET,1.192,MEDITERRANEAN_HOT,2025-02-13,,SYNTHETIC,1.2.0,42,1.2.0,
UP003193,MC003193,C002245,WS0010,COMMUTER,5918,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.5061,0.4561,0.017,0.0208,2.35,0.284,68.5,0.298,2.282,LOW,0.434,0.332,0.615,GARAGE,1.06,CONTINENTAL_COOL,2023-11-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP003194,MC003194,C002246,WS0006,COMMUTER,8554,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7709,0.2195,0.0096,0.0,5.32,0.689,35.8,1.202,0.552,MEDIUM,0.258,0.594,0.431,STREET,1.06,CONTINENTAL_DRY,2024-09-08,,SYNTHETIC,1.2.0,42,1.2.0,
UP003195,MC003195,C002247,WS0001,WEEKEND,5650,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4541,0.507,0.0196,0.0193,1.55,0.198,97.0,0.314,2.109,LOW,0.3,0.512,0.666,COVERED_PARKING,0.983,TEMPERATE_HUMID,2022-07-31,,SYNTHETIC,1.2.0,42,1.2.0,
UP003196,MC003196,C002248,WS0005,COMMUTER,7116,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7954,0.1957,0.0089,0.0,5.15,0.701,30.1,1.301,0.561,LOW,0.124,0.858,0.402,GARAGE,1.0,MEDITERRANEAN_HOT,2023-11-26,,SYNTHETIC,1.2.0,42,1.2.0,
UP003197,MC003197,C002249,WS0002,SEASONAL,21489,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.945,0.0508,0.0042,0.0,5.51,0.731,77.9,1.161,0.956,HIGH,0.195,0.58,0.207,COVERED_PARKING,0.977,CONTINENTAL_DRY,2021-05-30,2024-11-22,SYNTHETIC,1.2.0,42,1.2.0,
UP003198,MC003198,C002249,WS0002,TRACK,4544,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4541,0.4992,0.0235,0.0232,2.27,0.285,41.3,0.319,2.206,LOW,0.337,0.445,0.64,GARAGE,1.133,CONTINENTAL_DRY,2021-05-26,2024-11-22,SYNTHETIC,1.2.0,42,1.2.0,
UP003199,MC003199,C002250,WS0007,WEEKEND,13118,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.2241,0.7571,0.0188,0.0,2.69,0.345,108.8,0.683,1.432,MEDIUM,0.284,0.804,0.52,COVERED_PARKING,0.961,MEDITERRANEAN_HOT,2024-06-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP003200,MC003200,C002250,WS0007,COMMUTER,8640,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7698,0.2194,0.0108,0.0,4.78,0.656,40.1,1.326,0.584,MEDIUM,0.104,0.871,0.37,GARAGE,1.003,MEDITERRANEAN_HOT,2024-09-30,,SYNTHETIC,1.2.0,42,1.2.0,
UP003201,MC003201,C002250,WS0007,COMMUTER,9012,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7192,0.2692,0.0116,0.0,4.22,0.563,43.8,1.193,0.515,MEDIUM,0.182,0.828,0.459,COVERED_PARKING,1.074,MEDITERRANEAN_HOT,2024-06-20,,SYNTHETIC,1.2.0,42,1.2.0,
UP003202,MC003202,C002250,WS0007,COMMUTER,19870,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9405,0.0548,0.0047,0.0,5.79,0.789,74.3,1.086,0.829,HIGH,0.123,0.937,0.185,STREET,1.059,MEDITERRANEAN_HOT,2024-07-15,,SYNTHETIC,1.2.0,42,1.2.0,
UP003203,MC003203,C002251,WS0004,SEASONAL,9008,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7373,0.2515,0.0112,0.0,4.25,0.567,47.3,1.224,0.574,MEDIUM,0.181,0.669,0.402,COVERED_PARKING,0.973,TEMPERATE_HUMID,2022-04-20,,SYNTHETIC,1.2.0,42,1.2.0,
UP003204,MC003204,C002252,WS0005,TOURING,7086,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4913,0.472,0.0175,0.0192,1.53,0.191,150.5,0.284,2.266,LOW,0.351,0.67,0.721,GARAGE,1.068,MEDITERRANEAN_HOT,2024-05-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP003205,MC003205,C002253,WS0004,COMMUTER,27907,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9361,0.0584,0.0055,0.0,5.58,0.747,109.5,1.081,0.914,HIGH,0.169,0.792,0.222,GARAGE,0.947,TEMPERATE_HUMID,2024-03-11,,SYNTHETIC,1.2.0,42,1.2.0,
UP003206,MC003206,C002254,WS0002,WEEKEND,5308,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4817,0.4743,0.0214,0.0226,1.79,0.224,65.9,0.28,2.077,LOW,0.343,0.417,0.616,COVERED_PARKING,0.956,CONTINENTAL_DRY,2023-07-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP003207,MC003207,C002255,WS0004,WEEKEND,17040,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9426,0.0524,0.005,0.0,6.1,0.841,63.2,1.184,0.928,HIGH,0.091,0.75,0.239,STREET,0.898,TEMPERATE_HUMID,2024-12-18,,SYNTHETIC,1.2.0,42,1.2.0,
UP003208,MC003208,C002256,WS0010,COMMUTER,12146,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.741,0.2493,0.0097,0.0,4.46,0.58,58.5,1.249,0.572,MEDIUM,0.247,0.512,0.406,COVERED_PARKING,1.023,CONTINENTAL_COOL,2024-09-10,,SYNTHETIC,1.2.0,42,1.2.0,
UP003209,MC003209,C002256,WS0010,COMMUTER,4476,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.1824,0.181,0.0103,0.6263,1.49,0.185,84.1,0.269,2.537,LOW,0.359,0.345,0.685,STREET,1.002,CONTINENTAL_COOL,2024-08-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP003210,MC003210,C002257,WS0008,SEASONAL,14228,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7886,0.2021,0.0093,0.0,5.45,0.73,57.8,1.336,0.584,HIGH,0.17,0.815,0.432,GARAGE,0.994,SEMI_ARID_HOT,2024-10-18,,SYNTHETIC,1.2.0,42,1.2.0,
UP003211,MC003211,C002258,WS0001,COURIER,12124,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.9396,0.0557,0.0047,0.0,5.97,0.814,41.4,1.11,0.862,MEDIUM,0.12,0.694,0.276,COVERED_PARKING,1.072,TEMPERATE_HUMID,2022-03-16,,SYNTHETIC,1.2.0,42,1.2.0,
UP003212,MC003212,C002258,WS0001,COMMUTER,16167,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.763,0.2252,0.0118,0.0,4.41,0.602,74.1,1.206,0.567,HIGH,0.118,0.75,0.324,GARAGE,1.079,TEMPERATE_HUMID,2022-04-09,,SYNTHETIC,1.2.0,42,1.2.0,
UP003213,MC003213,C002259,WS0004,WEEKEND,14730,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7504,0.2387,0.0109,0.0,4.26,0.564,70.8,1.325,0.585,HIGH,0.198,0.752,0.314,GARAGE,0.994,TEMPERATE_HUMID,2021-02-02,,SYNTHETIC,1.2.0,42,1.2.0,
UP003214,MC003214,C002259,WS0004,COMMUTER,2618,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.1778,0.1619,0.0101,0.6502,1.35,0.174,48.9,0.255,2.184,LOW,0.275,0.46,0.701,GARAGE,0.955,TEMPERATE_HUMID,2021-03-29,,SYNTHETIC,1.2.0,42,1.2.0,
UP003215,MC003215,C002260,WS0009,COMMUTER,6142,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.741,0.2482,0.0108,0.0,6.0,0.773,22.0,1.156,0.57,LOW,0.272,0.62,0.324,COVERED_PARKING,1.048,HUMID_RAINY,2021-12-28,,SYNTHETIC,1.2.0,42,1.2.0,
UP003216,MC003216,C002260,WS0009,TRACK,5821,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7694,0.2192,0.0114,0.0,4.43,0.576,27.1,1.327,0.575,LOW,0.249,0.632,0.33,COVERED_PARKING,1.11,HUMID_RAINY,2022-02-07,,SYNTHETIC,1.2.0,42,1.2.0,
UP003217,MC003217,C002261,WS0006,COURIER,7666,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7439,0.2438,0.0123,0.0,4.85,0.631,36.9,1.216,0.53,MEDIUM,0.248,0.545,0.414,STREET,1.155,CONTINENTAL_DRY,2025-01-12,,SYNTHETIC,1.2.0,42,1.2.0,
UP003218,MC003218,C002261,WS0006,TOURING,9364,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4594,0.5009,0.0185,0.0212,1.94,0.235,137.6,0.308,2.213,MEDIUM,0.428,0.435,0.688,INDOOR,0.983,CONTINENTAL_DRY,2025-04-17,,SYNTHETIC,1.2.0,42,1.2.0,
UP003219,MC003219,C002262,WS0010,SEASONAL,9372,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.767,0.2217,0.0113,0.0,3.9,0.51,49.9,1.253,0.558,MEDIUM,0.232,0.472,0.324,GARAGE,0.951,CONTINENTAL_COOL,2021-02-02,,SYNTHETIC,1.2.0,42,1.2.0,
UP003220,MC003220,C002263,WS0002,WEEKEND,11255,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.769,0.2213,0.0097,0.0,3.58,0.467,72.2,1.248,0.51,MEDIUM,0.241,0.574,0.33,STREET,0.877,CONTINENTAL_DRY,2025-03-12,,SYNTHETIC,1.2.0,42,1.2.0,
UP003221,MC003221,C002264,WS0002,COMMUTER,5294,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4782,0.4814,0.0207,0.0197,1.18,0.147,117.4,0.279,2.024,LOW,0.358,0.448,0.709,INDOOR,1.055,CONTINENTAL_DRY,2024-02-02,,SYNTHETIC,1.2.0,42,1.2.0,
UP003222,MC003222,C002265,WS0006,SEASONAL,9177,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7897,0.1999,0.0104,0.0,4.6,0.602,45.5,1.207,0.515,MEDIUM,0.231,0.582,0.348,STREET,1.007,CONTINENTAL_DRY,2023-10-12,,SYNTHETIC,1.2.0,42,1.2.0,
UP003223,MC003223,C002266,WS0004,COMMUTER,8523,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7491,0.2393,0.0116,0.0,6.28,0.827,28.5,1.273,0.539,MEDIUM,0.214,0.674,0.41,STREET,0.966,TEMPERATE_HUMID,2021-08-22,,SYNTHETIC,1.2.0,42,1.2.0,
UP003224,MC003224,C002266,WS0004,COMMUTER,13795,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7671,0.2242,0.0087,0.0,5.75,0.755,52.2,1.209,0.509,MEDIUM,0.223,0.746,0.334,STREET,1.052,TEMPERATE_HUMID,2021-11-04,,SYNTHETIC,1.2.0,42,1.2.0,
UP003225,MC003225,C002267,WS0003,WEEKEND,3101,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4946,0.4736,0.0215,0.0103,1.88,0.215,61.1,0.582,1.62,LOW,0.56,0.441,0.798,GARAGE,0.868,MEDITERRANEAN_COASTAL,2026-04-25,,SYNTHETIC,1.2.0,42,1.2.0,
UP003226,MC003226,C002267,WS0003,COMMUTER,1842,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7619,0.228,0.0101,0.0,4.87,0.653,52.4,1.338,0.51,LOW,0.167,0.774,0.402,INDOOR,1.075,MEDITERRANEAN_COASTAL,2026-07-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP003227,MC003227,C002268,WS0006,TOURING,7678,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7699,0.2207,0.0094,0.0,5.29,0.692,30.9,1.228,0.543,MEDIUM,0.233,0.578,0.303,STREET,1.127,CONTINENTAL_DRY,2023-04-23,,SYNTHETIC,1.2.0,42,1.2.0,
UP003228,MC003228,C002269,WS0008,COMMUTER,5939,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7795,0.2111,0.0094,0.0,5.92,0.784,22.7,1.328,0.565,LOW,0.2,0.786,0.392,GARAGE,0.934,SEMI_ARID_HOT,2024-06-16,,SYNTHETIC,1.2.0,42,1.2.0,
UP003229,MC003229,C002270,WS0010,COURIER,8388,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7683,0.2215,0.0102,0.0,5.5,0.719,33.1,1.161,0.51,MEDIUM,0.235,0.443,0.328,GARAGE,1.196,CONTINENTAL_COOL,2024-04-19,,SYNTHETIC,1.2.0,42,1.2.0,
UP003230,MC003230,C002271,WS0004,TOURING,11805,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.4528,0.5186,0.0189,0.0097,3.26,0.379,99.8,0.625,1.625,MEDIUM,0.527,0.403,0.744,COVERED_PARKING,0.999,TEMPERATE_HUMID,2024-04-20,,SYNTHETIC,1.2.0,42,1.2.0,
UP003231,MC003231,C002272,WS0002,COMMUTER,7065,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7582,0.232,0.0098,0.0,5.47,0.719,37.7,1.151,0.565,LOW,0.22,0.557,0.43,STREET,1.033,CONTINENTAL_DRY,2026-05-24,,SYNTHETIC,1.2.0,42,1.2.0,
UP003232,MC003232,C002273,WS0009,COURIER,7042,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7365,0.2512,0.0123,0.0,5.28,0.679,29.8,1.312,0.522,LOW,0.277,0.591,0.331,COVERED_PARKING,1.056,HUMID_RAINY,2022-09-01,,SYNTHETIC,1.2.0,42,1.2.0,
UP003233,MC003233,C002273,WS0009,COURIER,10208,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7534,0.2362,0.0104,0.0,4.76,0.623,47.0,1.242,0.553,MEDIUM,0.23,0.662,0.346,STREET,1.118,HUMID_RAINY,2022-10-27,,SYNTHETIC,1.2.0,42,1.2.0,
UP003234,MC003234,C002274,WS0002,SEASONAL,13603,OBSERVED_MONTHLY_EXPOSURE_ANNUALIZED_V1_2,0.7702,0.2201,0.0097,0.0,5.42,0.726,55.8,1.17,0.532,MEDIUM,0.17,0.569,0.386,GARAGE,0.896,CONTINENTAL_DRY,2024-10-11,,SYNTHETIC,1.2.0,42,1.2.0,
