service_id,subtotal_before_discount,discount_rate,tax_rate,pricing_currency,cost_calculation_basis,cost_rule_version,workshop_id,customer_id,motorcycle_id,appointment_id,service_type_code,primary_trigger_task,trigger_due_km,trigger_due_date,service_delay_days,arrival_mode,received_at,odometer_km,mileage_source,mileage_quality_flag,is_mileage_estimated,status,estimated_delivery_at,completed_at,delivered_at,customer_complaint,technician_notes,labor_minutes_pre_task,labor_total,parts_total,discount_total,tax_total,grand_total,is_breakdown,is_warranty,capture_origin,data_origin,generator_version,random_seed,scenario_id,maintenance_overdue_days_pre_service,maintenance_overdue_km_pre_service,overdue_maintenance_days_at_failure,overdue_maintenance_km_at_failure,previous_failure_count,failure_hazard_score,primary_fault_component,failure_severity
SVC002961,910.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000681,,PERIODIC,GENERAL_SAFETY_INSPECTION,,,0.0,WALK_IN,2025-08-17 16:05:00,147719,MANUAL,VALID,0,DELIVERED,2025-08-20 16:05:00,2025-08-20 15:35:00,2025-08-21 12:36:00,Kullanıcı arıza kontrolü talep etti.,,257,910.0,0.0,45.5,172.9,1037.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,6.0,520.5,,,0,0.0662643,,
SVC002962,3045.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000681,,PERIODIC,ENGINE_OIL_CHANGE,149118.1,2026-07-04,9.0,WALK_IN,2025-09-19 13:02:00,150098,MANUAL,VALID,0,DELIVERED,2025-09-19 13:02:00,2025-09-19 17:44:00,2025-09-19 08:46:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,123,2010.0,1035.0,0.0,609.0,3654.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,6.0,520.5,,,0,0.0716314,,
SVC002963,3302.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000681,,REPAIR,FAULT_EVENT,159398.3,2026-11-20,,WALK_IN,2026-02-25 16:08:00,159946,MANUAL,VALID,0,DELIVERED,2026-02-25 16:08:00,2026-02-25 16:35:00,2026-02-25 17:43:00,Periyodik bakım zamanı geldi.,,72,2900.0,402.0,148.1,630.7800000000001,3784.6800000000003,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,9.0,979.8999999999942,9.0,979.8999999999942,0,0.0734013,BRAKES,LOW
SVC002964,6870.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000681,APT001662,REPAIR,FAULT_EVENT,,,,APPOINTMENT,2026-04-18 17:29:00,163335,MANUAL,VALID,0,DELIVERED,2026-04-18 17:29:00,2026-04-18 16:59:00,2026-04-20 09:35:00,Sürüş sırasında motosiklet aniden stop etti.,,117,4770.0,2100.0,0.0,1374.0,8244.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,9.0,547.7000000000116,9.0,547.7000000000116,1,0.0873566,TRANSMISSION,LOW
SVC002965,1410.0,0.03,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000681,APT001663,PERIODIC,ENGINE_OIL_CHANGE,164445.9,2027-02-25,10.0,APPOINTMENT,2026-05-13 13:50:00,165261,MANUAL,VALID,0,DELIVERED,2026-05-13 13:50:00,2026-05-13 17:17:00,2026-05-13 11:23:00,Kilometre bakımı için servise getirildi.,,99,1070.0,340.0,42.3,273.54,1641.24,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,9.0,547.7000000000116,,,2,0.0992775,,
SVC002966,2230.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000681,,PERIODIC,ENGINE_OIL_CHANGE,169760.5,2027-05-13,5.0,WALK_IN,2026-07-15 10:44:00,170032,MANUAL,VALID,0,DELIVERED,2026-07-15 10:44:00,2026-07-15 12:08:00,2026-07-17 14:14:00,Kilometre bakımı için servise getirildi.,,103,1890.0,340.0,0.0,446.0,2676.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,10.0,815.1000000000058,,,2,0.0997415,,
SVC002967,1365.0,0.03,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000682,,PERIODIC,GENERAL_SAFETY_INSPECTION,,,0.0,WALK_IN,2024-05-05 13:24:00,10596,MANUAL,VALID,0,DELIVERED,2024-05-05 13:24:00,2024-05-06 14:09:00,2024-05-06 10:47:00,Mekanik sorun şüphesiyle genel kontrol istendi.,,174,740.0,625.0,40.95,264.81,1588.86,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.024684,,
SVC002968,1226.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000682,,PERIODIC,ENGINE_OIL_CHANGE,14417.9,2025-03-05,9.0,WALK_IN,2025-03-14 16:49:00,13651,MANUAL,VALID,0,DELIVERED,2025-03-14 16:49:00,2025-03-14 15:55:00,2025-03-14 16:10:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,157,730.0,496.0,61.3,232.94000000000003,1397.64,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0243603,,
SVC002969,1822.0,0.08,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0001,C000486,MC000682,,PERIODIC,ENGINE_OIL_CHANGE,17651.0,2026-03-14,6.0,WALK_IN,2026-02-27 13:53:00,17919,MANUAL,VALID,0,DELIVERED,2026-02-27 13:53:00,2026-02-27 09:37:00,2026-03-02 11:32:00,Genel bakım ve kontroller talep edildi.,,65,1260.0,562.0,145.76,335.24800000000005,2011.488,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,9.0,0.0,,,0,0.0312614,,
SVC002970,1250.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0007,C000487,MC000683,APT001664,PERIODIC,ENGINE_OIL_CHANGE,73114.6,2025-10-23,13.0,APPOINTMENT,2025-06-18 09:12:00,73674,MANUAL,VALID,0,DELIVERED,2025-06-18 09:12:00,2025-06-18 15:44:00,2025-06-18 11:07:00,Kilometre bakımı için servise getirildi.,,141,870.0,380.0,0.0,250.0,1500.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.040385,,
SVC002971,7497.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0007,C000487,MC000683,,PERIODIC,ENGINE_OIL_CHANGE,78673.5,2026-06-18,16.0,WALK_IN,2025-10-23 17:54:00,79157,MANUAL,VALID,0,DELIVERED,2025-10-23 17:54:00,2025-10-23 16:36:00,2025-10-23 17:19:00,Genel bakım ve kontroller talep edildi.,,157,4160.0,3337.0,374.85,1424.43,8546.58,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,13.0,559.3999999999942,,,0,0.0454673,,
SVC002972,2410.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0007,C000487,MC000683,,PERIODIC,ENGINE_OIL_CHANGE,84156.6,2026-10-23,7.0,WALK_IN,2026-03-10 11:15:00,84561,MANUAL,VALID,0,DELIVERED,2026-03-10 11:15:00,2026-03-10 17:38:00,2026-03-10 13:30:00,Genel bakım ve kontroller talep edildi.,,37,2000.0,410.0,0.0,482.0,2892.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,16.0,483.5,,,0,0.0533477,,
SVC002973,3460.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0007,C000487,MC000683,APT001665,PERIODIC,ENGINE_OIL_CHANGE,89561.5,2027-03-10,0.0,APPOINTMENT,2026-07-10 17:12:00,89610,MANUAL,VALID,0,DELIVERED,2026-07-10 17:12:00,2026-07-10 16:10:00,2026-07-10 17:43:00,Genel bakım ve kontroller talep edildi.,,35,2350.0,1110.0,0.0,692.0,4152.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,7.0,404.3999999999942,,,0,0.0482647,,
SVC002974,1730.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0007,C000487,MC000684,APT001666,PERIODIC,ENGINE_OIL_CHANGE,44641.5,2026-08-16,2.0,APPOINTMENT,2026-03-25 08:46:00,44719,MANUAL,VALID,0,DELIVERED,2026-03-25 08:46:00,2026-03-25 17:54:00,2026-03-27 17:57:00,Genel bakım ve kontroller talep edildi.,,112,1230.0,500.0,0.0,346.0,2076.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0466879,,
SVC002975,1344.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0007,C000487,MC000685,,PERIODIC,ENGINE_OIL_CHANGE,41309.9,2026-04-14,14.0,WALK_IN,2025-11-07 18:14:00,41665,MANUAL,VALID,0,DELIVERED,2025-11-07 18:14:00,2025-11-07 12:24:00,2025-11-07 11:02:00,Genel bakım ve kontroller talep edildi.,,144,1080.0,264.0,0.0,268.8,1612.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.058011,,
SVC002976,210.0,0.03,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,17356.3,2022-06-03,10.0,WALK_IN,2021-07-15 14:50:00,18790,MANUAL,VALID,0,DELIVERED,2021-07-15 14:50:00,2021-07-15 10:59:00,2021-07-15 17:32:00,Genel bakım ve kontroller talep edildi.,,135,140.0,70.0,6.3,36.666,240.36599999999999,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0279582,,
SVC002977,380.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,28338.0,2022-08-28,9.0,WALK_IN,2021-10-11 17:53:00,30037,CUSTOMER_REPORTED,VALID,0,DELIVERED,2021-10-11 17:53:00,2021-10-11 15:31:00,2021-10-11 12:11:00,Genel bakım ve kontroller talep edildi.,,115,310.0,70.0,0.0,68.39999999999999,448.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,10.0,1433.7000000000007,,,0,0.0339065,,
SVC002978,260.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001667,PERIODIC,ENGINE_OIL_CHANGE,33787.4,2022-10-11,24.0,APPOINTMENT,2021-11-30 17:41:00,37158,MANUAL,VALID,0,DELIVERED,2021-11-30 17:41:00,2021-11-30 17:12:00,2021-11-30 09:44:00,Periyodik bakım zamanı geldi.,,138,190.0,70.0,0.0,46.8,306.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,9.0,1699.0,,,0,0.0321514,,
SVC002979,670.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001668,PERIODIC,ENGINE_OIL_CHANGE,40907.8,2022-11-30,15.0,APPOINTMENT,2022-01-14 09:21:00,42430,MANUAL,VALID,0,DELIVERED,2022-01-14 09:21:00,2022-01-14 09:29:00,2022-01-14 15:30:00,Kilometre bakımı için servise getirildi.,,106,560.0,110.0,0.0,120.6,790.6,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,24.0,3370.5999999999985,,,0,0.0396366,,
SVC002980,670.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001669,PERIODIC,ENGINE_OIL_CHANGE,46179.8,2023-01-14,0.0,APPOINTMENT,2022-02-21 16:56:00,46333,MANUAL,VALID,0,DELIVERED,2022-02-21 16:56:00,2022-02-21 15:11:00,2022-02-21 09:42:00,Kilometre bakımı için servise getirildi.,,86,560.0,110.0,0.0,120.6,790.6,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,15.0,1522.199999999997,,,0,0.0379491,,
SVC002981,290.0,0.03,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001670,PERIODIC,ENGINE_OIL_CHANGE,50082.7,2023-02-21,8.0,APPOINTMENT,2022-03-30 10:37:00,51387,CUSTOMER_REPORTED,VALID,0,DELIVERED,2022-03-30 10:37:00,2022-03-30 11:37:00,2022-03-30 09:46:00,Kilometre bakımı için servise getirildi.,,63,180.0,110.0,8.7,50.634,331.934,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,153.1999999999971,,,0,0.0348002,,
SVC002982,800.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001671,PERIODIC,ENGINE_OIL_CHANGE,55137.3,2023-03-30,0.0,APPOINTMENT,2022-05-02 15:40:00,55292,MANUAL,VALID,0,DELIVERED,2022-05-03 15:40:00,2022-05-03 10:57:00,2022-05-03 17:58:00,Periyodik bakım zamanı geldi.,,191,470.0,330.0,0.0,144.0,944.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,8.0,1304.300000000003,,,0,0.0415661,,
SVC002983,310.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,59042.2,2023-05-02,14.0,WALK_IN,2022-06-10 11:32:00,61331,ESTIMATED,ESTIMATED,1,DELIVERED,2022-06-10 11:32:00,2022-06-10 15:27:00,2022-06-10 10:11:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,64,200.0,110.0,0.0,55.8,365.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,154.6999999999971,,,0,0.0413639,,
SVC002984,600.0,0.03,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001672,PERIODIC,ENGINE_OIL_CHANGE,65081.4,2023-06-10,0.0,APPOINTMENT,2022-07-08 10:22:00,65240,MANUAL,VALID,0,DELIVERED,2022-07-08 10:22:00,2022-07-08 16:59:00,2022-07-08 15:57:00,Kilometre bakımı için servise getirildi.,,85,490.0,110.0,18.0,104.75999999999999,686.76,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,14.0,2288.800000000003,,,0,0.0427611,,
SVC002985,360.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001673,PERIODIC,ENGINE_OIL_CHANGE,73157.5,2023-08-09,3.0,APPOINTMENT,2022-09-10 17:42:00,73475,MANUAL,VALID,0,DELIVERED,2022-09-10 17:42:00,2022-09-10 17:42:00,2022-09-10 18:08:00,Kilometre bakımı için servise getirildi.,,39,250.0,110.0,0.0,64.8,424.8,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,158.59999999999854,,,0,0.0400589,,
SVC002986,1232.5,0.8,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,85511.2,2023-11-09,0.0,WALK_IN,2022-12-12 11:26:00,85815,MANUAL,VALID,0,DELIVERED,2022-12-12 11:26:00,2022-12-12 15:16:00,2022-12-13 09:55:00,Kilometre bakımı için servise getirildi.,,40,860.0,372.5,986.0,44.37,290.87,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,3.0,317.5,,,0,0.0411495,,
SVC002987,1180.0,0.05,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,89564.5,2023-12-12,15.0,WALK_IN,2023-02-04 12:45:00,91802,CUSTOMER_REPORTED,VALID,0,DELIVERED,2023-02-04 12:45:00,2023-02-04 16:14:00,2023-02-04 16:38:00,Periyodik bakım zamanı geldi.,,140,680.0,500.0,59.0,201.78,1322.78,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,303.8000000000029,,,0,0.0489352,,
SVC002988,1847.0,0.0,0.18,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001674,PERIODIC,ENGINE_OIL_CHANGE,95551.7,2024-02-04,8.0,APPOINTMENT,2023-03-17 12:28:00,96668,MANUAL,VALID,0,DELIVERED,2023-03-17 12:28:00,2023-03-17 11:58:00,2023-03-17 10:14:00,Periyodik bakım zamanı geldi.,,151,1250.0,597.0,0.0,332.46,2179.46,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,15.0,2237.5,,,0,0.0572004,,
SVC002989,2700.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001675,PERIODIC,ENGINE_OIL_CHANGE,118019.7,2024-08-08,9.0,APPOINTMENT,2023-09-19 14:00:00,119220,MANUAL,VALID,0,DELIVERED,2023-09-19 14:00:00,2023-09-19 11:48:00,2023-09-21 10:07:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,122,1250.0,1450.0,0.0,540.0,3240.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,8.0,1116.300000000003,,,0,0.0542666,,
SVC002990,3091.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001676,PERIODIC,ENGINE_OIL_CHANGE,172168.1,2025-11-23,11.0,APPOINTMENT,2025-01-17 14:15:00,173547,MANUAL,VALID,0,DELIVERED,2025-01-17 14:15:00,2025-01-17 16:13:00,2025-01-17 13:36:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,138,2600.0,491.0,0.0,618.2,3709.2,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,9.0,1200.300000000003,,,0,0.07586,,
SVC002991,2095.0,0.9,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,177297.0,2026-01-17,8.0,WALK_IN,2025-02-25 10:31:00,178003,MANUAL,VALID,0,DELIVERED,2025-02-25 10:31:00,2025-02-25 14:04:00,2025-02-25 16:47:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,69,1660.0,435.0,1885.5,41.900000000000006,251.4,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,11.0,1378.8999999999942,,,0,0.0725478,,
SVC002992,2706.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,187650.9,2026-04-19,7.0,WALK_IN,2025-05-26 10:50:00,188805,MANUAL,VALID,0,DELIVERED,2025-05-26 10:50:00,2025-05-26 16:58:00,2025-05-26 13:38:00,Kilometre bakımı için servise getirildi.,,82,2340.0,366.0,0.0,541.2,3247.2,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,8.0,706.0,,,0,0.0744281,,
SVC002993,1790.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001677,PERIODIC,ENGINE_OIL_CHANGE,192555.1,2026-05-26,21.0,APPOINTMENT,2025-07-15 14:11:00,195126,MANUAL,VALID,0,DELIVERED,2025-07-15 14:11:00,2025-07-15 10:25:00,2025-07-15 09:42:00,Periyodik bakım zamanı geldi.,,134,1470.0,320.0,0.0,358.0,2148.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,7.0,1154.1000000000058,,,0,0.0719118,,
SVC002994,6596.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001678,PERIODIC,ENGINE_OIL_CHANGE,198876.4,2026-07-15,0.0,APPOINTMENT,2025-08-14 11:01:00,199004,MANUAL,VALID,0,DELIVERED,2025-08-14 11:01:00,2025-08-14 10:44:00,2025-08-14 15:32:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,66,3470.0,3126.0,0.0,1319.2,7915.2,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,21.0,2570.899999999994,,,0,0.0770885,,
SVC002995,940.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,206611.0,2026-09-13,0.0,WALK_IN,2025-10-07 11:52:00,206725,MANUAL,VALID,0,DELIVERED,2025-10-07 11:52:00,2025-10-07 11:38:00,2025-10-08 12:31:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,101,620.0,320.0,0.0,188.0,1128.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,127.60000000000582,,,0,0.0748753,,
SVC002996,2600.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001679,PERIODIC,ENGINE_OIL_CHANGE,214617.6,2026-11-08,6.0,APPOINTMENT,2025-12-18 13:41:00,215509,MANUAL,VALID,0,DELIVERED,2025-12-18 13:41:00,2025-12-18 09:39:00,2025-12-18 15:44:00,Periyodik bakım zamanı geldi.,,118,1680.0,920.0,0.0,520.0,3120.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,114.0,,,0,0.0737373,,
SVC002997,2956.0,0.7,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,APT001680,PERIODIC,ENGINE_OIL_CHANGE,229360.2,2027-03-18,0.0,APPOINTMENT,2026-04-21 15:17:00,229470,MANUAL,VALID,0,DELIVERED,2026-04-21 15:17:00,2026-04-21 17:34:00,2026-04-21 15:12:00,Genel bakım ve kontroller talep edildi.,,102,2530.0,426.0,2069.2,177.36000000000004,1064.1600000000003,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,6.0,891.3999999999942,,,0,0.0879685,,
SVC002998,1040.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000686,,PERIODIC,ENGINE_OIL_CHANGE,233219.6,2027-04-21,30.0,WALK_IN,2026-06-23 17:11:00,237347,CUSTOMER_REPORTED,VALID,0,DELIVERED,2026-06-23 17:11:00,2026-06-23 15:03:00,2026-06-23 16:36:00,Periyodik bakım zamanı geldi.,,129,680.0,360.0,0.0,208.0,1248.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,109.79999999998836,,,0,0.0877185,,
SVC002999,4415.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000687,,PERIODIC,GENERAL_SAFETY_INSPECTION,,,0.0,WALK_IN,2024-08-05 14:27:00,26544,MANUAL,VALID,0,DELIVERED,2024-08-05 14:27:00,2024-08-05 16:30:00,2024-08-07 11:14:00,Marş/çalışma problemi nedeniyle acil kontrol istendi.,,147,3740.0,675.0,0.0,883.0,5298.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0619578,,
SVC003000,1272.0,0.05,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0003,C000488,MC000687,APT001681,PERIODIC,ENGINE_OIL_CHANGE,34078.6,2025-11-05,21.0,APPOINTMENT,2025-11-15 15:36:00,34414,MANUAL,VALID,0,DELIVERED,2025-11-15 15:36:00,2025-11-15 14:12:00,2025-11-17 12:59:00,Genel bakım ve kontroller talep edildi.,,144,1000.0,272.0,63.6,241.68000000000004,1450.0800000000002,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0673885,,
SVC003001,1760.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C000489,MC000688,APT001682,PERIODIC,ENGINE_OIL_CHANGE,6399.3,2025-07-13,0.0,APPOINTMENT,2025-06-03 12:28:00,6415,MANUAL,VALID,0,DELIVERED,2025-06-03 12:28:00,2025-06-03 12:51:00,2025-06-03 11:57:00,Periyodik bakım zamanı geldi.,,51,1340.0,420.0,0.0,352.0,2112.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0203281,,
SVC003002,7170.0,0.0,0.2,TRY,SYNTHETIC_SERVICE_TASKS_X_PART_PRICES,1.2.0,WS0010,C000489,MC000689,,PERIODIC,GENERAL_SAFETY_INSPECTION,,,0.0,WALK_IN,2024-11-12 09:08:00,21963,MANUAL,VALID,0,DELIVERED,2024-11-12 09:08:00,2024-11-12 09:26:00,2024-11-12 13:25:00,Motosiklet çalışıyor ancak ciddi performans kaybı var.,,60,3070.0,4100.0,0.0,1434.0,8604.0,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.2.0,42,HAZARD_EVENT_SIM_V1_2,0.0,0.0,,,0,0.0223601,,
