motorcycle_id,event_at,outcome,event_type,behavior_group,usage_type,policy_group,days_due_ratio,km_due_ratio,max_due_ratio,hazard
MC001019,2026-01-05 16:00:00,SERVICE,TIRE,SLIGHTLY_LATE,TOURING,ICE_50_AIR_BELT,0.6310746064339493,3.1173279569892474,3.1173279569892474,0.0323994499915873
MC001019,2026-05-25 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_50_AIR_BELT,0.38147387634040614,1.5929516129032273,1.5929516129032273,0.06759592785147049
MC001020,2025-06-12 14:00:00,SERVICE,REPAIR,REGULAR,COURIER,ICE_50_AIR_CHAIN,0.055815936573123434,0.17678888888888952,0.17678888888888952,0.0020780375770020534
MC001020,2026-01-15 10:00:00,SERVICE,TIRE,REGULAR,COURIER,ICE_50_AIR_CHAIN,0.5925165411818389,1.8272487455197115,1.8272487455197115,0.028381873648704186
MC001022,2025-05-17 00:00:00,NO_SHOW,PERIODIC,SLIGHTLY_LATE,TRACK,ICE_50_AIR_CHAIN,0.34316069663092247,1.3307150537634442,1.3307150537634442,0.07489013327724917
MC001022,2025-07-12 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TRACK,ICE_50_AIR_CHAIN,0.49648034071032016,1.9592043010752727,1.9592043010752727,0.09395754554462805
MC001022,2025-10-11 16:00:00,SERVICE,REPAIR,SLIGHTLY_LATE,TRACK,ICE_50_AIR_CHAIN,0.24754734200319417,0.9615322580645151,0.9615322580645151,0.003043535249828884
MC001022,2026-01-17 00:00:00,CANCELLED,PERIODIC,SLIGHTLY_LATE,TRACK,ICE_50_AIR_CHAIN,0.26648414328085784,1.136112903225808,1.136112903225808,0.044068363918896666
MC001022,2026-04-25 13:00:00,SERVICE,TIRE,SLIGHTLY_LATE,TRACK,ICE_50_AIR_CHAIN,0.5347935204198038,2.463702329749106,2.463702329749106,0.03234670151497273
MC001024,2026-06-10 11:00:00,SERVICE,PERIODIC,IRREGULAR,WEEKEND,ICE_350_LIQUID_BELT,1.033183131797095,0.6947033333333326,1.033183131797095,0.02268419991941203
MC001026,2026-08-05 00:00:00,NO_SHOW,TIRE,SLIGHTLY_LATE,WEEKEND,ICE_50_AIR_BELT,1.2644053730321698,5.319333333333334,5.319333333333334,0.03239999999988879
MC001026,2026-08-19 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_50_AIR_BELT,1.3027352840520192,5.319333333333334,5.319333333333334,0.07393855353433645
MC001029,2024-10-26 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_SCOOTER_BELT,0.5364581590488504,1.1255354838709675,1.1255354838709675,0.05005234090937048
MC001029,2025-05-31 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_SCOOTER_BELT,0.592288386949578,0.9406064516129038,0.9406064516129038,0.047061956256604934
MC001029,2025-11-22 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_SCOOTER_BELT,0.4780971937029432,0.872438064516129,0.872438064516129,0.024049975634169236
MC001029,2026-06-20 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_SCOOTER_BELT,0.5735797399041752,1.1848300000000003,1.1848300000000003,0.07972649226764211
MC001031,2026-07-10 00:00:00,CANCELLED,TIRE,IRREGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.9379105508657186,2.7373440860215053,2.7373440860215053,0.03239213960458757
MC001032,2026-05-22 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_50_AIR_CHAIN,0.6516084873374401,1.050107526881721,1.050107526881721,0.04671161516038431
MC001035,2022-08-28 11:00:00,SERVICE,TIRE,REGULAR,SEASONAL,ICE_125_AIR_CHAIN,0.785763175906913,1.2434290322580643,1.2434290322580643,0.0037505888770512303
MC001035,2023-02-26 16:00:00,SERVICE,REPAIR,REGULAR,SEASONAL,ICE_125_AIR_CHAIN,0.49703399498060685,0.8181745391705066,0.8181745391705066,0.0016107946611909649
MC001035,2023-05-28 10:00:00,SERVICE,REPAIR,REGULAR,SEASONAL,ICE_125_AIR_CHAIN,0.24731918777093315,0.49165126728110625,0.49165126728110625,0.0016656064339493496
MC001036,2024-10-03 00:00:00,CANCELLED,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.2678537658123558,1.028693548387096,1.028693548387096,0.023888650622693686
MC001036,2025-01-16 13:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.5553280984612264,2.1275,2.1275,0.05809684100159647
MC001036,2025-06-26 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.4393109742185718,1.9508000000000005,1.9508000000000005,0.07453755648048804
MC001036,2025-07-03 08:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.017453798767967144,0.10293118279569899,0.10293118279569899,0.0014144210227188935
MC001036,2025-11-13 00:00:00,NO_SHOW,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.3632215377595254,1.5308521505376338,1.5308521505376338,0.04127824867196826
MC001036,2026-02-19 09:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.6315309148984714,2.5071914362519188,2.5071914362519188,0.003474702492973144
MC001036,2026-07-16 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.40143737166324434,1.6517440476190484,1.6517440476190484,0.06217776952247766
MC001037,2025-09-08 10:00:00,SERVICE,BREAKDOWN,IRREGULAR,COMMUTER,ICE_50_AIR_CHAIN,0.1711562666362461,0.46066666666666667,0.46066666666666667,0.0022100256212575498
MC001037,2025-09-15 11:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_50_AIR_CHAIN,0.018024184348619667,0.057866666666666185,0.057866666666666185,0.0014033867505182885
MC001037,2026-05-04 09:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_50_AIR_CHAIN,0.6311886835500798,1.5813591397849474,1.5813591397849474,0.08430270438169443
MC001038,2025-11-10 00:00:00,NO_SHOW,PERIODIC,IRREGULAR,COMMUTER,ICE_125_LIQUID_BELT,0.57229111212513,0.993625,0.993625,0.026917658109080138
MC001038,2026-02-23 14:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_125_LIQUID_BELT,0.8597654447740005,1.3065744047619046,1.3065744047619046,0.0575816855268118
MC001045,2026-04-17 11:00:00,SERVICE,REPAIR,SLIGHTLY_LATE,WEEKEND,ICE_650_TWIN_LIQUID_CHAIN,0.4977690001774533,0.07821000000000003,0.4977690001774533,0.001492673579739904
MC001046,2026-03-02 08:00:00,SERVICE,REPAIR,SLIGHTLY_LATE,COMMUTER,ICE_125_SCOOTER_BELT,1.37830801455117,1.5926548387096773,1.5926548387096773,0.0016843764544832306
MC001047,2024-08-09 08:00:00,SERVICE,PERIODIC,REGULAR,WEEKEND,ICE_50_AIR_CHAIN,0.15203057266712297,0.5122634408602147,0.5122634408602147,0.004804671845666944
MC001048,2025-10-28 15:00:00,SERVICE,REPAIR,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.28502119933074754,1.4358290322580636,1.4358290322580636,0.0022267476386036962
MC001048,2026-03-17 13:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.3815879534565366,1.045932258064518,1.045932258064518,0.026134802373990434
MC001048,2026-07-21 00:00:00,NO_SHOW,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.3434861966689482,1.9516225806451577,1.9516225806451577,0.05370567224971307
MC001050,2026-05-08 11:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.706459743453241,2.2013978494623636,2.2013978494623636,0.032068609877771936
MC001050,2026-07-17 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.19039470682181156,0.9145806451612928,0.9145806451612928,0.017771525625261433
MC001050,2026-08-07 10:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.05612594113620808,0.19668817204301012,0.19668817204301012,0.0039350231915423715
MC001051,2024-12-25 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.3614655106852232,2.037381720430106,2.037381720430106,0.04026637605051771
MC001051,2025-07-16 10:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.554757015742642,2.896118279569894,2.896118279569894,0.032397412784059734
MC001051,2025-09-24 00:00:00,CANCELLED,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.19050878393794204,1.2737333333333323,1.2737333333333323,0.029989388235285297
MC001051,2026-03-11 08:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.6504677161761351,3.0459032258064496,3.0459032258064496,0.05769841806589246
MC001051,2026-06-24 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.28656171571982664,2.0144023297491076,2.0144023297491076,0.05834671922598184
MC001060,2026-02-16 10:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.555023005551753,2.144482142857145,2.144482142857145,0.031908898766165705
MC001060,2026-07-20 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.4204882500570386,2.6771952764976934,2.6771952764976934,0.044287961953424486
MC001061,2025-03-18 15:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.4966645435647831,1.3381989247311818,1.3381989247311818,0.006321084505005831
MC001061,2025-08-12 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.4007529089664613,1.3351666666666666,1.3351666666666666,0.07406247728374542
MC001061,2025-11-18 11:00:00,SERVICE,REPAIR,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.2672826830937714,0.9396066308243753,0.9396066308243753,0.0031234008898015056
MC001068,2025-12-24 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_250_LIQUID_CHAIN,1.0522276091971507,0.07161935483870965,1.0522276091971507,0.021531705201126912
MC001069,2024-07-27 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_LIQUID_BELT,0.5926100527289782,1.0870080645161289,1.0870080645161289,0.031568188610659596
MC001069,2025-10-11 16:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COMMUTER,ICE_125_LIQUID_BELT,1.2055669632671686,1.7351639784946238,1.7351639784946238,0.025525950674887127
MC001070,2025-03-12 14:00:00,SERVICE,PERIODIC,IRREGULAR,WEEKEND,ICE_125_LIQUID_BELT,0.5546731056861105,1.441591397849462,1.441591397849462,0.024127264267024207
MC001070,2025-07-30 15:00:00,SERVICE,PERIODIC,IRREGULAR,WEEKEND,ICE_125_LIQUID_BELT,0.3817020305726671,1.3155268817204293,1.3155268817204293,0.02196597060173039
MC001070,2025-12-10 11:00:00,SERVICE,TIRE,IRREGULAR,WEEKEND,ICE_125_LIQUID_BELT,0.3624229979466119,1.0698279569892475,1.0698279569892475,0.0014729655963854533
MC001070,2026-05-13 14:00:00,SERVICE,PERIODIC,IRREGULAR,WEEKEND,ICE_125_LIQUID_BELT,0.420374172940908,1.3459462365591413,1.3459462365591413,0.02469802653163173
MC001070,2026-08-19 09:00:00,SERVICE,PERIODIC,IRREGULAR,WEEKEND,ICE_125_LIQUID_BELT,0.26671229751311887,1.2876075268817198,1.2876075268817198,0.01935777932997645
MC001072,2024-12-03 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_CHAIN,0.42026199711004636,1.2058333333333333,1.2058333333333333,0.03425300230169786
MC001073,2025-07-04 11:00:00,SERVICE,BREAKDOWN,IRREGULAR,WEEKEND,ICE_50_AIR_CHAIN,0.5557837097878165,1.1717795698924736,1.1717795698924736,0.0023132119610042344
MC001073,2026-01-02 13:00:00,SERVICE,PERIODIC,IRREGULAR,WEEKEND,ICE_50_AIR_CHAIN,0.49703399498060685,1.3302365591397842,1.3302365591397842,0.053983574426445406
MC001073,2026-07-17 16:00:00,SERVICE,PERIODIC,IRREGULAR,WEEKEND,ICE_50_AIR_CHAIN,0.5351357517681953,1.7529946236559142,1.7529946236559142,0.08607832795952308
MC001075,2024-07-25 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.40167610971683526,1.3826645161290319,1.3826645161290319,0.03394218783463221
MC001075,2024-10-31 08:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.26671229751311887,0.9195870967741939,0.9195870967741939,0.01108914775363892
MC001075,2025-07-10 00:00:00,CANCELLED,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.6890257814282454,1.6073161290322575,1.6073161290322575,0.039078830266784596
MC001075,2025-10-23 00:00:00,NO_SHOW,TIRE,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,0.9765001140771162,2.5226096774193545,2.5226096774193545,0.03236469165123958
MC001075,2025-11-27 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_CHAIN,1.0723248916267398,2.693451720430108,2.693451720430108,0.034035640025998876
MC001076,2025-04-18 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.3055240892843562,1.4889444444444453,1.4889444444444453,0.0409997218389868
MC001076,2025-08-15 14:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.3240930869267625,2.08029211469534,2.08029211469534,0.03163695848746967
MC001076,2025-10-03 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.1325576089436459,0.8628010752688157,0.8628010752688157,0.009519761329962401
MC001076,2026-03-06 13:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.419917864476386,2.3078602150537626,2.3078602150537626,0.03224185451858702
MC001076,2026-07-31 15:00:00,SERVICE,TIRE,SLIGHTLY_LATE,COURIER,ICE_50_AIR_BELT,0.40098106319872234,3.186387096774197,3.186387096774197,0.03239966082161312
MC001077,2024-09-01 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_125_SCOOTER_BELT,0.5936511965421959,1.1793266666666662,1.1793266666666662,0.03196877391981804
MC001077,2026-02-15 08:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_125_SCOOTER_BELT,1.4548254620123204,2.204751904761905,2.204751904761905,0.0601743886056847
MC001078,2026-04-04 15:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_125_AIR_CHAIN,1.5120088980150583,0.3073166666666664,1.5120088980150583,0.05228793475637475
MC001079,2026-05-22 00:00:00,CANCELLED,PERIODIC,IRREGULAR,SEASONAL,ICE_250_LIQUID_CHAIN,0.9555572033361218,0.0751,0.9555572033361218,0.02455293634467714
MC001080,2022-12-10 00:00:00,NO_SHOW,REPAIR,SLIGHTLY_LATE,WEEKEND,ICE_125_SCOOTER_BELT,0.09582477754962354,0.15483225806451592,0.15483225806451592,0.0018198510609171799
MC001081,2024-06-03 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_125_OIL_CHAIN,0.1516217646462342,0.04083333333333285,0.1516217646462342,0.00217356392986659
MC001081,2025-04-07 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_125_OIL_CHAIN,0.842117271275382,0.23456000000000057,0.842117271275382,0.025689388161365786
MC001083,2024-03-07 12:00:00,SERVICE,PERIODIC,IRREGULAR,TOURING,ICE_250_LIQUID_CHAIN,1.3415468856947297,0.1271322580645161,1.3415468856947297,0.09319488038020067
MC001083,2025-04-10 14:00:00,SERVICE,TIRE,IRREGULAR,TOURING,ICE_250_LIQUID_CHAIN,1.0910335386721424,0.13933440860215052,1.0910335386721424,0.00040164671201384103
MC001084,2026-01-26 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_125_LIQUID_BELT,0.4961028722082795,1.611032258064515,1.611032258064515,0.04852431503986341
MC001084,2026-08-24 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COURIER,ICE_125_LIQUID_BELT,0.5735797399041752,1.9179677419354848,1.9179677419354848,0.061606013599925534
MC001085,2025-10-02 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_125_AIR_CHAIN,1.2055175615382665,0.28395806451612915,1.2055175615382665,0.040211704919138926
MC001086,2022-12-04 16:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.17011128856440286,0.6721838709677425,0.6721838709677425,0.0019344513027604391
MC001086,2023-02-05 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.17065936573123433,0.9551839861751156,0.9551839861751156,0.045106545470917296
MC001086,2023-05-28 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.3053844398813598,1.6111547235023027,1.6111547235023027,0.12661517126019983
MC001086,2023-07-16 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.1327857631759069,0.8720774193548394,0.8720774193548394,0.03759110823473339
MC001086,2023-10-22 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.26648414328085784,1.9238387096774183,1.9238387096774183,0.09641302690766622
MC001086,2024-04-14 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.47741273100616016,2.0461912903225805,2.0461912903225805,0.14434284828403546
MC001086,2024-06-30 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.20944558521560575,1.43755,1.43755,0.11134748173913207
MC001086,2024-11-03 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.34394250513347024,2.8491700000000013,2.8491700000000013,0.10053617278683342
MC001086,2025-01-19 16:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,OFFROAD,ICE_125_SCOOTER_BELT,0.20944558521560575,1.1805854838709666,1.1805854838709666,0.06630902082411429
MC001090,2026-06-04 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_LIQUID_BELT,1.43627725175552,0.323722222222222,1.43627725175552,0.037914807136096386
MC001090,2026-06-25 12:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,COMMUTER,ICE_125_LIQUID_BELT,0.05624001825233858,0.023333333333333334,0.05624001825233858,0.0023355318619224406
MC001092,2026-04-01 10:00:00,SERVICE,REPAIR,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_BELT,0.6899383983572895,1.0874233333333336,1.0874233333333336,0.0024431620807665983
MC001093,2025-02-24 09:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_250_LIQUID_CHAIN,1.4735725150201537,0.29014285714285726,1.4735725150201537,0.06338506134759021
MC001093,2025-09-29 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_250_LIQUID_CHAIN,0.5930869267624914,0.18715714285714274,0.5930869267624914,0.0065740816266728576
MC001093,2026-08-24 11:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,COMMUTER,ICE_250_LIQUID_CHAIN,0.8994980606890258,0.2133,0.8994980606890258,0.002498797662859838
MC001094,2025-04-18 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,SEASONAL,ICE_50_AIR_BELT,0.38266167262402717,1.7809166666666667,1.7809166666666667,0.088214960574954
MC001094,2025-06-27 08:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,SEASONAL,ICE_50_AIR_BELT,0.19005247547342005,1.790299999999998,1.790299999999998,0.08853856071264145
MC001094,2025-08-29 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,SEASONAL,ICE_50_AIR_BELT,0.17157198266027834,1.163181182795699,1.163181182795699,0.04776568284254455
MC001094,2026-02-13 16:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,SEASONAL,ICE_50_AIR_BELT,0.45824777549623547,2.172221198156685,2.172221198156685,0.005916134529023777
MC001094,2026-05-01 00:00:00,CANCELLED,PERIODIC,SLIGHTLY_LATE,SEASONAL,ICE_50_AIR_BELT,0.20898927675108372,1.27787019969278,1.27787019969278,0.06635027447170469
MC001094,2026-07-10 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,SEASONAL,ICE_50_AIR_BELT,0.40063883185033083,3.276633640552997,3.276633640552997,0.09355472013226317
MC001096,2026-07-26 10:00:00,SERVICE,BREAKDOWN,IRREGULAR,WEEKEND,ICE_50_AIR_CHAIN,0.8407232172281797,8.994166666666667,8.994166666666667,0.004254502828124269
MC001097,2026-06-13 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_LIQUID_BELT,0.38318252972342637,1.1677638888888882,1.1677638888888882,0.06313096727638333
MC001098,2024-02-19 14:00:00,SERVICE,TIRE,IRREGULAR,COMMUTER,ICE_125_SCOOTER_BELT,0.7650638831850332,0.7367482758620688,0.7650638831850332,0.0005074864193835687
MC001098,2025-08-11 15:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_125_SCOOTER_BELT,1.4741044946383755,1.409203337041157,1.4741044946383755,0.03070622886639058
MC001098,2026-05-25 08:00:00,SERVICE,BREAKDOWN,IRREGULAR,COMMUTER,ICE_125_SCOOTER_BELT,0.7840520191649555,0.5792387096774196,0.7840520191649555,0.0025549672029612997
MC001099,2026-01-14 08:00:00,SERVICE,BREAKDOWN,IRREGULAR,COMMUTER,ICE_50_AIR_BELT,0.30421990265419424,0.5766182795698914,0.5766182795698914,0.0026249172023358894
MC001099,2026-06-03 00:00:00,NO_SHOW,REPAIR,IRREGULAR,COMMUTER,ICE_50_AIR_BELT,0.3823864932694501,0.85260394265233,0.85260394265233,0.002701072142368241
MC001106,2026-06-29 08:00:00,SERVICE,BREAKDOWN,REGULAR,WEEKEND,ICE_250_LIQUID_CHAIN,0.15331964407939766,0.11203999999999942,0.15331964407939766,0.002051349349321314
MC001111,2025-09-29 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.6321813129008543,1.3601333333333339,1.3601333333333339,0.05990726617532065
MC001111,2026-07-06 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_CHAIN,0.7653433721195528,1.2163344086021497,1.2163344086021497,0.06494884601480198
MC001115,2026-05-29 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_AIR_BELT,0.5728867214236824,1.2107838709677394,1.2107838709677394,0.05721365136301571
MC001116,2025-09-24 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_OIL_CHAIN,0.1898242578649834,0.11796666666666643,0.1898242578649834,0.001529211645047449
MC001116,2026-04-08 08:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_OIL_CHAIN,0.5349075975359343,0.19488333333333357,0.5349075975359343,0.006439608024593345
MC001118,2026-07-13 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_50_AIR_BELT,0.4204679063046619,2.0226182795698913,2.0226182795698913,0.07427617354007063
MC001123,2026-02-28 12:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_SMALL_SCOOTER_BELT,0.5148598435875986,3.207057142857142,3.207057142857142,0.05056071726672544
MC001123,2026-04-04 16:00:00,SERVICE,BREAKDOWN,IRREGULAR,COMMUTER,ICE_SMALL_SCOOTER_BELT,0.0944558521560575,0.5220528571428585,0.5220528571428585,0.0034405149598063845
MC001123,2026-08-15 16:00:00,SERVICE,PERIODIC,IRREGULAR,COMMUTER,ICE_SMALL_SCOOTER_BELT,0.36230892083048144,1.8788899999999995,1.8788899999999995,0.04608786138686235
MC001127,2026-08-07 11:00:00,SERVICE,PERIODIC,REGULAR,SEASONAL,ICE_50_AIR_CHAIN,0.5160882006236216,1.983,1.983,0.11266959682226388
MC001128,2026-02-13 11:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.4206094569929272,1.4618630952380942,1.4618630952380942,0.035679670341750694
MC001128,2026-07-17 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.420374172940908,1.67544335637481,1.67544335637481,0.04460209681450286
MC001128,2026-08-07 16:00:00,SERVICE,BREAKDOWN,SLIGHTLY_LATE,COMMUTER,ICE_50_AIR_BELT,0.05635409536846908,0.19802688172042932,0.19802688172042932,0.0027197299238525944
MC001137,2026-06-01 15:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_125_AIR_BELT,1.1493066329505413,1.5117199999999997,1.5117199999999997,0.09924817430204397
MC001138,2026-03-05 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_200_LIQUID_CHAIN,1.529306347757751,0.2792580645161288,1.529306347757751,0.08819708989972616
MC001138,2026-06-25 13:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,TOURING,ICE_200_LIQUID_CHAIN,0.6100844170659366,0.13820193548387105,0.6100844170659366,0.011405226410320922
MC001139,2025-03-27 10:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_LIQUID_BELT,1.0328979390067685,0.9888440860215051,1.0328979390067685,0.03914011465064991
MC001139,2025-12-18 08:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,COMMUTER,ICE_125_LIQUID_BELT,0.7271275382158339,0.5766801075268826,0.7271275382158339,0.009979722746251772
MC001140,2025-03-29 00:00:00,CANCELLED,PERIODIC,REGULAR,TOURING,ICE_350_LIQUID_BELT,1.1487223362993384,0.3751741935483871,1.1487223362993384,0.10898762536042408
MC001140,2025-07-05 12:00:00,SERVICE,PERIODIC,REGULAR,TOURING,ICE_350_LIQUID_BELT,1.4170317134382842,0.519,1.4170317134382842,0.14236408317216942
MC001140,2026-05-30 08:00:00,SERVICE,PERIODIC,REGULAR,TOURING,ICE_350_LIQUID_BELT,0.8993839835728953,0.25490967741935494,0.8993839835728953,0.06311257543984326
MC001142,2025-06-23 12:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_200_LIQUID_CHAIN,1.0718554642938627,0.1116,1.0718554642938627,0.05860665457585318
MC001142,2026-01-12 08:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_200_LIQUID_CHAIN,1.108829568788501,0.16586129032258032,1.108829568788501,0.04751966889456862
MC001142,2026-05-11 14:00:00,SERVICE,PERIODIC,SLIGHTLY_LATE,WEEKEND,ICE_200_LIQUID_CHAIN,0.6497832534793521,0.07138709677419393,0.6497832534793521,0.013870319588561249
