service_id,workshop_id,customer_id,motorcycle_id,appointment_id,service_type_code,primary_trigger_task,trigger_due_km,trigger_due_date,service_delay_days,arrival_mode,received_at,odometer_km,mileage_source,mileage_quality_flag,is_mileage_estimated,status,estimated_delivery_at,completed_at,delivered_at,customer_complaint,technician_notes,labor_minutes_pre_task,labor_total,parts_total,discount_total,tax_total,grand_total,is_breakdown,is_warranty,capture_origin,data_origin,generator_version,random_seed,scenario_id,maintenance_overdue_days_pre_service,maintenance_overdue_km_pre_service,overdue_maintenance_days_at_failure,overdue_maintenance_km_at_failure,previous_failure_count,failure_hazard_score,primary_fault_component,failure_severity
SVC012426,WS0009,C002126,MC003021,APT007159,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2024-04-15 12:50:00,63981,MANUAL,VALID,0,DELIVERED,2024-04-15 12:50:00,2024-04-15 12:50:00,2024-04-15 12:50:00,Genel bakım ve kontroller talep edildi.,,59,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0409265,,
SVC012427,WS0009,C002126,MC003021,,REPAIR,FAULT_EVENT,71370.7,2025-04-15 00:00:00.000000000,,WALK_IN,2024-08-26 11:57:16,67465,MANUAL,VALID,0,DELIVERED,2024-08-26 11:57:16,2024-08-26 13:36:16,2024-08-27 13:13:16,Periyodik bakım zamanı geldi.,,125,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,0.0,0.0,0,0.0454237,INTAKE,LOW
SVC012428,WS0009,C002126,MC003021,APT007160,PERIODIC,ENGINE_OIL_CHANGE,70465.0,2025-08-26 17:57:16.079749402,0.0,APPOINTMENT,2024-12-03 01:05:31,68932,MANUAL,VALID,0,DELIVERED,2024-12-03 01:05:31,2024-12-03 01:05:31,2024-12-03 01:05:31,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,46,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,1,0.0539903,,
SVC012429,WS0009,C002126,MC003021,,PERIODIC,ENGINE_OIL_CHANGE,71932.0,2025-12-03 07:05:31.007427231,0.0,WALK_IN,2025-05-13 16:20:35,71227,MANUAL,VALID,0,DELIVERED,2025-05-13 16:20:35,2025-05-13 16:20:35,2025-05-13 20:56:35,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,50,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,1,0.0507574,,
SVC012430,WS0009,C002126,MC003021,APT007161,PERIODIC,ENGINE_OIL_CHANGE,74227.0,2026-05-13 22:20:34.518961063,0.0,APPOINTMENT,2025-09-16 13:18:34,74863,CUSTOMER_REPORTED,VALID,0,DELIVERED,2025-09-16 13:18:34,2025-09-16 13:18:34,2025-09-16 13:18:34,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,88,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,1,0.0607273,,
SVC012431,WS0005,C002127,MC003022,APT007162,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2022-06-06 13:04:00,69654,MANUAL,VALID,0,DELIVERED,2022-06-06 13:04:00,2022-06-06 13:04:00,2022-06-07 09:16:00,Kilometre bakımı için servise getirildi.,,58,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0462305,,
SVC012432,WS0005,C002127,MC003022,APT007163,PERIODIC,ENGINE_OIL_CHANGE,74654.0,2023-06-06 19:04:00.000000000,0.0,APPOINTMENT,2023-05-04 04:54:50,74530,MANUAL,VALID,0,DELIVERED,2023-05-04 04:54:50,2023-05-04 04:54:50,2023-05-04 04:54:50,Genel bakım ve kontroller talep edildi.,,91,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0511395,,
SVC012433,WS0005,C002127,MC003022,APT007164,PERIODIC,ENGINE_OIL_CHANGE,79530.0,2024-05-03 10:54:49.840947244,0.0,APPOINTMENT,2024-04-01 07:56:31,79154,MANUAL,VALID,0,DELIVERED,2024-04-01 07:56:31,2024-04-01 12:15:31,2024-04-03 09:43:31,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,131,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.063768,,
SVC012434,WS0005,C002127,MC003022,APT007165,PERIODIC,ENGINE_OIL_CHANGE,84154.0,2025-04-01 13:56:31.065971684,0.0,APPOINTMENT,2025-02-15 02:04:02,83977,MANUAL,VALID,0,DELIVERED,2025-02-15 02:04:02,2025-02-15 02:04:02,2025-02-15 02:04:02,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,93,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0582409,,
SVC012435,WS0005,C002127,MC003022,,PERIODIC,ENGINE_OIL_CHANGE,88977.0,2026-02-15 08:04:02.215855740,0.0,WALK_IN,2025-11-20 01:24:45,88453,MANUAL,VALID,0,DELIVERED,2025-11-20 01:24:45,2025-11-20 09:58:45,2025-11-22 03:49:45,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,93,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0735806,,
SVC012436,WS0005,C002127,MC003022,APT007166,PERIODIC,ENGINE_OIL_CHANGE,93453.0,2026-11-20 07:24:45.105622092,0.0,APPOINTMENT,2026-06-29 10:59:39,91084,MANUAL,VALID,0,DELIVERED,2026-06-29 10:59:39,2026-06-29 12:04:39,2026-06-29 14:17:39,Genel bakım ve kontroller talep edildi.,,98,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0828153,,
SVC012437,WS0004,C002128,MC003023,,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,WALK_IN,2026-05-23 12:00:00,31061,MANUAL,VALID,0,DELIVERED,2026-05-23 12:00:00,2026-05-23 14:57:00,2026-05-23 14:57:00,Kilometre bakımı için servise getirildi.,,114,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0267685,,
SVC012438,WS0006,C002129,MC003025,,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,WALK_IN,2023-04-12 13:25:00,45247,MANUAL,VALID,0,DELIVERED,2023-04-12 13:25:00,2023-04-12 13:26:00,2023-04-12 13:26:00,Kilometre bakımı için servise getirildi.,,35,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0621108,,
SVC012439,WS0006,C002129,MC003025,,PERIODIC,ENGINE_OIL_CHANGE,51247.0,2024-04-11 19:25:00.000000000,0.0,WALK_IN,2023-09-23 04:33:59,49590,MANUAL,VALID,0,DELIVERED,2023-09-23 04:33:59,2023-09-23 04:33:59,2023-09-23 04:33:59,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,102,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0575093,,
SVC012440,WS0006,C002129,MC003025,APT007167,PERIODIC,ENGINE_OIL_CHANGE,55590.0,2024-09-22 10:33:58.596378726,0.0,APPOINTMENT,2024-03-14 03:19:52,53065,MANUAL,VALID,0,DELIVERED,2024-03-14 03:19:52,2024-03-14 03:19:52,2024-03-14 09:32:52,Genel bakım ve kontroller talep edildi.,,114,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0655049,,
SVC012441,WS0006,C002129,MC003025,,PERIODIC,ENGINE_OIL_CHANGE,59065.0,2025-03-14 09:19:52.262848646,0.0,WALK_IN,2024-09-07 00:04:33,57841,MANUAL,VALID,0,DELIVERED,2024-09-07 00:04:33,2024-09-07 00:04:33,2024-09-07 06:01:33,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,175,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0763238,,
SVC012442,WS0006,C002129,MC003025,,PERIODIC,ENGINE_OIL_CHANGE,63841.0,2025-09-07 06:04:33.110065088,0.0,WALK_IN,2025-02-18 03:50:00,60510,MANUAL,VALID,0,DELIVERED,2025-02-18 03:50:00,2025-02-18 09:30:00,2025-02-18 09:30:00,Genel bakım ve kontroller talep edildi.,,93,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0726642,,
SVC012443,WS0006,C002129,MC003025,,PERIODIC,ENGINE_OIL_CHANGE,66510.0,2026-02-18 09:49:59.528662294,0.0,WALK_IN,2025-08-18 21:07:58,65707,MANUAL,VALID,0,DELIVERED,2025-08-18 21:07:58,2025-08-19 03:59:58,2025-08-21 20:37:58,Periyodik bakım zamanı geldi.,,97,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0754486,,
SVC012444,WS0006,C002129,MC003025,,PERIODIC,GENERAL_SAFETY_INSPECTION,71707.0,2026-08-19 03:07:57.837446114,0.0,WALK_IN,2026-02-10 15:59:53,69263,CUSTOMER_REPORTED,VALID,0,DELIVERED,2026-02-10 15:59:53,2026-02-10 15:59:53,2026-02-10 15:59:53,Yolda arıza sonrası servise getirildi.,,245,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0812704,,
SVC012445,WS0006,C002129,MC003025,,PERIODIC,ENGINE_OIL_CHANGE,75263.0,2027-02-10 21:59:53.094077440,0.0,WALK_IN,2026-08-24 23:59:59,72698,MANUAL,VALID,0,DELIVERED,2026-08-24 23:59:59,2026-08-24 23:59:59,2026-08-25 02:41:59,Periyodik bakım zamanı geldi.,,35,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0919012,,
SVC012446,WS0006,C002130,MC003026,APT007168,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2024-08-05 12:29:00,53013,MANUAL,VALID,0,DELIVERED,2024-08-05 12:29:00,2024-08-05 13:28:00,2024-08-05 13:28:00,Kilometre bakımı için servise getirildi.,,122,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.02997,,
SVC012447,WS0003,C002131,MC003027,APT007169,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2022-09-07 14:16:00,76934,MANUAL,VALID,0,DELIVERED,2022-09-07 14:16:00,2022-09-07 14:16:00,2022-09-07 14:16:00,Genel bakım ve kontroller talep edildi.,,93,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0429054,,
SVC012448,WS0003,C002131,MC003027,,PERIODIC,ENGINE_OIL_CHANGE,82934.0,2023-09-07 20:16:00.000000000,0.0,WALK_IN,2023-01-15 21:39:26,79971,MANUAL,VALID,0,DELIVERED,2023-01-15 21:39:26,2023-01-15 23:03:26,2023-01-15 23:03:26,Genel bakım ve kontroller talep edildi.,,88,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0572967,,
SVC012449,WS0003,C002131,MC003027,APT007170,PERIODIC,ENGINE_OIL_CHANGE,85971.0,2024-01-16 03:39:25.738583416,0.0,APPOINTMENT,2023-08-24 00:29:10,85398,MANUAL,VALID,0,DELIVERED,2023-08-24 00:29:10,2023-08-24 00:54:10,2023-08-24 22:44:10,Periyodik bakım zamanı geldi.,,120,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0588898,,
SVC012450,WS0003,C002131,MC003027,APT007171,PERIODIC,ENGINE_OIL_CHANGE,91398.0,2024-08-23 06:29:09.921165168,0.0,APPOINTMENT,2024-01-25 21:16:31,89076,MANUAL,VALID,0,DELIVERED,2024-01-26 21:16:31,2024-01-27 00:26:31,2024-01-27 00:26:31,Periyodik bakım zamanı geldi.,,69,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.054354,,
SVC012451,WS0003,C002131,MC003027,APT007172,PERIODIC,ENGINE_OIL_CHANGE,95076.0,2025-01-25 03:16:30.557098258,0.0,APPOINTMENT,2024-09-16 14:38:25,95243,MANUAL,VALID,0,DELIVERED,2024-09-16 14:38:25,2024-09-16 19:40:25,2024-09-16 19:40:25,Genel bakım ve kontroller talep edildi.,,131,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0654521,,
SVC012452,WS0003,C002131,MC003028,APT007173,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2023-11-25 15:37:00,52877,MANUAL,VALID,0,DELIVERED,2023-11-25 15:37:00,2023-11-25 15:37:00,2023-11-27 13:13:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,35,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0422298,,
SVC012453,WS0003,C002131,MC003028,,PERIODIC,ENGINE_OIL_CHANGE,57877.0,2024-11-24 21:37:00.000000000,86.36,WALK_IN,2025-02-19 06:10:37,54342,MANUAL,VALID,0,DELIVERED,2025-02-19 06:10:37,2025-02-19 06:10:37,2025-02-21 00:13:37,Periyodik bakım zamanı geldi.,,71,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.054835,,
SVC012454,WS0003,C002131,MC003028,APT007174,PERIODIC,ENGINE_OIL_CHANGE,59342.0,2026-02-19 12:10:36.910099664,19.76,APPOINTMENT,2026-03-11 06:24:41,56126,MANUAL,VALID,0,DELIVERED,2026-03-11 06:24:41,2026-03-11 06:24:41,2026-03-11 12:20:41,Genel bakım ve kontroller talep edildi.,,104,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,86.35667824074073,0.0,,,0,0.0535476,,
SVC012455,WS0004,C002132,MC003029,APT007175,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2025-05-23 15:44:00,16721,MANUAL,VALID,0,DELIVERED,2025-05-23 15:44:00,2025-05-23 15:44:00,2025-05-23 15:49:00,Genel bakım ve kontroller talep edildi.,,98,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0318586,,
SVC012456,WS0004,C002132,MC003029,APT007176,PERIODIC,ENGINE_OIL_CHANGE,19721.0,2026-05-23 21:44:00.000000000,0.0,APPOINTMENT,2025-06-28 00:52:09,19520,CUSTOMER_REPORTED,VALID,0,DELIVERED,2025-06-28 00:52:09,2025-06-28 01:06:09,2025-06-28 01:35:09,Genel bakım ve kontroller talep edildi.,,125,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0342786,,
SVC012457,WS0004,C002132,MC003029,APT007177,PERIODIC,ENGINE_OIL_CHANGE,22520.0,2026-06-28 06:52:08.606930908,0.0,APPOINTMENT,2025-07-31 21:42:52,21973,MANUAL,VALID,0,DELIVERED,2025-07-31 21:42:52,2025-07-31 23:31:52,2025-08-02 15:33:52,Genel bakım ve kontroller talep edildi.,,116,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0380681,,
SVC012458,WS0004,C002132,MC003029,APT007178,PERIODIC,ENGINE_OIL_CHANGE,24973.0,2026-08-01 03:42:51.913221583,0.0,APPOINTMENT,2025-09-02 22:43:10,23930,MANUAL,VALID,0,DELIVERED,2025-09-02 22:43:10,2025-09-03 01:11:10,2025-09-03 03:28:10,Genel bakım ve kontroller talep edildi.,,74,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0454555,,
SVC012459,WS0003,C002133,MC003030,,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,WALK_IN,2024-01-05 16:04:00,19316,MANUAL,VALID,0,DELIVERED,2024-01-05 16:04:00,2024-01-05 16:04:00,2024-01-05 16:04:00,Genel bakım ve kontroller talep edildi.,,76,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0282074,,
SVC012460,WS0003,C002133,MC003030,,PERIODIC,ENGINE_OIL_CHANGE,24316.0,2025-01-04 22:04:00.000000000,24.13,WALK_IN,2025-01-29 01:11:19,27388,MANUAL,VALID,0,DELIVERED,2025-01-29 01:11:19,2025-01-29 01:11:19,2025-01-29 01:11:19,Kilometre bakımı için servise getirildi.,,111,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0323169,,
SVC012461,WS0003,C002133,MC003030,APT007179,PERIODIC,ENGINE_OIL_CHANGE,32388.0,2026-01-29 07:11:18.762540528,0.0,APPOINTMENT,2025-11-26 08:30:13,33045,CUSTOMER_REPORTED,VALID,0,DELIVERED,2025-11-27 08:30:13,2025-11-27 05:43:13,2025-11-27 05:43:13,Kilometre bakımı için servise getirildi.,,146,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,24.130081018518517,3072.0,,,0,0.0362735,,
SVC012462,WS0009,C002134,MC003031,APT007180,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2025-04-14 16:23:00,5243,MANUAL,VALID,0,DELIVERED,2025-04-14 16:23:00,2025-04-14 16:23:00,2025-04-14 16:23:00,Kilometre bakımı için servise getirildi.,,58,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0208818,,
SVC012463,WS0009,C002134,MC003031,APT007181,PERIODIC,ENGINE_OIL_CHANGE,8243.0,2026-04-14 22:23:00.000000000,0.0,APPOINTMENT,2026-01-31 04:14:40,8508,MANUAL,VALID,0,DELIVERED,2026-01-31 04:14:40,2026-01-31 04:14:40,2026-01-31 04:14:40,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,84,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0277607,,
SVC012464,WS0009,C002134,MC003032,,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,WALK_IN,2024-11-04 13:29:00,1929,MANUAL,VALID,0,DELIVERED,2024-11-04 13:29:00,2024-11-04 13:29:00,2024-11-04 14:47:00,Kilometre bakımı için servise getirildi.,,102,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0290009,,
SVC012465,WS0009,C002134,MC003032,APT007182,PERIODIC,ENGINE_OIL_CHANGE,4929.0,2025-11-04 19:29:00.000000000,0.0,APPOINTMENT,2025-06-15 13:58:48,6600,MANUAL,VALID,0,DELIVERED,2025-06-15 13:58:48,2025-06-15 14:35:48,2025-06-16 13:45:48,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,150,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0347459,,
SVC012466,WS0009,C002134,MC003032,APT007183,PERIODIC,ENGINE_OIL_CHANGE,9600.0,2026-06-15 19:58:47.907374816,0.0,APPOINTMENT,2025-09-23 21:44:41,9507,CUSTOMER_REPORTED,VALID,0,DELIVERED,2025-09-23 21:44:41,2025-09-23 21:44:41,2025-09-23 21:44:41,Periyodik bakım zamanı geldi.,,78,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,1671.0,,,0,0.0396003,,
SVC012467,WS0008,C002135,MC003033,APT007184,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2024-10-28 09:09:00,15725,MANUAL,VALID,0,DELIVERED,2024-10-28 09:09:00,2024-10-28 11:40:00,2024-10-28 12:28:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,62,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0328997,,
SVC012468,WS0008,C002135,MC003033,APT007185,PERIODIC,ENGINE_OIL_CHANGE,18725.0,2025-10-28 15:09:00.000000000,0.0,APPOINTMENT,2025-05-07 23:34:30,18030,MANUAL,VALID,0,DELIVERED,2025-05-07 23:34:30,2025-05-08 00:35:30,2025-05-08 02:16:30,Periyodik bakım zamanı geldi.,,102,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0451517,,
SVC012469,WS0008,C002135,MC003033,APT007186,PERIODIC,ENGINE_OIL_CHANGE,21030.0,2026-05-08 05:34:30.396485876,0.0,APPOINTMENT,2025-12-05 07:21:26,21279,MANUAL,VALID,0,DELIVERED,2025-12-05 07:21:26,2025-12-05 07:21:26,2025-12-05 07:21:26,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,176,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0476993,,
SVC012470,WS0008,C002135,MC003034,APT007187,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2024-07-22 13:41:00,5910,MANUAL,VALID,0,DELIVERED,2024-07-22 13:41:00,2024-07-22 13:41:00,2024-07-22 14:47:00,Genel bakım ve kontroller talep edildi.,,110,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0192621,,
SVC012471,WS0008,C002135,MC003034,,PERIODIC,ENGINE_OIL_CHANGE,11910.0,2025-07-22 19:41:00.000000000,55.72,WALK_IN,2025-09-16 12:59:01,11586,MANUAL,VALID,0,DELIVERED,2025-09-16 12:59:01,2025-09-16 12:59:01,2025-09-18 10:58:01,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,91,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0241043,,
SVC012472,WS0003,C002136,MC003035,APT007188,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2024-08-12 09:20:00,4203,MANUAL,VALID,0,DELIVERED,2024-08-12 09:20:00,2024-08-12 09:26:00,2024-08-12 09:40:00,Kilometre bakımı için servise getirildi.,,136,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.017731,,
SVC012473,WS0003,C002136,MC003035,APT007189,PERIODIC,ENGINE_OIL_CHANGE,7203.0,2025-08-12 15:20:00.000000000,0.0,APPOINTMENT,2024-11-10 12:06:28,6190,MANUAL,VALID,0,DELIVERED,2024-11-10 12:06:28,2024-11-10 12:06:28,2024-11-12 17:35:28,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,183,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0203072,,
SVC012474,WS0003,C002136,MC003035,APT007190,PERIODIC,ENGINE_OIL_CHANGE,9190.0,2025-11-10 18:06:28.208402249,0.0,APPOINTMENT,2025-02-23 14:41:47,7769,CUSTOMER_REPORTED,VALID,0,DELIVERED,2025-02-23 14:41:47,2025-02-23 14:41:47,2025-02-23 14:41:47,Periyodik bakım zamanı geldi.,,173,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0246509,,
SVC012475,WS0003,C002136,MC003035,APT007191,PERIODIC,ENGINE_OIL_CHANGE,10769.0,2026-02-23 20:41:47.375443515,0.0,APPOINTMENT,2025-08-12 04:16:32,12057,MANUAL,VALID,0,DELIVERED,2025-08-12 04:16:32,2025-08-12 04:17:32,2025-08-12 06:53:32,Genel bakım ve kontroller talep edildi.,,106,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0253244,,
SVC012476,WS0003,C002136,MC003035,APT007192,PERIODIC,ENGINE_OIL_CHANGE,15057.0,2026-08-12 10:16:31.608707161,0.0,APPOINTMENT,2025-12-12 14:22:35,14050,MANUAL,VALID,0,DELIVERED,2025-12-12 14:22:35,2025-12-12 14:22:35,2025-12-12 14:22:35,Kilometre bakımı için servise getirildi.,,105,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,1288.0,,,0,0.0281426,,
SVC012477,WS0003,C002137,MC003036,APT007193,PERIODIC,ENGINE_OIL_CHANGE,,,0.0,APPOINTMENT,2024-10-29 13:33:00,11011,MANUAL,VALID,0,DELIVERED,2024-10-29 13:33:00,2024-10-29 13:33:00,2024-10-30 17:47:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,92,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0239887,,
SVC012478,WS0003,C002137,MC003036,,PERIODIC,GENERAL_SAFETY_INSPECTION,14011.0,2025-10-29 19:33:00.000000000,0.0,WALK_IN,2025-01-03 14:21:54,14689,CUSTOMER_REPORTED,VALID,0,DELIVERED,2025-01-04 14:21:54,2025-01-04 11:31:54,2025-01-04 11:31:54,Mekanik sorun şüphesiyle genel kontrol istendi.,,251,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.3.0,42,REGRESSION_CALIBRATION_V1_3,0.0,0.0,,,0,0.0247455,,
