motorcycle_id,customer_id,workshop_id,model_id,brand,model_name,category,powertrain_type,production_year,production_year_basis,first_registration_date,ownership_start_date,initial_mileage_km,initial_mileage_basis,observation_start_date,observation_end_date,vin_synthetic,plate_synthetic,is_active,data_origin,generator_version,random_seed,model_assignment_basis,notes,brand_risk_residual,model_risk_residual,chronic_risk_tier,warranty_months,warranty_km_limit
MC001320,C000925,WS0002,CFMOTO_250DUAL,CFMOTO,250 DUAL,ADVENTURE,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-05-13,2023-07-02,1521,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-07-15,,RBSYN3FFA5683E776,SYN-06-001320,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98988,1.04277,NORMAL,30,40000
MC001321,C000925,WS0002,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-01-29,2023-03-28,89930,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-10-16,,RBSYNCC2EC5AEC857,SYN-06-001321,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC001322,C000926,WS0006,KYMCO_XTOWN_CT250,KYMCO,X-Town CT 250,BIG_SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-03-25,2019-08-09,22260,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-04-18,,RBSYNCBB1EC5EC122,SYN-42-001322,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.01097,0.94266,ELEVATED,36,50000
MC001323,C000927,WS0006,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2017,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2017-03-26,2020-11-03,19090,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-05-24,,RBSYN64D319301078,SYN-42-001323,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC001324,C000928,WS0004,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-02-06,2018-02-25,29050,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-30,,RBSYNF2C284261F56,SYN-16-001324,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC001325,C000929,WS0001,RKS_NEW_LIGHT_PRO,RKS,New Light Pro,CUB,ICE,2025,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2025-02-12,2025-09-11,8080,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-11-12,2026-01-29,RBSYNEC338CA31E75,SYN-34-001325,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99105,0.96609,NORMAL,36,40000
MC001326,C000930,WS0001,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2026,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2026-04-25,2026-05-18,1000,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-05-31,,RBSYN92280E123299,SYN-34-001326,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,LOW,30,30000
MC001327,C000931,WS0005,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-01-08,2023-02-13,11420,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-30,,RBSYN91163ABB81EC,SYN-07-001327,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,LOW,24,50000
MC001328,C000932,WS0004,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2017,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2017-01-11,2023-05-13,145420,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-03-07,,RBSYNC6D99D939A7F,SYN-16-001328,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC001329,C000932,WS0004,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-10-01,2022-06-02,78720,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-05-31,,RBSYN27D32D185CE8,SYN-16-001329,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,NORMAL,24,50000
MC001330,C000933,WS0006,RKS_NEW_LIGHT_PRO,RKS,New Light Pro,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-03-30,2023-02-28,25220,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-10-12,,RBSYND8D28D16002A,SYN-42-001330,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99105,0.96609,NORMAL,36,40000
MC001331,C000934,WS0005,HONDA_FORZA250,Honda,Forza 250,BIG_SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-03-29,2025-08-02,4210,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-10-22,,RBSYN9A63875C8019,SYN-07-001331,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0545,LOW,24,40000
MC001332,C000935,WS0007,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-19,2022-02-02,510,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-02-06,,RBSYN04F48814C0CD,SYN-01-001332,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,LOW,24,30000
MC001333,C000935,WS0007,HONDA_FORZA250,Honda,Forza 250,BIG_SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-01-27,2021-05-19,25210,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-03-10,,RBSYN7BEA3B01308B,SYN-01-001333,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0545,NORMAL,24,40000
MC001334,C000936,WS0003,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-03-30,2019-05-15,39790,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-01-16,,RBSYNC5AF081C7271,SYN-35-001334,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,LOW,30,40000
MC001335,C000937,WS0001,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-02-04,2021-03-13,7670,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-16,,RBSYN886D4D242B5D,SYN-34-001335,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC001336,C000938,WS0004,TVS_RAIDER125,TVS,Raider 125,NAKED,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-03-26,2023-08-04,4510,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-08-18,,RBSYN265EA90F5376,SYN-16-001336,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.01811,NORMAL,36,30000
MC001337,C000939,WS0004,BAJAJ_DOMINAR250,Bajaj,Dominar D250,TOURING,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-04-10,2025-04-14,15080,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-11-05,,RBSYN6228B5B9EB6D,SYN-16-001337,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,0.97682,LOW,24,30000
MC001338,C000939,WS0004,BAJAJ_NS200,Bajaj,Pulsar NS200 UG2,NAKED,ICE,2025,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2025-04-22,2025-08-18,6120,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-01-19,,RBSYN97C54BA87066,SYN-16-001338,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,0.9711,NORMAL,24,40000
MC001339,C000940,WS0002,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2017,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2017-02-18,2019-09-08,68850,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-05-10,,RBSYN982FAC4456A6,SYN-06-001339,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC001340,C000941,WS0001,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2025,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2025-05-25,2025-07-23,3260,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-04-12,,RBSYNED1AF6124ACF,SYN-34-001340,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC001341,C000942,WS0005,HONDA_SH125I,Honda,SH125i,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-11-22,2022-01-25,12880,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-02-14,,RBSYN8CEBEDF5BC10,SYN-07-001341,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.96394,NORMAL,30,50000
MC001342,C000942,WS0005,HONDA_EM1E,Honda,EM1 e:,EV_SCOOTER,EV,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-02-02,2023-05-02,69,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-05-12,,RBSYNFFE3BB665F84,SYN-07-001342,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.95,NORMAL,24,50000
MC001343,C000943,WS0005,HONDA_FORZA250,Honda,Forza 250,BIG_SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-06-12,2022-04-10,3400,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-10-29,2025-03-11,RBSYN763C7287352D,SYN-07-001343,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0545,NORMAL,24,40000
MC001344,C000944,WS0007,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-06-21,2022-08-22,6200,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-01-27,,RBSYN717CC679A6C2,SYN-01-001344,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,LOW,24,50000
MC001345,C000944,WS0007,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-01-27,2022-09-23,59780,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-18,,RBSYNF59548A658F1,SYN-01-001345,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC001346,C000945,WS0005,RKS_NEW_LIGHT_PRO,RKS,New Light Pro,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-01-12,2021-03-26,16830,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-04-09,,RBSYN08669DF9BFA1,SYN-07-001346,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99105,0.96609,LOW,36,40000
MC001347,C000946,WS0007,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-18,2021-04-16,10,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-04-17,2022-12-23,RBSYN86F8F148FD50,SYN-01-001347,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,LOW,30,30000
MC001348,C000946,WS0007,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2016,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2016-01-18,2016-12-14,41390,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-06-30,2022-12-23,RBSYN4BF4AADAEE30,SYN-01-001348,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC001349,C000947,WS0005,BAJAJ_DOMINAR250,Bajaj,Dominar D250,TOURING,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-03-06,2024-04-08,13410,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-07-24,,RBSYN17BB116C1E00,SYN-07-001349,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,0.97682,NORMAL,24,30000
MC001350,C000948,WS0008,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-04-27,2021-04-29,5020,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-09-14,,RBSYN0CA431E4804B,SYN-27-001350,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,LOW,36,40000
MC001351,C000948,WS0008,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-11-01,2019-12-09,15670,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-12-03,,RBSYNCAAEE31D0DD7,SYN-27-001351,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,LOW,24,30000
MC001352,C000949,WS0006,SYM_JETX125,SYM,Jet X 125 TCS ABS,SCOOTER,ICE,2017,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2017-10-12,2022-07-13,131210,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-10-13,2026-06-19,RBSYNC62D63A0C626,SYN-42-001352,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00788,1.0578,NORMAL,30,30000
MC001353,C000949,WS0006,KTM_390_DUKE,KTM,390 Duke,NAKED,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-29,2025-04-02,73720,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-10-27,2026-06-19,RBSYNB74650A33D3A,SYN-42-001353,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00712,0.97659,NORMAL,36,40000
MC001354,C000950,WS0007,HONDA_FORZA250,Honda,Forza 250,BIG_SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-04-01,2022-04-01,950,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-04-26,,RBSYN352CA7F53A72,SYN-01-001354,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0545,NORMAL,24,40000
MC001355,C000950,WS0007,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-06-08,2021-09-13,33200,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-07-07,,RBSYN6BC6E5F193D3,SYN-01-001355,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC001356,C000951,WS0002,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-06-09,2021-09-09,8710,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-02-27,,RBSYN456137970213,SYN-06-001356,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC001357,C000952,WS0001,HONDA_SH125I,Honda,SH125i,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-05-18,2020-03-19,28070,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-12-02,,RBSYN0A380B49F6E6,SYN-34-001357,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.96394,NORMAL,30,50000
MC001358,C000952,WS0001,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-09-27,2021-02-28,23230,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-12-20,,RBSYN52B9319B5C2B,SYN-34-001358,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,ELEVATED,36,30000
MC001359,C000953,WS0009,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-01-03,2024-01-19,1040,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-02-02,2025-10-22,RBSYN16CC2B118FD2,SYN-55-001359,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC001360,C000953,WS0009,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2017,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2017-05-14,2023-02-18,40480,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-04-10,2025-10-22,RBSYN7F95DB3A1A08,SYN-55-001360,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC001361,C000954,WS0002,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-06-03,2021-06-04,5650,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-12-20,,RBSYNB8929242272C,SYN-06-001361,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC001362,C000955,WS0004,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2017,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2017-05-02,2017-12-11,38970,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-08-13,,RBSYN1D84F29F8D81,SYN-16-001362,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,LOW,36,30000
MC001363,C000955,WS0004,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2016,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2016-09-16,2020-09-08,30310,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-08-09,,RBSYN85623D5F3D6D,SYN-16-001363,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC001364,C000956,WS0007,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2026,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2026-04-22,2026-04-22,530,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-05-19,,RBSYN1155B649AF3E,SYN-01-001364,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC001365,C000957,WS0010,HONDA_ADV350,Honda,ADV350,BIG_SCOOTER,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-05-11,2021-10-03,57970,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-06-12,,RBSYN851E613B6FBD,SYN-26-001365,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.03946,NORMAL,30,50000
MC001366,C000957,WS0010,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-07-31,2021-11-18,8400,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-07-15,,RBSYNA5ADB2DFCCBD,SYN-26-001366,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC001367,C000958,WS0003,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-10-13,2025-04-28,38180,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-10-21,,RBSYN5AAA10EC4C2A,SYN-35-001367,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC001368,C000959,WS0006,HONDA_CL250,Honda,CL250,SCRAMBLER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-07-14,2022-06-11,7070,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-08-10,,RBSYN0726FD67A3C5,SYN-42-001368,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.9743,NORMAL,24,30000
MC001369,C000960,WS0003,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-17,2022-04-30,33140,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-01-07,,RBSYN9A6B5CDD5758,SYN-35-001369,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC001370,C000960,WS0003,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-04-06,2022-06-15,58100,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-01-11,,RBSYNAB73F0ED58B3,SYN-35-001370,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,LOW,36,30000
MC001371,C000960,WS0003,KUBA_CG50_PRO,Kuba,CG50 Pro,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-11-26,2022-05-06,32340,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-12,,RBSYN4D9299FED3B3,SYN-35-001371,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,0.95003,NORMAL,24,50000
MC001372,C000961,WS0003,HONDA_FORZA250,Honda,Forza 250,BIG_SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-02-12,2022-07-09,6240,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-09-02,,RBSYN2A3567EE6ACA,SYN-35-001372,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0545,NORMAL,24,40000
MC001373,C000962,WS0005,HONDA_SH125I,Honda,SH125i,SCOOTER,ICE,2016,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2016-02-17,2018-06-20,56070,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-05-23,,RBSYNA2DE26FDC9F4,SYN-07-001373,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.96394,NORMAL,30,50000
MC001374,C000962,WS0005,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-02-10,2022-03-18,2140,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-08-08,,RBSYN24475CB34A4C,SYN-07-001374,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
