dataset_version,normalized_title,raw_variant_count,raw_examples,total_count,canonical_task_count,canonical_task_codes,mapping_conflict
1.2.0,arka fren balatasi kntrlu ve genel durum degerlendirmesi,1,Arka Fren Balatası Kntrlü ve genel durum değerlendirmesi,9,1,REAR_BRAKE_PAD_INSPECTION,False
1.2.0,yakit filtresi kontrol edildi,1,Yakıt Filtresi Kontrol Edildi,9,1,FUEL_FILTER_INSPECTION,False
1.2.0,yuksek voltaj sistemi kontrolu ve genel durum degerlendirmesi,1,Yüksek Voltaj Sistemi Kontrolü ve genel durum değerlendirmesi,9,1,EV_HIGH_VOLTAGE_SYSTEM_INSPECTION,False
1.2.0,gidon rulmani kntrl edildi,1,Gidon Rulmanı Kntrl Edildi,8,1,STEERING_BEARING_INSPECTION,False
1.2.0,yakit filtresi degistirildi,1,Yakıt Filtresi Değiştirildi,8,1,FUEL_FILTER_CHANGE,False
1.2.0,cekis bataryasi saglik kontrol edildi,1,Çekiş Bataryası Sağlık Kontrol Edildi,7,1,EV_TRACTION_BATTERY_HEALTH_CHECK,False
1.2.0,debriyaj boslugu kntrlu,1,Debriyaj Boşluğu Kntrlü,7,1,CLUTCH_FREE_PLAY_CHECK,False
1.2.0,sarj soketi kontrolu ve genel durum degerlendirmesi,1,Şarj Soketi Kontrolü ve genel durum değerlendirmesi,6,1,EV_CHARGING_PORT_INSPECTION,False
1.2.0,yakit filtresi degisimi yapildi,1,Yakıt Filtresi Değişimi Yapıldı,5,1,FUEL_FILTER_CHANGE,False
1.2.0,debriyaj boslugu kntrl edildi,1,Debriyaj Boşluğu Kntrl Edildi,4,1,CLUTCH_FREE_PLAY_CHECK,False
1.2.0,fren diski kntrlu,1,Fren Diski Kntrlü,3,1,BRAKE_DISC_INSPECTION,False
1.2.0,motor yag kacagi kntrlu ve genel durum degerlendirmesi,1,Motor Yağ Kaçağı Kntrlü ve genel durum değerlendirmesi,3,1,OIL_LEAK_INSPECTION,False
1.2.0,yakit filtresi kontrolu,1,Yakıt Filtresi Kontrolü,3,1,FUEL_FILTER_INSPECTION,False
1.2.0,elektrik motoru teshisi,1,Elektrik Motoru Teşhisi,2,1,EV_DRIVE_MOTOR_DIAGNOSTIC,False
1.2.0,fren diski kntrlu ve genel durum degerlendirmesi,1,Fren Diski Kntrlü ve genel durum değerlendirmesi,2,1,BRAKE_DISC_INSPECTION,False
1.2.0,tahrik kayisi kontrolu ve genel durum degerlendirmesi,1,Tahrik Kayışı Kontrolü ve genel durum değerlendirmesi,2,1,DRIVE_BELT_INSPECTION,False
1.2.0,yakit filtresi kontrolu ve genel durum degerlendirmesi,1,Yakıt Filtresi Kontrolü ve genel durum değerlendirmesi,2,1,FUEL_FILTER_INSPECTION,False
1.2.0,cekis bataryasi saglik kntrlu,1,Çekiş Bataryası Sağlık Kntrlü,1,1,EV_TRACTION_BATTERY_HEALTH_CHECK,False
1.2.0,emme sistemi kacak kntrlu,1,Emme Sistemi Kaçak Kntrlü,1,1,INTAKE_LEAK_INSPECTION,False
1.2.0,emme sistemi kacak kntrlu ve genel durum degerlendirmesi,1,Emme Sistemi Kaçak Kntrlü ve genel durum değerlendirmesi,1,1,INTAKE_LEAK_INSPECTION,False
1.2.0,fren diski kntrl edildi,1,Fren Diski Kntrl Edildi,1,1,BRAKE_DISC_INSPECTION,False
1.2.0,sarj soketi kntrl edildi,1,Şarj Soketi Kntrl Edildi,1,1,EV_CHARGING_PORT_INSPECTION,False
1.2.0,son aktarma ariza kontrolu,1,Son Aktarma Arıza Kontrolü,1,1,FINAL_DRIVE_FAULT_INSPECTION,False
1.2.0,termostat kntrl edildi,1,Termostat Kntrl Edildi,1,1,THERMOSTAT_DIAGNOSTIC,False
