dataset_version,raw_title,normalized_title,count,task_code,canonical_name_tr,component_group,mapping_conflict
1.2.0,CVT Kayışı Kntrl Edildi,cvt kayisi kntrl edildi,38,CVT_BELT_INSPECTION,CVT Kayışı Kontrolü,TRANSMISSION,False
1.2.0,Zincir Kntrlü,zincir kntrlu,38,CHAIN_INSPECTION,Zincir Kontrolü,FINAL_DRIVE,False
1.2.0,Debriyaj Balata Değiştirildi,debriyaj balata degistirildi,36,CLUTCH_PLATE_CHANGE,Debriyaj Balata Değişimi,TRANSMISSION,False
1.2.0,Debriyaj Balata Değişimi,debriyaj balata degisimi,35,CLUTCH_PLATE_CHANGE,Debriyaj Balata Değişimi,TRANSMISSION,False
1.2.0,Supap Boşluğu Kntrl Edildi,supap boslugu kntrl edildi,35,VALVE_CLEARANCE_INSPECTION,Supap Boşluğu Kontrolü,ENGINE,False
1.2.0,Varyatör Ruloları Kntrlü,varyator rulolari kntrlu,35,CVT_ROLLER_INSPECTION,Varyatör Ruloları Kontrolü,TRANSMISSION,False
1.2.0,Zincir Kntrl Edildi,zincir kntrl edildi,35,CHAIN_INSPECTION,Zincir Kontrolü,FINAL_DRIVE,False
1.2.0,Termostat Kontrolü,termostat kontrolu,34,THERMOSTAT_DIAGNOSTIC,Termostat Kontrolü,COOLING,False
1.2.0,Debriyaj Balata Kontrol Edildi,debriyaj balata kontrol edildi,31,CLUTCH_PLATE_INSPECTION,Debriyaj Balata Kontrolü,TRANSMISSION,False
1.2.0,Supap Boşluğu Kntrlü,supap boslugu kntrlu,31,VALVE_CLEARANCE_INSPECTION,Supap Boşluğu Kontrolü,ENGINE,False
1.2.0,Teker Rulmanı Kntrl Edildi,teker rulmani kntrl edildi,30,WHEEL_BEARING_INSPECTION,Teker Rulmanı Kontrolü,TIRES_WHEELS,False
1.2.0,Ön Lastik Kntrlü ve genel durum değerlendirmesi,on lastik kntrlu ve genel durum degerlendirmesi,29,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,TIRES_WHEELS,False
1.2.0,Yağ Filtresi Değiştirildi,yag filtresi degistirildi,28,OIL_FILTER_CHANGE,Yağ Filtresi Değişimi,ENGINE,False
1.2.0,Ön Fren Balatası Kntrlü,on fren balatasi kntrlu,28,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,BRAKES,False
1.2.0,Debriyaj Balata Kontrolü,debriyaj balata kontrolu,25,CLUTCH_PLATE_INSPECTION,Debriyaj Balata Kontrolü,TRANSMISSION,False
1.2.0,Soğutma Sıvısı Seviye Kntrlü ve genel durum değerlendirmesi,sogutma sivisi seviye kntrlu ve genel durum degerlendirmesi,25,COOLANT_LEVEL_CHECK,Soğutma Sıvısı Seviye Kontrolü,COOLING,False
1.2.0,Teker Rulmanı Kntrlü ve genel durum değerlendirmesi,teker rulmani kntrlu ve genel durum degerlendirmesi,25,WHEEL_BEARING_INSPECTION,Teker Rulmanı Kontrolü,TIRES_WHEELS,False
1.2.0,Buji Kntrlü ve genel durum değerlendirmesi,buji kntrlu ve genel durum degerlendirmesi,24,SPARK_PLUG_INSPECTION,Buji Kontrolü,IGNITION,False
1.2.0,Varyatör Ruloları Kntrlü ve genel durum değerlendirmesi,varyator rulolari kntrlu ve genel durum degerlendirmesi,24,CVT_ROLLER_INSPECTION,Varyatör Ruloları Kontrolü,TRANSMISSION,False
1.2.0,Ön Lastik Kntrl Edildi,on lastik kntrl edildi,24,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,TIRES_WHEELS,False
1.2.0,Son Dişli Yagi Değiştirildi,son disli yagi degistirildi,23,FINAL_GEAR_OIL_CHANGE,Son Dişli Yağı Değişimi,TRANSMISSION,False
1.2.0,Soğutma Sıvısı Seviye Kntrl Edildi,sogutma sivisi seviye kntrl edildi,23,COOLANT_LEVEL_CHECK,Soğutma Sıvısı Seviye Kontrolü,COOLING,False
1.2.0,Buji Kntrl Edildi,buji kntrl edildi,22,SPARK_PLUG_INSPECTION,Buji Kontrolü,IGNITION,False
1.2.0,Teker Rulmanı Kntrlü,teker rulmani kntrlu,22,WHEEL_BEARING_INSPECTION,Teker Rulmanı Kontrolü,TIRES_WHEELS,False
1.2.0,Yağ Filtresi Değişimi,yag filtresi degisimi,22,OIL_FILTER_CHANGE,Yağ Filtresi Değişimi,ENGINE,False
1.2.0,Ön Fren Balatası Kntrl Edildi,on fren balatasi kntrl edildi,21,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,BRAKES,False
1.2.0,Buji Kntrlü,buji kntrlu,20,SPARK_PLUG_INSPECTION,Buji Kontrolü,IGNITION,False
1.2.0,Ön Lastik Kntrlü,on lastik kntrlu,20,FRONT_TIRE_INSPECTION,Ön Lastik Kontrolü,TIRES_WHEELS,False
1.2.0,Ön Fren Balatası Kntrlü ve genel durum değerlendirmesi,on fren balatasi kntrlu ve genel durum degerlendirmesi,19,FRONT_BRAKE_PAD_INSPECTION,Ön Fren Balatası Kontrolü,BRAKES,False
1.2.0,Arka Lastik Kntrlü,arka lastik kntrlu,18,REAR_TIRE_INSPECTION,Arka Lastik Kontrolü,TIRES_WHEELS,False
1.2.0,Son Dişli Yagi Değişimi Yapıldı,son disli yagi degisimi yapildi,18,FINAL_GEAR_OIL_CHANGE,Son Dişli Yağı Değişimi,TRANSMISSION,False
1.2.0,Soğutma Sıvısı Seviye Kntrlü,sogutma sivisi seviye kntrlu,18,COOLANT_LEVEL_CHECK,Soğutma Sıvısı Seviye Kontrolü,COOLING,False
1.2.0,Yağ Filtresi Değişimi Yapıldı,yag filtresi degisimi yapildi,17,OIL_FILTER_CHANGE,Yağ Filtresi Değişimi,ENGINE,False
1.2.0,Arka Fren Balatası Kntrl Edildi,arka fren balatasi kntrl edildi,16,REAR_BRAKE_PAD_INSPECTION,Arka Fren Balatası Kontrolü,BRAKES,False
1.2.0,Debriyaj Balata Kontrolü ve genel durum değerlendirmesi,debriyaj balata kontrolu ve genel durum degerlendirmesi,15,CLUTCH_PLATE_INSPECTION,Debriyaj Balata Kontrolü,TRANSMISSION,False
1.2.0,Son Dişli Yagi Değişimi,son disli yagi degisimi,15,FINAL_GEAR_OIL_CHANGE,Son Dişli Yağı Değişimi,TRANSMISSION,False
1.2.0,Arka Fren Balatası Kntrlü,arka fren balatasi kntrlu,14,REAR_BRAKE_PAD_INSPECTION,Arka Fren Balatası Kontrolü,BRAKES,False
1.2.0,Gidon Rulmanı Kntrlü,gidon rulmani kntrlu,14,STEERING_BEARING_INSPECTION,Gidon Rulmanı Kontrolü,STEERING,False
1.2.0,Arka Lastik Kntrl Edildi,arka lastik kntrl edildi,12,REAR_TIRE_INSPECTION,Arka Lastik Kontrolü,TIRES_WHEELS,False
1.2.0,Arka Lastik Kntrlü ve genel durum değerlendirmesi,arka lastik kntrlu ve genel durum degerlendirmesi,12,REAR_TIRE_INSPECTION,Arka Lastik Kontrolü,TIRES_WHEELS,False
1.2.0,Gidon Rulmanı Kntrlü ve genel durum değerlendirmesi,gidon rulmani kntrlu ve genel durum degerlendirmesi,12,STEERING_BEARING_INSPECTION,Gidon Rulmanı Kontrolü,STEERING,False
1.2.0,Debriyaj Boşluğu Kntrlü ve genel durum değerlendirmesi,debriyaj boslugu kntrlu ve genel durum degerlendirmesi,11,CLUTCH_FREE_PLAY_CHECK,Debriyaj Boşluğu Kontrolü,TRANSMISSION,False
1.2.0,Yüksek Voltaj Sistemi Kontrol Edildi,yuksek voltaj sistemi kontrol edildi,11,EV_HIGH_VOLTAGE_SYSTEM_INSPECTION,Yüksek Voltaj Sistemi Kontrolü,EV_POWERTRAIN,False
1.2.0,Çekiş Bataryası Sağlık Kontrolü,cekis bataryasi saglik kontrolu,11,EV_TRACTION_BATTERY_HEALTH_CHECK,Çekiş Bataryası Sağlık Kontrolü,EV_POWERTRAIN,False
1.2.0,Şarj Soketi Kontrolü,sarj soketi kontrolu,11,EV_CHARGING_PORT_INSPECTION,Şarj Soketi Kontrolü,EV_POWERTRAIN,False
1.2.0,Yakıt Filtresi Değişimi,yakit filtresi degisimi,10,FUEL_FILTER_CHANGE,Yakıt Filtresi Değişimi,FUEL,False
1.2.0,Yüksek Voltaj Sistemi Kontrolü,yuksek voltaj sistemi kontrolu,10,EV_HIGH_VOLTAGE_SYSTEM_INSPECTION,Yüksek Voltaj Sistemi Kontrolü,EV_POWERTRAIN,False
1.2.0,Şarj Soketi Kontrol Edildi,sarj soketi kontrol edildi,10,EV_CHARGING_PORT_INSPECTION,Şarj Soketi Kontrolü,EV_POWERTRAIN,False
1.2.0,Arka Fren Balatası Kntrlü ve genel durum değerlendirmesi,arka fren balatasi kntrlu ve genel durum degerlendirmesi,9,REAR_BRAKE_PAD_INSPECTION,Arka Fren Balatası Kontrolü,BRAKES,False
1.2.0,Yakıt Filtresi Kontrol Edildi,yakit filtresi kontrol edildi,9,FUEL_FILTER_INSPECTION,Yakıt Filtresi Kontrolü,FUEL,False
1.2.0,Yüksek Voltaj Sistemi Kontrolü ve genel durum değerlendirmesi,yuksek voltaj sistemi kontrolu ve genel durum degerlendirmesi,9,EV_HIGH_VOLTAGE_SYSTEM_INSPECTION,Yüksek Voltaj Sistemi Kontrolü,EV_POWERTRAIN,False
1.2.0,Gidon Rulmanı Kntrl Edildi,gidon rulmani kntrl edildi,8,STEERING_BEARING_INSPECTION,Gidon Rulmanı Kontrolü,STEERING,False
1.2.0,Yakıt Filtresi Değiştirildi,yakit filtresi degistirildi,8,FUEL_FILTER_CHANGE,Yakıt Filtresi Değişimi,FUEL,False
1.2.0,Debriyaj Boşluğu Kntrlü,debriyaj boslugu kntrlu,7,CLUTCH_FREE_PLAY_CHECK,Debriyaj Boşluğu Kontrolü,TRANSMISSION,False
1.2.0,Çekiş Bataryası Sağlık Kontrol Edildi,cekis bataryasi saglik kontrol edildi,7,EV_TRACTION_BATTERY_HEALTH_CHECK,Çekiş Bataryası Sağlık Kontrolü,EV_POWERTRAIN,False
1.2.0,Şarj Soketi Kontrolü ve genel durum değerlendirmesi,sarj soketi kontrolu ve genel durum degerlendirmesi,6,EV_CHARGING_PORT_INSPECTION,Şarj Soketi Kontrolü,EV_POWERTRAIN,False
1.2.0,Yakıt Filtresi Değişimi Yapıldı,yakit filtresi degisimi yapildi,5,FUEL_FILTER_CHANGE,Yakıt Filtresi Değişimi,FUEL,False
1.2.0,Debriyaj Boşluğu Kntrl Edildi,debriyaj boslugu kntrl edildi,4,CLUTCH_FREE_PLAY_CHECK,Debriyaj Boşluğu Kontrolü,TRANSMISSION,False
1.2.0,Fren Diski Kntrlü,fren diski kntrlu,3,BRAKE_DISC_INSPECTION,Fren Diski Kontrolü,BRAKES,False
1.2.0,Motor Yağ Kaçağı Kntrlü ve genel durum değerlendirmesi,motor yag kacagi kntrlu ve genel durum degerlendirmesi,3,OIL_LEAK_INSPECTION,Motor Yağ Kaçağı Kontrolü,ENGINE,False
1.2.0,Yakıt Filtresi Kontrolü,yakit filtresi kontrolu,3,FUEL_FILTER_INSPECTION,Yakıt Filtresi Kontrolü,FUEL,False
1.2.0,Elektrik Motoru Teşhisi,elektrik motoru teshisi,2,EV_DRIVE_MOTOR_DIAGNOSTIC,Elektrik Motoru Teşhisi,EV_POWERTRAIN,False
1.2.0,Fren Diski Kntrlü ve genel durum değerlendirmesi,fren diski kntrlu ve genel durum degerlendirmesi,2,BRAKE_DISC_INSPECTION,Fren Diski Kontrolü,BRAKES,False
1.2.0,Tahrik Kayışı Kontrolü ve genel durum değerlendirmesi,tahrik kayisi kontrolu ve genel durum degerlendirmesi,2,DRIVE_BELT_INSPECTION,Tahrik Kayışı Kontrolü,FINAL_DRIVE,False
1.2.0,Yakıt Filtresi Kontrolü ve genel durum değerlendirmesi,yakit filtresi kontrolu ve genel durum degerlendirmesi,2,FUEL_FILTER_INSPECTION,Yakıt Filtresi Kontrolü,FUEL,False
1.2.0,Emme Sistemi Kaçak Kntrlü,emme sistemi kacak kntrlu,1,INTAKE_LEAK_INSPECTION,Emme Sistemi Kaçak Kontrolü,INTAKE,False
1.2.0,Emme Sistemi Kaçak Kntrlü ve genel durum değerlendirmesi,emme sistemi kacak kntrlu ve genel durum degerlendirmesi,1,INTAKE_LEAK_INSPECTION,Emme Sistemi Kaçak Kontrolü,INTAKE,False
1.2.0,Fren Diski Kntrl Edildi,fren diski kntrl edildi,1,BRAKE_DISC_INSPECTION,Fren Diski Kontrolü,BRAKES,False
1.2.0,Son Aktarma Arıza Kontrolü,son aktarma ariza kontrolu,1,FINAL_DRIVE_FAULT_INSPECTION,Son Aktarma Arıza Kontrolü,FINAL_DRIVE,False
1.2.0,Termostat Kntrl Edildi,termostat kntrl edildi,1,THERMOSTAT_DIAGNOSTIC,Termostat Kontrolü,COOLING,False
1.2.0,Çekiş Bataryası Sağlık Kntrlü,cekis bataryasi saglik kntrlu,1,EV_TRACTION_BATTERY_HEALTH_CHECK,Çekiş Bataryası Sağlık Kontrolü,EV_POWERTRAIN,False
1.2.0,Şarj Soketi Kntrl Edildi,sarj soketi kntrl edildi,1,EV_CHARGING_PORT_INSPECTION,Şarj Soketi Kontrolü,EV_POWERTRAIN,False
