number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_dist,params_eta,params_gamma,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale,params_subsample,state
101,0.05773951388075857,2026-08-30 23:56:30.178525,2026-08-30 23:56:37.208071,0 days 00:00:07.029546,0.9043310952692393,normal,0.046018763471279894,0.028725845577865054,5,10.131931017232839,610,0.0019491858993575962,0.013971937817716799,0.5,0.8023803460779634,COMPLETE
102,0.05711991978913911,2026-08-30 23:56:37.208114,2026-08-30 23:56:43.187174,0 days 00:00:05.979060,0.8862215735350104,normal,0.028251702804830504,0.009428880791012055,4,9.141347268892847,594,1.0499515796891716,0.02764071130382143,0.5,0.7632634338734492,COMPLETE
103,0.05742351052329875,2026-08-30 23:56:43.187220,2026-08-30 23:56:49.183477,0 days 00:00:05.996257,0.884744462003152,normal,0.028334484822875473,0.00884736722304965,4,9.177822088658893,597,1.1793153413023858,0.038516507510737104,0.5,0.7626919796855395,COMPLETE
104,0.05706610532156455,2026-08-30 23:56:49.183522,2026-08-30 23:56:55.642315,0 days 00:00:06.458793,0.9210771365358472,normal,0.03179778773147283,0.0057157207918051905,4,7.879240327755574,649,2.1443352482156945,0.02973108661953819,0.5,0.7843970539671808,COMPLETE
105,0.0572606119286052,2026-08-30 23:56:55.642357,2026-08-30 23:57:01.383804,0 days 00:00:05.741447,0.9547486328193504,normal,0.03303439088380374,0.004189138146514738,4,7.273989581664303,579,2.285425794181385,18.6569009202035,0.5,0.7842199597720825,COMPLETE
106,0.057510704792434614,2026-08-30 23:57:01.383852,2026-08-30 23:57:07.175210,0 days 00:00:05.791358,0.981870213865733,normal,0.032716921492058335,0.004369029967398203,4,7.749657914618593,572,2.265302124544545,18.504950562309787,0.5,0.7767215867088778,COMPLETE
107,0.05705945200492243,2026-08-30 23:57:07.175251,2026-08-30 23:57:12.885561,0 days 00:00:05.710310,0.955577235806876,normal,0.03598887521354965,0.0026927775165225794,4,5.978828845953281,579,2.838407634755732,13.701417302301149,0.5,0.7854603117819988,COMPLETE
108,0.08293312052080394,2026-08-30 23:57:12.885605,2026-08-30 23:57:18.513688,0 days 00:00:05.628083,0.8575617871505635,normal,0.03062694462336211,0.0028416130160803,4,6.008893974151833,580,2.9292876667658834,10.850085531275939,1.0,0.7926822045744722,COMPLETE
109,0.05683624694335653,2026-08-30 23:57:18.513731,2026-08-30 23:57:24.216370,0 days 00:00:05.702639,0.9654835850702895,normal,0.03572924815064539,0.005456959738945276,4,5.531976021844972,539,4.334707480459824,15.876430367525316,0.5,0.7840932169897824,COMPLETE
110,0.057836061819326344,2026-08-30 23:57:24.216446,2026-08-30 23:57:29.169062,0 days 00:00:04.952616,0.989937339017988,normal,0.03617720794906686,0.0017836901435925659,3,5.537931727622932,593,4.445294035713662,19.818911917127664,0.5,0.8170640909875365,COMPLETE
111,0.05712048400974092,2026-08-30 23:57:29.169104,2026-08-30 23:57:34.611963,0 days 00:00:05.442859,0.9672888945009995,normal,0.03899979285031731,0.0053938790305284355,4,6.841071292006614,540,3.3467045703525997,5.651767656497929,0.5,0.7851572553258331,COMPLETE
112,0.057295902252957547,2026-08-30 23:57:34.612004,2026-08-30 23:57:40.025268,0 days 00:00:05.413264,0.9400278900273971,normal,0.038907613336388785,0.005445918539597294,4,6.8070097478595635,539,3.821482541022333,5.848623774196049,0.5,0.7874660392178247,COMPLETE
113,0.05711203954681293,2026-08-30 23:57:40.025308,2026-08-30 23:57:45.510745,0 days 00:00:05.485437,0.9401343403429078,normal,0.03846423613807794,0.004918303439695272,4,6.122574679690111,548,3.362667479889501,5.331667753195009,0.5,0.7834998311616826,COMPLETE
114,0.057310517022421986,2026-08-30 23:57:45.510787,2026-08-30 23:57:50.893939,0 days 00:00:05.383152,0.926472086679619,normal,0.04185830043685162,0.005305353819132153,4,6.131631472390386,533,3.464262348107413,5.508090683421945,0.5,0.7842321934085785,COMPLETE
115,0.057281924703994756,2026-08-30 23:57:50.893987,2026-08-30 23:57:56.075866,0 days 00:00:05.181879,0.9435282592660286,normal,0.03782405826241222,0.0054116784350648735,4,4.690886427075554,513,3.941773873972437,4.684723419106957,0.5,0.7578043164518019,COMPLETE
116,0.11427638786363825,2026-08-30 23:57:56.075907,2026-08-30 23:58:01.439278,0 days 00:00:05.363371,0.9408358253649574,normal,0.044474965686110174,0.005561728419559588,4,4.545812811178581,539,3.191580800546905,4.479198056603803,2.0,0.7582210973464506,COMPLETE
117,0.30212113334549506,2026-08-30 23:58:01.439318,2026-08-30 23:58:04.261132,0 days 00:00:02.821814,0.9489882557320384,logistic,0.039144637524150115,0.004189330730551934,4,5.4577498347497135,518,4.020799168056817,11.537710587710759,0.5,0.7501245259632724,COMPLETE
118,0.05722966206487201,2026-08-30 23:58:04.261174,2026-08-30 23:58:09.149685,0 days 00:00:04.888511,0.9315172804692551,normal,0.05122024191614606,0.003700289819027059,4,5.114479773970535,485,2.5554199221357647,2.7787685324549134,0.5,0.7725839900531951,COMPLETE
119,0.13133407686065235,2026-08-30 23:58:09.149724,2026-08-30 23:58:13.872855,0 days 00:00:04.723131,0.9291683438962548,normal,0.05828594916334782,0.003196855687501929,4,3.951902765424012,475,2.565035794831565,15.6832268383403,3.0,0.7735151146801447,COMPLETE
