number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_eta,params_gamma,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
107,0.05100336940021921,2026-08-30 23:44:50.985851,2026-08-30 23:44:59.737807,0 days 00:00:08.751956,0.8939792176871659,0.08949580575717767,1.7460620800698796,6,20.035896310658437,619,0.003911019039069712,0.09270234235117483,0.9509997412671384,COMPLETE
108,0.05035778907011015,2026-08-30 23:44:59.737844,2026-08-30 23:45:07.387559,0 days 00:00:07.649715,0.8480078925605712,0.08141142171251176,4.240309104727216,6,6.640606483915627,589,1.9255193324950368,0.265195771158081,0.6681853473550515,COMPLETE
109,0.05084396382710759,2026-08-30 23:45:07.387600,2026-08-30 23:45:14.736851,0 days 00:00:07.349251,0.8442190596938832,0.08189919394546155,4.472153822473007,6,6.211477800870949,585,0.8583934778361333,0.2602907209530847,0.7728745044138545,COMPLETE
110,0.050507064833968045,2026-08-30 23:45:14.736889,2026-08-30 23:45:22.114520,0 days 00:00:07.377631,0.9270773712689973,0.11488029102600802,3.7531525661236813,5,6.876549212166212,633,2.4850858950079444,0.3817958734817418,0.6800093655250032,COMPLETE
111,0.051211407706218515,2026-08-30 23:45:22.114558,2026-08-30 23:45:28.328443,0 days 00:00:06.213885,0.9228142949486394,0.1126507735569433,3.9046156151644156,4,7.144645775079451,651,0.18989428231480596,0.4165404522811247,0.7159673296462103,COMPLETE
112,0.05124322197331039,2026-08-30 23:45:28.328483,2026-08-30 23:45:35.882813,0 days 00:00:07.554330,0.953777322530812,0.13176999992911292,2.6653408216546803,5,5.305287862221796,633,1.7114042609014122,0.33558190550259537,0.6801695808065771,COMPLETE
113,0.051137204351282245,2026-08-30 23:45:35.882851,2026-08-30 23:45:43.382799,0 days 00:00:07.499948,0.9081060495995957,0.1644023373391911,3.598027818246284,6,7.563843224883679,679,2.711812536483238,0.24393508241767786,0.6683464313179772,COMPLETE
114,0.05039311613790193,2026-08-30 23:45:43.382837,2026-08-30 23:45:51.654523,0 days 00:00:08.271686,0.930157137480017,0.07459133935955688,4.953889009024304,6,9.020093229341636,669,1.5929103803881302,0.47094666583208944,0.7060359791675458,COMPLETE
115,0.05033946464560183,2026-08-30 23:45:51.654567,2026-08-30 23:45:59.793576,0 days 00:00:08.139009,0.9350466967529156,0.07611309125401262,4.852908576277078,6,26.438709231357144,670,1.6057803308082297,0.2099244903698835,0.7095174841994951,COMPLETE
116,0.05054538225198888,2026-08-30 23:45:59.793615,2026-08-30 23:46:07.666957,0 days 00:00:07.873342,0.9653035694049836,0.07668435608223688,4.932941591254668,6,26.726693346465236,671,3.821716848216087,0.4863676321683002,0.7483311766629129,COMPLETE
117,0.05074385344605783,2026-08-30 23:46:07.666995,2026-08-30 23:46:17.264805,0 days 00:00:09.597810,0.9868922386785078,0.10108999332283743,2.182625923360773,6,28.80265522099984,690,1.4295889110080362,0.21014996052299795,0.7248340504294002,COMPLETE
118,0.05082865211985684,2026-08-30 23:46:17.264846,2026-08-30 23:46:26.712034,0 days 00:00:09.447188,0.9443793962958006,0.07307020125917278,2.905461132841178,6,8.185628618916752,648,2.271483320432108,1.0349661813651179,0.7068466247202636,COMPLETE
119,0.05139327974625985,2026-08-30 23:46:26.712076,2026-08-30 23:46:36.754172,0 days 00:00:10.042096,0.9354994684575405,0.09306737272925741,0.05513651317529358,6,9.266968070197061,670,1.6276052509490524,0.2958133374130795,0.7335366286259943,COMPLETE
