service_id,workshop_id,customer_id,motorcycle_id,appointment_id,service_type_code,primary_trigger_task,trigger_due_km,trigger_due_date,service_delay_days,arrival_mode,received_at,odometer_km,mileage_source,mileage_quality_flag,is_mileage_estimated,status,estimated_delivery_at,completed_at,delivered_at,customer_complaint,technician_notes,labor_minutes_pre_task,labor_total,parts_total,discount_total,tax_total,grand_total,is_breakdown,is_warranty,capture_origin,data_origin,generator_version,random_seed,scenario_id
SVC012831,WS0005,C002194,MC003122,,BREAKDOWN,UNSCHEDULED_EVENT,,,0,WALK_IN,2022-11-22 13:29:00,60847,MANUAL,VALID,0,DELIVERED,2022-11-22 13:29:00,2022-11-22 11:59:00,2022-11-22 17:02:00,Sürüş sırasında motosiklet aniden stop etti.,,354,,,,,,1,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012832,WS0005,C002194,MC003122,APT007408,PERIODIC,ENGINE_OIL_CHANGE,61930.7,2023-10-31,16,APPOINTMENT,2022-12-14 17:50:00,64503,MANUAL,VALID,0,DELIVERED,2022-12-14 17:50:00,2022-12-14 13:21:00,2022-12-15 12:44:00,Genel bakım ve kontroller talep edildi.,,120,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012833,WS0005,C002194,MC003122,APT007409,PERIODIC,ENGINE_OIL_CHANGE,69003.3,2023-12-14,0,APPOINTMENT,2023-01-12 11:27:00,69026,MANUAL,VALID,0,DELIVERED,2023-01-12 11:27:00,2023-01-12 11:58:00,2023-01-12 16:38:00,Periyodik bakım zamanı geldi.,,57,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012834,WS0005,C002194,MC003122,APT007410,PERIODIC,ENGINE_OIL_CHANGE,80052.0,2024-03-08,0,APPOINTMENT,2023-04-10 16:03:00,80390,MANUAL,VALID,0,DELIVERED,2023-04-10 16:03:00,2023-04-10 16:12:00,2023-04-12 14:14:00,Kilometre bakımı için servise getirildi.,,156,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012835,WS0005,C002194,MC003122,APT007411,PERIODIC,ENGINE_OIL_CHANGE,84890.5,2024-04-10,10,APPOINTMENT,2023-06-01 15:39:00,86301,CUSTOMER_REPORTED,VALID,0,DELIVERED,2023-06-01 15:39:00,2023-06-01 09:48:00,2023-06-01 09:18:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,103,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012836,WS0005,C002194,MC003122,APT007412,PERIODIC,ENGINE_OIL_CHANGE,90801.0,2024-06-01,0,APPOINTMENT,2023-07-03 17:41:00,90866,MANUAL,VALID,0,DELIVERED,2023-07-03 17:41:00,2023-07-03 17:30:00,2023-07-03 10:45:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,47,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012837,WS0005,C002194,MC003122,,PERIODIC,ENGINE_OIL_CHANGE,95366.3,2024-07-03,25,WALK_IN,2023-09-04 12:03:00,99260,MANUAL,VALID,0,DELIVERED,2023-09-04 12:03:00,2023-09-04 10:54:00,2023-09-04 13:19:00,Genel bakım ve kontroller talep edildi.,,102,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012838,WS0005,C002194,MC003122,APT007413,PERIODIC,ENGINE_OIL_CHANGE,103759.6,2024-09-04,2,APPOINTMENT,2023-10-06 12:13:00,104201,MANUAL,VALID,0,DELIVERED,2023-10-06 12:13:00,2023-10-06 09:08:00,2023-10-06 14:28:00,Genel bakım ve kontroller talep edildi.,,84,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012839,WS0005,C002194,MC003122,APT007414,PERIODIC,ENGINE_OIL_CHANGE,115825.1,2024-11-28,10,APPOINTMENT,2024-01-23 10:47:00,117487,MANUAL,VALID,0,DELIVERED,2024-01-23 10:47:00,2024-01-23 13:43:00,2024-01-23 11:38:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,113,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012840,WS0005,C002194,MC003122,APT007415,PERIODIC,ENGINE_OIL_CHANGE,121987.3,2025-01-23,22,APPOINTMENT,2024-03-28 14:52:00,125182,MANUAL,VALID,0,DELIVERED,2024-03-28 14:52:00,2024-03-28 17:30:00,2024-03-28 14:40:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,127,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012841,WS0005,C002194,MC003122,APT007416,PERIODIC,ENGINE_OIL_CHANGE,141153.6,2025-06-18,1,APPOINTMENT,2024-07-29 15:38:00,141459,MANUAL,VALID,0,DELIVERED,2024-07-29 15:38:00,2024-07-29 10:12:00,2024-07-29 09:49:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,50,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012842,WS0005,C002194,MC003122,APT007417,PERIODIC,ENGINE_OIL_CHANGE,150973.3,2025-08-30,14,APPOINTMENT,2024-10-15 17:30:00,153278,MANUAL,VALID,0,DELIVERED,2024-10-15 17:30:00,2024-10-15 13:18:00,2024-10-16 11:51:00,Periyodik bakım zamanı geldi.,,79,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012843,WS0005,C002194,MC003122,,PERIODIC,ENGINE_OIL_CHANGE,168782.8,2026-01-08,16,WALK_IN,2025-03-04 17:27:00,171046,ESTIMATED,ESTIMATED,1,DELIVERED,2025-03-04 17:27:00,2025-03-04 10:52:00,2025-03-04 14:43:00,Kilometre bakımı için servise getirildi.,,113,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012844,WS0005,C002194,MC003122,APT007418,PERIODIC,ENGINE_OIL_CHANGE,175546.2,2026-03-04,16,APPOINTMENT,2025-04-19 12:19:00,177715,MANUAL,VALID,0,DELIVERED,2025-04-19 12:19:00,2025-04-19 14:26:00,2025-04-21 14:25:00,Periyodik bakım zamanı geldi.,,129,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012845,WS0005,C002194,MC003122,APT007419,PERIODIC,ENGINE_OIL_CHANGE,182214.9,2026-04-19,3,APPOINTMENT,2025-05-26 15:34:00,182690,MANUAL,VALID,0,DELIVERED,2025-05-26 15:34:00,2025-05-26 14:53:00,2025-05-26 16:37:00,Kilometre bakımı için servise getirildi.,,153,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012846,WS0005,C002194,MC003122,APT007420,PERIODIC,ENGINE_OIL_CHANGE,187190.3,2026-05-26,0,APPOINTMENT,2025-06-26 17:59:00,187217,MANUAL,VALID,0,DELIVERED,2025-06-26 17:59:00,2025-06-26 16:28:00,2025-06-28 09:08:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,75,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012847,WS0005,C002194,MC003122,APT007421,PERIODIC,ENGINE_OIL_CHANGE,191717.0,2026-06-26,5,APPOINTMENT,2025-08-06 16:06:00,192461,MANUAL,VALID,0,DELIVERED,2025-08-06 16:06:00,2025-08-06 17:07:00,2025-08-06 12:32:00,Kilometre bakımı için servise getirildi.,,68,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012848,WS0005,C002194,MC003122,APT007422,PERIODIC,ENGINE_OIL_CHANGE,215910.6,2027-01-06,12,APPOINTMENT,2026-03-09 12:49:00,218465,MANUAL,VALID,0,DELIVERED,2026-03-09 12:49:00,2026-03-09 14:40:00,2026-03-09 17:29:00,Genel bakım ve kontroller talep edildi.,,148,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012849,WS0005,C002194,MC003122,APT007423,PERIODIC,ENGINE_OIL_CHANGE,222965.5,2027-03-09,11,APPOINTMENT,2026-04-28 09:47:00,223783,MANUAL,VALID,0,DELIVERED,2026-04-28 09:47:00,2026-04-28 17:26:00,2026-04-29 13:53:00,Genel bakım ve kontroller talep edildi.,,98,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012850,WS0005,C002194,MC003122,APT007424,PERIODIC,ENGINE_OIL_CHANGE,232832.8,2027-06-03,13,APPOINTMENT,2026-07-21 18:06:00,234656,MANUAL,VALID,0,DELIVERED,2026-07-21 18:06:00,2026-07-21 16:04:00,2026-07-21 13:02:00,Periyodik bakım zamanı geldi.,,96,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012851,WS0008,C002195,MC003123,,PERIODIC,ENGINE_OIL_CHANGE,1952.0,2022-07-02,13,WALK_IN,2022-05-16 15:09:00,2590,MANUAL,VALID,0,DELIVERED,2022-05-16 15:09:00,2022-05-16 08:46:00,2022-05-16 13:58:00,Genel bakım ve kontroller talep edildi.,,119,,,,,,0,1,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012852,WS0008,C002195,MC003123,APT007425,PERIODIC,ENGINE_OIL_CHANGE,13382.9,2023-09-22,0,APPOINTMENT,2023-01-19 14:30:00,13426,MANUAL,VALID,0,DELIVERED,2023-01-19 14:30:00,2023-01-19 13:58:00,2023-01-20 14:35:00,Periyodik bakım zamanı geldi.,,89,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012853,WS0005,C002196,MC003124,APT007426,PERIODIC,ENGINE_OIL_CHANGE,15082.0,2024-07-03,23,APPOINTMENT,2024-07-26 16:23:00,14857,MANUAL,VALID,0,DELIVERED,2024-07-26 16:23:00,2024-07-26 11:43:00,2024-07-26 12:04:00,Genel bakım ve kontroller talep edildi.,,103,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012854,WS0005,C002196,MC003124,,BREAKDOWN,UNSCHEDULED_EVENT,,,0,WALK_IN,2026-06-23 10:48:00,24173,MANUAL,VALID,0,DELIVERED,2026-06-24 10:48:00,2026-06-24 13:18:00,2026-06-24 17:31:00,Marş/çalışma problemi nedeniyle acil kontrol istendi.,,282,,,,,,1,1,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012855,WS0005,C002196,MC003124,APT007427,PERIODIC,ENGINE_OIL_CHANGE,24717.2,2026-07-29,0,APPOINTMENT,2026-07-15 10:55:00,24718,MANUAL,VALID,0,DELIVERED,2026-07-15 10:55:00,2026-07-15 13:10:00,2026-07-15 16:11:00,Periyodik bakım zamanı geldi.,,120,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012856,WS0003,C002197,MC003125,,PERIODIC,ENGINE_OIL_CHANGE,23621.5,2025-07-16,0,WALK_IN,2025-05-20 14:43:00,23625,MANUAL,VALID,0,DELIVERED,2025-05-20 14:43:00,2025-05-20 14:37:00,2025-05-20 12:55:00,Kilometre bakımı için servise getirildi.,,161,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012857,WS0008,C002198,MC003126,,PERIODIC,ENGINE_OIL_CHANGE,32297.5,2026-04-09,6,WALK_IN,2026-04-15 15:55:00,29627,MANUAL,VALID,0,DELIVERED,2026-04-16 15:55:00,2026-04-16 12:27:00,2026-04-16 09:15:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,190,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012858,WS0006,C002199,MC003127,APT007428,PERIODIC,ENGINE_OIL_CHANGE,23824.6,2024-02-07,11,APPOINTMENT,2024-02-19 09:49:00,22413,MANUAL,VALID,0,DELIVERED,2024-02-19 09:49:00,2024-02-19 08:03:00,2024-02-19 11:34:00,Periyodik bakım zamanı geldi.,,87,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012859,WS0006,C002199,MC003127,,PERIODIC,ENGINE_OIL_CHANGE,31955.0,2025-02-23,0,WALK_IN,2025-02-24 16:17:00,30881,MANUAL,VALID,0,DELIVERED,2025-02-24 16:17:00,2025-02-24 16:11:00,2025-02-24 15:13:00,Periyodik bakım zamanı geldi.,,75,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012860,WS0006,C002199,MC003127,,PERIODIC,ENGINE_OIL_CHANGE,40336.4,2026-03-08,20,WALK_IN,2026-03-28 16:19:00,39222,MANUAL,VALID,0,DELIVERED,2026-03-28 16:19:00,2026-03-28 10:55:00,2026-03-28 12:21:00,Kilometre bakımı için servise getirildi.,,86,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012861,WS0006,C002199,MC003128,,PERIODIC,ENGINE_OIL_CHANGE,29156.1,2024-04-09,8,WALK_IN,2024-01-11 12:53:00,29497,MANUAL,VALID,0,DELIVERED,2024-01-11 12:53:00,2024-01-11 12:08:00,2024-01-11 15:40:00,Genel bakım ve kontroller talep edildi.,,98,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012862,WS0006,C002199,MC003128,,PERIODIC,ENGINE_OIL_CHANGE,38852.4,2025-05-21,17,WALK_IN,2024-08-31 15:33:00,39705,MANUAL,VALID,0,DELIVERED,2024-08-31 15:33:00,2024-08-31 11:59:00,2024-09-02 10:14:00,Periyodik bakım zamanı geldi.,,103,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012863,WS0006,C002199,MC003128,,PERIODIC,ENGINE_OIL_CHANGE,44204.7,2025-08-31,4,WALK_IN,2024-12-16 13:31:00,44348,MANUAL,VALID,0,DELIVERED,2024-12-16 13:31:00,2024-12-16 14:11:00,2024-12-16 16:35:00,Periyodik bakım zamanı geldi.,,116,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012864,WS0006,C002199,MC003128,APT007429,PERIODIC,ENGINE_OIL_CHANGE,54389.9,2026-05-19,0,APPOINTMENT,2025-08-09 17:15:00,54456,MANUAL,VALID,0,DELIVERED,2025-08-09 17:15:00,2025-08-09 08:26:00,2025-08-09 15:11:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,82,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012865,WS0006,C002199,MC003128,,PERIODIC,ENGINE_OIL_CHANGE,64409.5,2026-11-13,0,WALK_IN,2026-03-31 16:00:00,64483,MANUAL,VALID,0,DELIVERED,2026-03-31 16:00:00,2026-03-31 09:54:00,2026-03-31 16:34:00,Periyodik bakım zamanı geldi.,,118,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012866,WS0006,C002199,MC003128,,PERIODIC,ENGINE_OIL_CHANGE,68983.1,2027-03-31,18,WALK_IN,2026-07-06 14:44:00,70184,MANUAL,VALID,0,DELIVERED,2026-07-06 14:44:00,2026-07-06 11:35:00,2026-07-06 12:52:00,Periyodik bakım zamanı geldi.,,109,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012867,WS0001,C002200,MC003129,APT007430,PERIODIC,ENGINE_OIL_CHANGE,5046.1,2024-03-23,3,APPOINTMENT,2024-02-12 12:09:00,5106,MANUAL,VALID,0,DELIVERED,2024-02-12 12:09:00,2024-02-12 10:25:00,2024-02-12 15:04:00,Kilometre bakımı için servise getirildi.,,133,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012868,WS0001,C002200,MC003129,APT007431,PERIODIC,ENGINE_OIL_CHANGE,11106.3,2025-02-12,0,APPOINTMENT,2024-11-16 08:48:00,11113,ESTIMATED,ESTIMATED,1,DELIVERED,2024-11-16 08:48:00,2024-11-16 13:35:00,2024-11-18 12:26:00,Genel bakım ve kontroller talep edildi.,,175,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012869,WS0005,C002202,MC003132,APT007432,PERIODIC,ENGINE_OIL_CHANGE,13166.6,2023-10-13,11,APPOINTMENT,2023-10-24 14:06:00,11800,CUSTOMER_REPORTED,VALID,0,DELIVERED,2023-10-24 14:06:00,2023-10-24 15:55:00,2023-10-24 15:16:00,Kilometre bakımı için servise getirildi.,,119,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012870,WS0005,C002202,MC003132,,BREAKDOWN,UNSCHEDULED_EVENT,,,0,WALK_IN,2025-06-12 11:48:00,19542,MANUAL,VALID,0,DELIVERED,2025-06-12 11:48:00,2025-06-12 12:36:00,2025-06-12 13:47:00,Yolda arıza sonrası servise getirildi.,,60,,,,,,1,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012871,WS0005,C002202,MC003132,,PERIODIC,ENGINE_OIL_CHANGE,24129.4,2025-11-14,12,WALK_IN,2025-11-26 16:08:00,21990,MANUAL,VALID,0,DELIVERED,2025-11-26 16:08:00,2025-11-26 15:49:00,2025-11-26 10:25:00,Periyodik bakım zamanı geldi.,,178,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012872,WS0005,C002202,MC003132,APT007433,PERIODIC,ENGINE_OIL_CHANGE,26990.2,2026-05-26,6,APPOINTMENT,2026-06-01 10:43:00,23770,MANUAL,VALID,0,DELIVERED,2026-06-01 10:43:00,2026-06-01 17:36:00,2026-06-02 09:08:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,106,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012873,WS0004,C002204,MC003134,,BREAKDOWN,UNSCHEDULED_EVENT,,,0,WALK_IN,2024-09-27 15:21:00,136433,MANUAL,VALID,0,DELIVERED,2024-09-27 15:21:00,2024-09-27 15:40:00,2024-09-27 15:22:00,Motosiklet çalışıyor ancak ciddi performans kaybı var.,,227,,,,,,1,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012874,WS0004,C002204,MC003134,APT007434,PERIODIC,ENGINE_OIL_CHANGE,138593.1,2024-12-01,0,APPOINTMENT,2024-12-02 14:18:00,136940,CUSTOMER_REPORTED,VALID,0,DELIVERED,2024-12-02 14:18:00,2024-12-02 10:08:00,2024-12-03 09:28:00,Genel bakım ve kontroller talep edildi.,,172,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012875,WS0004,C002204,MC003134,APT007435,PERIODIC,ENGINE_OIL_CHANGE,141940.4,2025-06-02,4,APPOINTMENT,2025-06-06 08:01:00,139543,MANUAL,VALID,0,DELIVERED,2025-06-06 08:01:00,2025-06-06 17:19:00,2025-06-09 13:40:00,Periyodik bakım zamanı geldi.,,133,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012876,WS0004,C002204,MC003135,APT007436,PERIODIC,ENGINE_OIL_CHANGE,11878.0,2025-04-28,12,APPOINTMENT,2025-05-10 09:46:00,11501,MANUAL,VALID,0,DELIVERED,2025-05-10 09:46:00,2025-05-10 16:48:00,2025-05-10 12:03:00,Periyodik bakım zamanı geldi.,,104,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012877,WS0004,C002204,MC003135,,PERIODIC,ENGINE_OIL_CHANGE,16500.9,2026-05-10,14,WALK_IN,2026-05-04 17:09:00,16710,MANUAL,VALID,0,DELIVERED,2026-05-04 17:09:00,2026-05-04 13:59:00,2026-05-04 09:12:00,Genel bakım ve kontroller talep edildi.,,168,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012878,WS0001,C002205,MC003136,,PERIODIC,ENGINE_OIL_CHANGE,10438.6,2023-10-20,0,WALK_IN,2023-07-08 10:47:00,10477,MANUAL,VALID,0,DELIVERED,2023-07-08 10:47:00,2023-07-08 10:33:00,2023-07-10 14:00:00,Genel bakım ve kontroller talep edildi.,,96,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012879,WS0001,C002205,MC003136,,PERIODIC,ENGINE_OIL_CHANGE,15477.0,2024-07-08,19,WALK_IN,2024-04-15 13:36:00,15711,MANUAL,VALID,0,DELIVERED,2024-04-15 13:36:00,2024-04-15 15:41:00,2024-04-15 17:20:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,88,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012880,WS0001,C002205,MC003136,,PERIODIC,ENGINE_OIL_CHANGE,20710.5,2025-04-15,19,WALK_IN,2024-10-02 12:09:00,21161,MANUAL,VALID,0,DELIVERED,2024-10-02 12:09:00,2024-10-02 10:45:00,2024-10-03 15:11:00,Kilometre bakımı için servise getirildi.,,95,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012881,WS0007,C002206,MC003137,APT007437,PERIODIC,ENGINE_OIL_CHANGE,4422.6,2023-12-08,9,APPOINTMENT,2023-07-10 10:00:00,4512,MANUAL,VALID,0,DELIVERED,2023-07-10 10:00:00,2023-07-10 12:13:00,2023-07-10 11:54:00,Kilometre bakımı için servise getirildi.,,119,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012882,WS0007,C002206,MC003137,APT007438,PERIODIC,ENGINE_OIL_CHANGE,10512.0,2024-07-10,13,APPOINTMENT,2023-11-03 16:02:00,10895,MANUAL,VALID,0,DELIVERED,2023-11-03 16:02:00,2023-11-03 10:29:00,2023-11-03 11:31:00,Kilometre bakımı için servise getirildi.,,122,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012883,WS0007,C002206,MC003137,,TIRE,UNSCHEDULED_EVENT,,,0,WALK_IN,2023-11-20 11:02:00,11950,CUSTOMER_REPORTED,VALID,0,DELIVERED,2023-11-20 11:02:00,2023-11-20 18:13:00,2023-11-20 11:20:00,Lastik kontrolü ve gerekirse değişim istendi.,,80,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012884,WS0007,C002206,MC003137,APT007439,PERIODIC,ENGINE_OIL_CHANGE,16894.5,2024-11-03,0,APPOINTMENT,2024-03-04 12:50:00,16971,MANUAL,VALID,0,DELIVERED,2024-03-04 12:50:00,2024-03-04 10:55:00,2024-03-04 10:33:00,Genel bakım ve kontroller talep edildi.,,117,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012885,WS0007,C002206,MC003137,APT007440,PERIODIC,ENGINE_OIL_CHANGE,44599.9,2026-05-05,11,APPOINTMENT,2025-08-11 12:12:00,45528,CUSTOMER_REPORTED,VALID,0,DELIVERED,2025-08-11 12:12:00,2025-08-11 08:44:00,2025-08-11 16:37:00,Bakım uyarısı sonrası servis randevusu oluşturuldu.,,131,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012886,WS0007,C002206,MC003137,,PERIODIC,ENGINE_OIL_CHANGE,51528.5,2026-08-11,0,WALK_IN,2025-12-24 12:43:00,51617,MANUAL,VALID,0,DELIVERED,2025-12-24 12:43:00,2025-12-24 12:01:00,2025-12-24 15:04:00,Genel bakım ve kontroller talep edildi.,,78,,,,,,0,1,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012887,WS0007,C002206,MC003138,APT007441,PERIODIC,ENGINE_OIL_CHANGE,15120.2,2024-12-21,34,APPOINTMENT,2024-09-14 09:54:00,15976,MANUAL,VALID,0,DELIVERED,2024-09-14 09:54:00,2024-09-14 17:49:00,2024-09-14 16:35:00,Genel bakım ve kontroller talep edildi.,,163,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012888,WS0007,C002206,MC003139,APT007442,PERIODIC,ENGINE_OIL_CHANGE,121390.7,2024-08-07,0,APPOINTMENT,2023-09-06 15:58:00,121466,MANUAL,VALID,0,DELIVERED,2023-09-06 15:58:00,2023-09-06 15:24:00,2023-09-06 14:15:00,Kilometre bakımı için servise getirildi.,,98,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012889,WS0007,C002206,MC003139,APT007443,PERIODIC,ENGINE_OIL_CHANGE,131279.3,2024-12-16,11,APPOINTMENT,2024-02-07 16:59:00,132117,MANUAL,VALID,0,DELIVERED,2024-02-07 16:59:00,2024-02-07 16:07:00,2024-02-08 13:47:00,Periyodik bakım zamanı geldi.,,179,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
SVC012890,WS0007,C002206,MC003139,APT007444,PERIODIC,ENGINE_OIL_CHANGE,134366.9,2025-02-07,0,APPOINTMENT,2024-03-11 16:08:00,134430,MANUAL,VALID,0,DELIVERED,2024-03-11 16:08:00,2024-03-11 13:20:00,2024-03-13 13:13:00,Periyodik bakım zamanı geldi.,,94,,,,,,0,0,RIDEBASE_WORKSHOP,SYNTHETIC,1.0.0,42,MAINTENANCE_EVENT_SIM_V1
